CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Escriturador;CNPJ_Escriturador;Tipo_Endereco;Logradouro;Complemento;Bairro;Cidade;Sigla_UF;Pais;CEP;DDI_Telefone;DDD_Telefone;Telefone;DDI_Fax;DDD_Fax;Fax;Email;Data_Inicio_Atuacao;Data_Fim_Atuacao
03.207.703/0001-83;2023-01-01;3;131258;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av. Eng. Armando de Arruda Pereira, nº 707, 7º andar;;Jabaquara;São Paulo;SP;Brasil;04309010;;11;50291925;;;;marcio.conde-souza@itau.com.br;2009-12-03;
03.220.438/0001-73;2023-01-01;1;124976;EQUATORIAL ENERGIA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av Brigadeiro Faria Lima, 3.400;10º Andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50291919;;11;50291920;rosana.souza@itau-unibanco.com.br;2009-03-02;
03.303.999/0001-36;2023-01-01;1;124745;DTCOM - DIRECT TO COMPANY S.A.;Banco Bradesco S/A;60.746.948/0001-12;;CIDADE DE DEUS,;S/Nº;VILA YARA;Osasco;SP;Brasil;06029900;;11;36849441;;11;36849441;4010.hamilton@bradesco.com.br;2000-01-24;
03.342.704/0001-30;2023-01-01;1;127831;PETRORECÔNCAVO S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27405837;;11;27405837;escrituracaoacoes@itau-unibanco.com.br;2020-12-08;
03.378.521/0001-75;2023-01-01;3;126905;LIGHT S.A. - Em Recuperação Judicial;Banco Bradesco S.A;60.746.948/0001-12;;Rua Yara;Sem número;Cidade de Deus;Osasco;SP;Brasil;06028100;;11;36842044;;11;36842811;4010.acoes@bradesco.com.br;2006-01-13;
03.467.321/0001-99;2023-01-01;2;130843;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Itaú Corretora de Valores;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3500;3° andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;;;ri@energisa.com.br;2017-12-15;
03.494.776/0001-01;2023-01-01;2;128214;AMMO VAREJO S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27405837;;11;27405837;escrituracaoacoes@itau-unibanco.com.br;2021-06-30;
03.538.833/0001-07;2023-01-01;1;123832;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;Itaú Corretora de Valores SA;61.194.353/0001-64;;Av. Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;27974529;;011;27973750;adriana.souza@itau-unibanco.com.br;2015-01-16;
03.758.318/0001-24;2023-01-01;2;127116;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Itaú Unibanco S.A.;60.701.190/0001-04;;Praça Alfredo Egydio de Souza Aranha nº 100;Torre Olavo Setúbal;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;21;50294249;;;;escrituracaorendavariavel@itau-unibanco.com.br;2000-07-12;
03.767.538/0001-14;2023-01-01;1;127666;BRAZILIAN SECURITIES CIA SECURITIZACAO;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3400;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;;;atendimentoescrituracao@itau-unibanco.com.br;2009-05-11;
03.795.050/0001-09;2023-01-01;1;125152;TERMOPERNAMBUCO S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Virgínia 299, prédio B;Térro;Tatuapé;São Paulo;SP;Brasil;03084010;;11;30039285;;;;escrituracaoacoes@itau-unibanco.com.br;2020-02-21;
03.802.115/0001-98;2023-01-01;4;131202;CLEAR SALE S.A.;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;59.281.253/0001-23;;Praia de Botafogo, 501;5 andar - torre corc;Botafogo;Rio de Janeiro;RJ;Brasil;22250040;;11;943593640;;;;escrituracao.acao@btgpactual.com;2023-10-02;
03.802.115/0001-98;2023-01-01;4;131202;CLEAR SALE S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;;;;;escrituracaoerendavariavel@itau-unibanco.com.br;2021-06-30;2023-09-29
03.847.461/0001-92;2023-01-01;1;123406;BRADESPAR S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Núcleo Cidade de Deus, Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;011;36844522;;011;36845645;dac.acecustodia@bradesco.com.br;2000-06-06;
03.853.896/0001-40;2023-01-01;1;123962;MARFRIG GLOBAL FOODS S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Núcleo Cidade de Deus;s/n°;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36842811;dnc.escrituracao@bradesco.com.br;2021-07-01;
03.853.896/0001-40;2023-01-01;1;123962;MARFRIG GLOBAL FOODS S.A.;Itau Corretora de Valores S/A;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima 3500;;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;274051440;;11;27975140;escrituracaoacoes@itau-unibanco.com.br;2009-03-02;2021-06-30
03.953.509/0001-47;2023-01-01;1;127145;CPFL GERACAO DE ENERGIA S.A.;Banco do Brasil;00.000.000/0001-91;;Rua Lélio Gama, 105;38º andar, GECIN;Centro;Rio de Janeiro;RJ;Brasil;20031080;;021;38083551;;21;38086088;aescriturais@bb.com.br;2011-01-01;
03.983.431/0001-03;2023-01-01;3;131635;EDP - ENERGIAS DO BRASIL S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Praça Alfredo Egydio de Souza Aranha, 100;Torre Olavo Setubal;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;11;30039285;;;;escrituracaorendavariavel@itau-unibanco.com.br;2005-03-29;
04.032.433/0001-80;2023-01-01;6;132817;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Faria Lima, 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50297780;;;;escrituracaoacoes@itau-unibanco.com.br;2012-07-01;
04.065.791/0001-99;2023-01-01;3;132829;Sinqia S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Cidade de Deus - Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;;;dac.escrituracao@bradesco.com.br;2016-03-01;2023-09-20
04.065.791/0001-99;2023-01-01;3;132829;Sinqia S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;;;escrituracaocaoes@itau-unibanco.com.br;2023-09-21;
04.069.709/0001-02;2023-01-01;2;128843;Bionexo S.A.;ITAÚ CORRETORA DE VALORES S.A. ("ITAUCOR");61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, nº 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;11;27973140;escrituracaoacoes@itau-unibanco.com.br;;
04.149.454/0001-80;2023-01-01;1;123137;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Itaú Corretora de Valores S/A;61.194.353/0001-64;;Rua Boa Vista, 176;1º Subsolo;Centro;São Paulo;SP;Brasil;01092900;;11;30039285;;11;30039285;escrituracaorendavariavel@itau-unibanco.com.br;2012-01-02;
04.172.213/0001-51;2023-01-01;1;127147;CIA PIRATININGA DE FORCA E LUZ;BANCO DO BRASIL S.A.;00.000.000/0001-91;;Rua Lélio Gama, 105 - 38º andar;Gecin;Centro;Rio de Janeiro;RJ;Brasil;20031080;;21;38083551;;21;38086088;aescriturais@bb.com.br;2011-01-01;
04.212.396/0001-91;2023-01-01;2;131293;Agasus S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av. do Estado, 5533;1ºandar - bloco A;Mooca;São Paulo;SP;Brasil;03105003;;11;30039285;;;;atendimentoescrituracao@itau-unibanco.com.br;2023-03-31;
04.233.319/0001-18;2023-01-01;1;123407;NCF PARTICIPAÇÕES S/A;Banco Bradesco S.A.;60.746.948/0001-12;;Núcleo Cidade de Deus, Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36844522;;11;36845645;dac.acecustodia@bradesco.com.br;2001-05-24;
04.423.567/0001-21;2023-01-01;1;124773;ENEVA S.A;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;11;30039285;PreAtendimentoEscritural@itau-unibanco.com.br;2007-11-05;
04.437.534/0001-30;2023-01-01;3;127859;Locamérica Rent-a-Car S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Rua Prédio Amarelo - Cidade de Deus;;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36842811;dac.escrituracao@bradesco.com.br;2013-06-11;
04.752.991/0001-10;2023-01-01;3;133332;BIOMM S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av. Brigadeiro Faria Lima;3.400 10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538133;;11;30039285;;;;escrituracaorendavariavel@itau-unibanco.com.br;2002-01-21;
04.821.041/0001-08;2023-01-01;1;123062;METALFRIO SOLUTIONS S.A.;ITAU CORRETORA DE VALORES S.A.;61.194.353/0001-64;;AV BRIGADEIRO FARIA LIMA, 3400 - 10º ANDAR;;ITAIM BIBI;São Paulo;SP;Brasil;04538132;;011;27974529;;011;27974515;investfone.investimento@itau-unibanco.com.br;2007-02-27;
04.895.728/0001-80;2023-01-01;1;124978;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;CIDADE DE DEUS S/Nº;Prédio Amarelo Velho;VILA YARA;São Paulo;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.acoes@bradesco.com.br;1998-10-14;2012-10-30
04.895.728/0001-80;2023-01-01;1;124978;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av Brigadeiro Faria Lima, 3.400;10º Andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50291919;;11;50291920;rosana.souza@itau-unibanco.com.br;2012-11-01;
04.902.979/0001-44;2023-01-01;2;123744;BCO AMAZONIA S.A.;Banco Bradesco S.A;60.746.948/0001-12;;Cidade de Deus, Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849941;;11;36842811;dac.escrituracao@bradesco.com.br;1994-12-05;
04.913.711/0001-08;2023-01-01;5;129808;BCO ESTADO DO PARA S.A.;Banco Bradesco S/A;60.746.948/0001-12;;CIDADE DE DEUS S/Nº - DEPARTAMENTO DE AÇÕES E CUSTÓDIA;PRÉDIO AMARELO;VILA YARA;Osasco;SP;Brasil;06029900;;011;36849441;;011;36842811;dac.escrituracao@bradesco.com.br;2014-01-02;
04.972.092/0001-22;2023-01-01;1;127604;GRUPO FARTURA DE HORTIFRUT S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima;3.500, 3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;11;27973140;escrituracaoacoes@itau-unibanco.com.br;2020-10-16;
04.986.320/0001-13;2023-01-01;4;125853;SER EDUCACIONAL S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av. Brigadeiro Faria Lima;3400, 10 andar;Itaim;São Paulo;SP;Brasil;04538132;;11;30733401;;11;30733401;escrituracaoacoes@itau-unibanco.com.br;2013-08-20;
05.197.443/0001-38;2023-01-01;2;128337;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, nº 3.500;3o andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;40043131;;11;40043131;itaucorretora@itau-unibanco.com.br;2018-02-19;
05.347.060/0001-07;2023-01-01;1;127843;Interplayers Soluções Integradas S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí, 111, Prédio B;Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;11;27974515;;11;27973140;escrituracaoacoes@itau-unibanco.com.br;2021-09-02;
05.878.397/0001-32;2023-01-01;2;131624;ALLOS S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3400;10º andar;Itaim;São Paulo;SP;Brasil;04538132;;11;50291942;;;;adriana.souza@itau-unibanco.com.br;2010-01-20;
05.917.486/0001-40;2023-01-01;2;131431;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Cidade de Deus;s/nº;Vila Yara;Osasco;SP;Brasil;06029900;;011;36847654;;;;4010.acoes@bradesco.com.br;2021-07-14;
06.016.348/0001-53;2023-01-01;2;135061;Ventos do Sul Energia S.A.;Oliveira Trust DTVM S.A.;36.113.876/0001-91;;Av. das Américas, 3434;BL 7 2º Andar;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640102;;21;35140000;;;;ger2.agente@oliveiratrust.com.br;2019-10-07;
06.047.087/0001-39;2023-01-01;1;127989;Rede D'Or São Luiz S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av. Brigadeiro Faria Lima, nº 3500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;;;PreAtendimentoEscritural@itau-unibanco.com.br;2019-12-18;
06.057.223/0001-71;2023-01-01;1;127885;SENDAS DISTRIBUIDORA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3400;10º andar;Vila Olímpia;São Paulo;SP;Brasil;04538132;;11;50297780;;11;50297780;investfone.investimento@itau-unibanco.com.br;;
06.164.253/0001-87;2023-01-01;2;129673;GOL LINHAS AEREAS INTELIGENTES S.A.;Itau Corretora de Valores SA;61.194.353/0001-64;;Av. BRIGADEIRO FARIA LIMA, 3.500;3º andar, parte;ITAIM BIBI;São Paulo;SP;Brasil;04538133;;011;50297780;;011;50291920;investfone.investimento@itau-unibanco.com.br;2004-03-29;
06.272.793/0001-84;2023-01-01;1;124977;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av. Brigadeiro Faria Lima, 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538133;;11;50291919;;11;50291919;rosana.souza@itau-unibanco.com.br;2009-03-02;
06.626.253/0001-51;2023-01-01;1;126127;EMPREENDIMENTOS PAGUE MENOS S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;11;27973140;escrituracaoacoes@itau-unibanco.com.br;2011-08-29;
06.977.745/0001-91;2023-01-01;2;128200;BR MALLS PARTICIPACOES S.A.;Banco Itaú S.A.;60.701.190/0001-04;;Av. Eng. Armando de Arruda Pereira, 707;9 ANDAR;VILA DO ENCONTRO;São Paulo;SP;Brasil;04344902;;011;50291812;;021;50291917;Alcidea.trancozo@itau-unibanco.com.br;2007-04-03;
06.977.751/0001-49;2023-01-01;4;133018;BR PROPERTIES S.A.;Itaú Corretora de Valores SA;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3.400;10º andar;Itaim;São Paulo;SP;Brasil;04538132;;011;50297780;;;;investfone.investimentos@itau-unibanco.com.br;2009-02-01;
06.981.381/0001-13;2023-01-01;1;127591;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av. Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27974128;;11;27973750;adriana.souza@itau-unibanco.com.br;2016-01-28;
07.043.628/0001-13;2023-01-01;1;127125;CLARO TELECOM PARTICIPAÇÕES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida do Estado, 5553;;Mooca;São Paulo;SP;Brasil;03105000;;11;30039285;;11;30039285;escrituracaorendavariavel@itau-unibanco.com.br;2014-12-09;
07.047.251/0001-70;2023-01-01;1;125028;CIA ENERGETICA DO CEARA - COELCE;Itaú Corretora de Valores S.A;61.194.353/0001-64;;A. BRIGADEIRO FARIA LIMA;3400;ITAIM BIBI;São Paulo;SP;Brasil;04538132;;11;50291925;;11;50291920;MARCIO.CONDE-SOUZA@ITAU-UNIBANCO.COM.BR;2007-10-02;
07.119.838/0001-48;2023-01-01;1;127592;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;Banco Bradesco S.A.;60.746.948/0001-12;;Cidade de Deus, sem nº;;Vila Yara;;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.acoes@bradesco.com.br;;
07.206.816/0001-15;2023-01-01;4;133195;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;59.281.253/0001-23;;Av. Brigadeiro Faria Lima, 3477 - 14º andar;;Itaim Bibi;São Paulo;SP;Brasil;04538133;;11;33832469;;;;escrituracao.acao@btgpactual.com;2023-05-02;
07.237.373/0001-20;2023-01-01;3;127606;BCO NORDESTE DO BRASIL S.A.;BANCO DO NORDESTE DO BRASIL S/A;07.237.373/0001-20;;AV.SILAS MUNGUBA;5700;PASSARÉ;Fortaleza;CE;Brasil;60743902;;85;32995049;;85;32515362;ri_diretor@bnb.gov.br;1988-12-02;
07.415.333/0001-20;2023-01-01;1;127488;SIMPAR S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Cidade de Deus, sem nº;-;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.acoes@bradesco.com.br;2020-04-24;
07.437.016/0001-05;2023-01-01;1;130831;CINESYSTEM S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;011;27402598;;011;27402598;rosane-aparecida.silva@itau-unibanco.com.br;2014-02-05;
07.526.557/0001-00;2023-01-01;1;127327;AMBEV S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Cidade de Deus, s/n - Prédio Amarelo;Subsolo;Vila Yara;Osasco;SP;Brasil;06029900;;0800;7011616;;11;36845645;dac.acecustodia@bradesco.com.br;2013-03-01;
07.594.978/0001-78;2023-01-01;1;127211;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, nº 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;40043131;;011;40043131;itaucorretora@itau-unibanco.com.br;2020-05-01;
07.628.528/0001-59;2023-01-01;1;127203;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;;;atendimentoescrituracao@itau-unibanco.com.br;2020-07-27;
07.689.002/0001-89;2023-01-01;1;123249;EMBRAER S.A.;Itaú Corretora de Valores S.A;61.194.353/0001-64;;Av. Brigadeiro Faria Lima, 3500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;;;atendimentoescrituracao@itau-unibanco.com.br;2006-05-23;
07.704.246/0001-93;2023-01-01;1;126094;Datora Participações e Serviços S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27405837;;11;27405837;escrituracaoacoes@itau-unibanco.com.br;;
07.718.269/0001-57;2023-01-01;1;123304;SPRINGS GLOBAL PARTICIPACOES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av. Brigadeiro Faria Lima, 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;11;30039285;adriana.souza@itau-unibanco.com.br;2009-05-13;
07.816.890/0001-53;2023-01-01;1;127438;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Itaú Corretora de Valores S/A;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima;3.500, 3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;30039285;;;;atendimentoescrituracao@itau-unibanco.com.br;2009-03-02;
07.820.907/0001-46;2023-01-01;4;129239;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Itau Unibanco S/A;60.701.190/0001-04;;PÇA ALFREDO E. SOUZA ARANHA T. OLAVO SETUBAL;100;PQ. JABAQUARA;São Paulo;SP;Brasil;04344902;;11;50291612;;11;50291534;escrituracaorendavariavel@itau-unibanco.com.br;2007-04-25;
07.857.093/0001-14;2023-01-01;2;130770;AURA MINERALS INC.;Itaú Unibanco S.A.;60.701.190/0001-04;;Praça Alfredo Egydio de Souza Aranha n. 100;Torre Conceição;Jabaquara;São Paulo;SP;Brasil;04344902;;11;27402849;;11;27402849;dr.itau@itau-unibanco.com.br;2020-05-26;2021-02-28
07.857.093/0001-14;2023-01-01;2;130770;AURA MINERALS INC.;Banco Bradesco S.A.;60.746.948/0001-12;;Núcleo Cidade de Deus;s/nº;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36842811;dac.escrituracao@bradesco.com.br;2021-03-01;
07.857.850/0001-50;2023-01-01;1;124379;GP INVESTMENTS, LTD.;Banco Itaú S.A.;60.701.190/0001-04;;Av. Engenheiro Armando de Arruda Pereira, 707;Torre Eudoreo Vilela;Jabaquara;São Paulo;SP;Brasil;04344902;;;;;;;;2006-05-29;
07.859.510/0001-68;2023-01-01;2;128849;JHSF MALLS S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Cidade de Deus;sem nº;Vila Yara;São Paulo;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.acoes@bradesco.com.br;2018-02-07;
07.859.971/0001-30;2023-01-01;2;127130;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí, 111;terreo;Tatuapé;São Paulo;SP;Brasil;03084010;;11;27974515;;11;27973750;escrituracaorendavariavel@itau-unibanco.com.br;2006-10-09;
07.882.930/0001-65;2023-01-01;1;127459;Mitre Realty Empreendimentos e Participações S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;;;;;;escrituracaocaoes@itau-unibanco.com.br;;
08.065.557/0001-12;2023-01-01;2;131112;TECNISA S.A.;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;59.281.253/0001-23;;Praia de Botafogo, 501;Torre Corcovado 5° a;Botafogo;Rio de Janeiro;RJ;Brasil;22250040;;11;33832513;;;;escrituracao.acao@btgpactual.com;2022-09-01;
08.078.847/0001-09;2023-01-01;2;127656;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;59.281.253/0001-23;;Praia de Botafogo, n.º 501;5º andar. Torre Corc;Botafogo;Rio de Janeiro;RJ;Brasil;22250040;;11;33837186;;;;OL-Escrituracao-PSF@btgpactual.com;2023-03-13;
08.078.847/0001-09;2023-01-01;2;127656;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Banco Bradesco S/A;60.746.948/0001-12;;Núcleo Cidade de Deus, s/nº;;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849444;;;;dac.escrituracao@bradesco.com.br;2006-11-03;2023-03-10
08.159.965/0001-33;2023-01-01;2;125134;IGUA SANEAMENTO S.A.;Itaú Corretora de Valores S.A.;60.746.948/0001-12;;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;;;atendimentoescrituracao@itau-unibanco.com.br;2022-11-01;
08.170.849/0001-15;2023-01-01;2;136093;DESKTOP S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;;;;;escrituracaorendavariavel@itau-unibanco.com.br;2021-06-09;
08.294.224/0001-65;2023-01-01;2;131171;JHSF PARTICIPACOES S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Cidade de Deus, s/nº, Vila Yara, Osasco, SP;s/nº;Vila Yara;Osasco;SP;Brasil;06029900;;011;30031000;;;;4010.acecustodia@bradesco.com.br;2015-11-01;
08.312.229/0001-73;2023-01-01;1;125576;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Itaú Unibanco S.A.;60.701.190/0001-04;;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;011;27402571;;011;27973140;escrituracaoacoes@itau-unibanco.com.br;2007-03-21;
08.322.396/0001-03;2023-01-01;2;128451;CERRADINHO BIOENERGIA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27973140;;;;escrituracaoacoes@itau-unibanco.com.br;2021-09-30;2021-12-06
08.324.196/0001-81;2023-01-01;1;125153;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Virgínia 299, prédio B;Térro;Tatuapé;São Paulo;SP;Brasil;03084010;;11;30039285;;;;escrituracaoacoes@itau-unibanco.com.br;2020-02-27;
08.343.492/0001-20;2023-01-01;3;132481;MRV ENGENHARIA E PARTICIPACOES S.A.;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;59.281.253/0001-23;;Praia de Botafogo, nº 501, 5º andar (parte);Torre Corcovado;Botafogo;Rio de Janeiro;RJ;Brasil;22250040;;11;33837186;;;;ol-escrituracao-psf@btgpactual.com;2022-12-01;
08.343.492/0001-20;2023-01-01;3;132481;MRV ENGENHARIA E PARTICIPACOES S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Avenida Yara;s/n;Cidade de Deus;Osasco;SP;Brasil;06029900;;011;36843749;;;;4010acecustodia@bradesco.com.br;2007-07-19;2022-11-30
08.364.948/0001-38;2023-01-01;2;133205;ALUPAR INVESTIMENTO S/A;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3400;10 andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27974529;;;;adriana.souza@itau-unibanco.com.br;2009-02-02;
08.402.943/0001-52;2023-01-01;1;123947;GUARARAPES CONFECCOES S.A.;Banco Itaú S.A.;60.701.190/0001-04;;Avenida Brigadeiro Faria Lima, 3400;3ª andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;;;investfone.investimento@itau-unibanco.com.br;1992-08-20;2018-01-02
