CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Contato;Data_Inicio_Contato;Data_Fim_Contato;Tipo_Endereco;Logradouro;Complemento;Bairro;Cidade;Sigla_UF;Pais;CEP;DDI_Telefone;DDD_Telefone;Telefone;DDI_Fax;DDD_Fax;Fax;Email
04.172.213/0001-51;2023-01-01;1;127147;CIA PIRATININGA DE FORCA E LUZ;Carlos Victor Pereira Sicard Cyrino;2019-06-01;;;Rua Jorge de Figueiredo Corrêa nº 1632;Parte;Jd. Prof. Tarcilia;Campinas;SP;Brasil;13087397;;19;37568458;;;;ri@cpfl.com.br
04.233.319/0001-18;2023-01-01;1;123407;NCF PARTICIPAÇÕES S/A;André Bernardino da Cruz Filho;2001-01-18;;;Núcleo Cidade de Deus, Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36844522;;11;36845645;dac.acecustodia@bradesco.com.br
04.368.898/0001-06;2023-01-01;1;124625;Copel Distribuição S.A.;Claumir Corsi Ropdrigues;2001-03-20;;;Rua José Izidoro Biazetto, 158;Blçoco A;Campo Comprido;Curitiba;PR;Brasil;81200240;;41;33314269;;;;acionistas@copel.com
04.370.282/0001-70;2023-01-01;1;124626;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Claumir Corsi Rodrigues;2019-04-01;2022-06-30;;Rua Coronel Dulcídio, 800;3º andar;Batel;Curitiba;PR;Brasil;80420170;;041;0800412772;;41;33312849;acionistas@copel.com
04.370.282/0001-70;2023-01-01;1;124626;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Daiane Cerdeira Fidalgo;2022-07-01;;;Rua José Izidoro Biazetto, 158;Bloco A;Mossunguê;Curitiba;PR;Brasil;81200240;;41;33314232;;;;acionistas@copel.com
04.423.567/0001-21;2023-01-01;1;124773;ENEVA S.A;Felippe Valverde;2022-10-01;;;Praia de Botafogo nº 501, Bloco I, 2º e 4º andares;;Botafogo;Rio de Janeiro;RJ;Brasil;22250040;;21;37213030;;;;ri@eneva.com.br
04.423.567/0001-21;2023-01-01;1;124773;ENEVA S.A;Flavia Heller;2017-06-19;2022-09-30;;Praia de Botafogo nº 501, Bloco I, 4º e 6º andares;;Botafogo;Rio de Janeiro;RJ;Brasil;22250040;;21;37213030;;;;ri@eneva.com.br
04.437.534/0001-30;2023-01-01;3;127859;Locamérica Rent-a-Car S.A.;Nora Mascarenhas Lanari;2022-07-01;;;Avenida Bernardo de Vasconcelos, 377;;Cachoeirinha;Belo Horizonte;MG;Brasil;31150000;;31;32477024;;31;32477755;mercado.capitais@localiza.com
04.821.041/0001-08;2023-01-01;1;123062;METALFRIO SOLUTIONS S.A.;Isabel Reis;2023-01-02;;;Av. Abrahão Gonçalves Braga, 412;;Vila Liviero;São Paulo;SP;Brasil;04186220;;11;26279165;;;;ri@metalfrio.com.br
04.895.728/0001-80;2023-01-01;1;124978;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Daniel Spencer Pioner;2021-02-01;;;SCS, Quadra 09, Lote C, Torre A, Parque Cidade Corporate;12º andar;Asa Sul;Brasília;DF;Brasil;70308200;;61;34261000;;61;34261000;ri@equatorialenergia.com.br
04.902.979/0001-44;2023-01-01;2;123744;BCO AMAZONIA S.A.;COORDENADORIA DE RELACIONAMENTO COM INVESTIDORES;2021-04-01;;;AV PRESIDENTE  VARGAS, 800;CORIN - 3º ANDAR;CAMPINA;Belém;PA;Brasil;66017901;;91;40087875;;91;40083812;investidores@basa.com.br
04.913.711/0001-08;2023-01-01;5;129808;BCO ESTADO DO PARA S.A.;Paula Alcantara Bastos Martins;2023-05-02;;;Av. Presidente Vargas, n° 251;3° andar;Campina;Belém;PA;Brasil;66010000;;91;33482879;;91;33482876;pbastos@banparanet.com.br
04.972.092/0001-22;2023-01-01;1;127604;GRUPO FARTURA DE HORTIFRUT S.A.;Alexandre Otomo de Almeida;2021-01-25;;;Avenida Comendador Aladino Selmi;2502 - Galpão 5;Pq. Cidade Campinas;Campinas;SP;Brasil;13069036;;19;37467015;;19;;ri@redeoba.com.br
04.992.714/0001-84;2023-01-01;3;127112;Nova Transportadora do Sudeste S.A. - NTS;Alex Sandro Monteiro Barbosa da Silva;2021-08-26;;;Praia do Flamengo, nº 200;Salas 2201 e 2301;Flamengo;Rio de Janeiro;RJ;Brasil;22210901;;21;32509200;;21;32509200;investor.relations@ntsbrasil.com
05.197.443/0001-38;2023-01-01;2;128337;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Mauricio Fernandes Teixeira;2021-01-04;;;Avenida Heráclito Graça;nº 406;Centro;Fortaleza;CE;Brasil;60140060;;085;992749706;;085;0000000000;ri@hapvida.com.br
05.336.882/0001-84;2023-01-01;1;127731;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;Luiz Carlos Leite;2018-12-26;;;Rua do Passeio, 38 - Torre 2;Sala 1201;Centro;Rio de Janeiro;RJ;Brasil;20021290;;021;39619400;;021;39619400;luiz.leite@celeogroup.com
05.347.060/0001-07;2023-01-01;1;127843;Interplayers Soluções Integradas S.A.;Gustavo Marini Rodrigues;2021-09-02;;;Av. Engenheiro Eusébio Stevaux, 1.566;;Jurubatuba;São Paulo;SP;Brasil;04696000;;11;56944848;;;;ri@interplayers.com.br
05.495.546/0001-84;2023-01-01;2;127100;Litela Participações S.A. - Em Liquidação;Governance;2019-02-19;;;Av Ayrton Senna;3000 - sala 4098;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22775003;;21;35960400;;;;governance@eximiacapital.com
06.047.087/0001-39;2023-01-01;1;127989;Rede D'Or São Luiz S.A.;Otávio de Garcia Lazcano;2019-04-02;;;Rua Voluntários da Pátria, 138;sobreloja;Botafogo;Rio de Janeiro;RJ;Brasil;22270010;;21;32394700;;21;32394700;otavio.lazcano@rededor.com.br
06.057.223/0001-71;2023-01-01;1;127885;SENDAS DISTRIBUIDORA S.A.;Daniela Sabbag Papa;2020-10-05;2021-03-25;;Av. Aricanduva, 5.555, Central Administrativa Assaí;Âncora "E";Vila Matilde;São Paulo;SP;Brasil;03527000;;11;34115042;;11;;ri@assai.com.br
06.057.223/0001-71;2023-01-01;1;127885;SENDAS DISTRIBUIDORA S.A.;Gabrielle Castelo Branco Helú;2021-03-26;;;Av. Aricanduva, 5.555, Central Administrativa Assaí;Âncora "E";Vila Matilde;São Paulo;SP;Brasil;03527000;;11;34115042;;11;;ri@assai.com.br
06.164.253/0001-87;2023-01-01;2;129673;GOL LINHAS AEREAS INTELIGENTES S.A.;Mario Tsuwei Liao;2023-05-03;;;Praça Comandante Lineu Gomes S/N;Portaria 3;Jardim Aeroporto;São Paulo;SP;Brasil;04626020;;11;21284700;;11;50987888;ri@voegol.com.br
06.164.253/0001-87;2023-01-01;2;129673;GOL LINHAS AEREAS INTELIGENTES S.A.;Richard Freeman Lark Jr.;2016-07-29;2023-05-02;;Praça Comandante Lineu Gomes S/N;Portaria 3;Jardim Aeroporto;São Paulo;SP;Brasil;04626020;;011;21284700;;011;50987888;ri@voegol.com.br
06.272.793/0001-84;2023-01-01;1;124977;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Daniel Spencer Pioner;2021-02-01;;;SCS, Quadra 09, Lote C, Torre A, Parque Cidade Corporate;12º andar;Asa Sul;Brasília;DF;Brasil;70308200;;61;34261000;;61;34261000;ri@equatorialenergia.com.br
06.347.409/0001-65;2023-01-01;1;127503;SBF Comércio de Produtos Esportivos S.A.;Daniel Regensteiner;2020-06-18;;;Rua Hugo D'Antola;200;Lapa;São Paulo;SP;Brasil;05038090;;11;21103802;;;;ri@centauro.com.br
06.626.253/0001-51;2023-01-01;1;126127;EMPREENDIMENTOS PAGUE MENOS S.A.;E-mail: ri@pmenos.com.br / Tel: (85) 3255-5544;2011-08-12;;;Rua Senador Pompeu;nº 1520;Centro;Fortaleza;CE;Brasil;60025002;;85;32555544;;85;32311200;ri@pmenos.com.br
06.981.176/0001-58;2023-01-01;1;127084;CEMIG GERACAO E TRANSMISSAO S.A.;Antônio Carlos Vélez Braga;2011-03-01;2021-11-30;;Avenida Barbacena, 1200;5º Andar/B1;Santo Agostinho;Belo Horizonte;MG;Brasil;30190131;;031;35065024;;031;35065026;velez@cemig.com.br
06.981.176/0001-58;2023-01-01;1;127084;CEMIG GERACAO E TRANSMISSAO S.A.;Antônio Carlos Vélez Braga;2011-03-01;2021-11-30;;Avenida Barbacena, 1200;16º Andar/B1;Santo Agostinho;Belo Horizonte;MG;Brasil;30190131;;031;35065024;;031;35065026;velez@cemig.com.br
06.981.176/0001-58;2023-01-01;1;127084;CEMIG GERACAO E TRANSMISSAO S.A.;CAROLINA LUIZA F. A. C. DE SENNA;2021-12-01;;;Avenida Barbacena, 1200;16º/B1;Santo Agostinho;Belo Horizonte;MG;Brasil;30190131;;31;35065024;;;;ri@cemig.com.br
06.981.180/0001-16;2023-01-01;1;127082;CEMIG DISTRIBUICAO S.A.;Antônio Carlos Vélez Braga;2011-03-01;2021-11-30;;Avenida Barbacena, 1200;16º Andar/B1;Santo Agostinho;Belo Horizonte;MG;Brasil;30190131;;031;35065024;;031;35065026;velez@cemig.com.br
06.981.180/0001-16;2023-01-01;1;127082;CEMIG DISTRIBUICAO S.A.;Antônio Carlos Vélez Braga;2011-03-01;2021-11-30;;Avenida Barbacena, 1200;5º Andar/B1;Santo Agostinho;Belo Horizonte;MG;Brasil;30190131;;031;35065024;;031;35065026;velez@cemig.com.br
06.981.180/0001-16;2023-01-01;1;127082;CEMIG DISTRIBUICAO S.A.;CAROLINA LUIZA F. A. C. DE SENNA;2021-12-01;;;Avenida Barbacena, 1200;16º/B1;Santo Agostinho;Belo Horizonte;MG;Brasil;30191131;;31;35065024;;;;ri@cemig.com.br
06.981.381/0001-13;2023-01-01;1;127591;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;Diego Henrique Souza Ferres;2021-02-01;;;Rodovia SP 147;KM 135;Fazenda Sto Antônio;Piracicaba;SP;Brasil;13433899;;019;34298199;;019;34298199;ri@ctc.com.br
07.040.108/0001-57;2023-01-01;2;125651;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Assessoria de Relações com Investidores - ASRIN;2000-01-19;;;Av Lauro Vieira Chaves , 1030;;Vila União;Fortaleza;CE;Brasil;60422901;;85;31080092;;;;ri@cagece.com.br
07.043.628/0001-13;2023-01-01;1;127125;CLARO TELECOM PARTICIPAÇÕES S.A.;Roberto Catalão Cardoso;2015-06-01;;;Avenida Presidente Vargas, 1012 - 11 andar;;Centro;Rio de Janeiro;RJ;Brasil;20071910;;11;43132019;;21;21216474;invest@claro.com.br
07.047.251/0001-70;2023-01-01;1;125028;CIA ENERGETICA DO CEARA - COELCE;Fabio Romanin;2021-05-10;;;Av. das Nações Unidas, 14401, andares 17°ao 23º;conjunto 1 ao 4;Chácara Sto Antônio;São Paulo;SP;Brasil;04794000;;11;21957048;;11;21952308;brasil.investorrelations@enel.com
07.047.251/0001-70;2023-01-01;1;125028;CIA ENERGETICA DO CEARA - COELCE;Isabel Regina Alcantara;2016-08-02;2021-05-07;;Rua Padre Valdevino;150;Centro;Fortaleza;CE;Brasil;60135040;;85;34534029;;85;34534947;brasil.investorrelations@enel.com
07.119.838/0001-48;2023-01-01;1;127592;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;Isaac Jonatans Kich Hartmann;2022-12-14;;;Rua das Olimpíadas, 242;4º andar;Vila Olímpia;São Paulo;SP;Brasil;04551000;;11;31649485;;;;estruturadas@cashme.com.br
07.237.373/0001-20;2023-01-01;3;127606;BCO NORDESTE DO BRASIL S.A.;ALEX ARAÚJO;2022-01-17;2023-02-12;;AV. DR. SILAS MUNGUBA Nº 5.700;BL C1 SUPEIROR;PASSARÉ;Fortaleza;CE;Brasil;60743902;;85;32993069;;;;ri_diretor@bnb.gov.br
07.237.373/0001-20;2023-01-01;3;127606;BCO NORDESTE DO BRASIL S.A.;SANDRA DOS SANTOS SOUZA LISBÔA;2023-02-13;;;AV. DR. SILAS MUNGUBA Nº 5700;;PASSARÉ;Fortaleza;CE;Brasil;60743902;;85;32993333;;;;ri_diretor@bnb.gov.br
07.253.321/0001-47;2023-01-01;1;126084;CARBOMIL SA MINER. E INDUSTRIA;CANDIDO DA SILVEIRA QUINDERÉ;1993-07-27;;;AV. DOM LUIS, 807;17o. ANDAR, SALA 01;MEIRELES;Fortaleza;CE;Brasil;60160230;;85;31989941;;85;31989960;candido@carbomil.com.br
07.282.377/0001-20;2023-01-01;2;130847;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Olivia de Lima Teixeira;2022-09-01;;;Praia de Botafogo, n.º 228/13º andar;Ed. Argentina;Botafogo;Rio de Janeiro;RJ;Brasil;22250906;;21;973387943;;;;ri@energisa.com.br
07.401.436/0001-31;2023-01-01;1;127302;ELDORADO BRASIL CELULOSE S.A.;Fernando Storchi;2021-08-13;;;Av Marginal Direita do Tiete;500;Vila Jaguara;São Paulo;SP;Brasil;05118100;;11;25050366;;11;25050366;fernando.storchi@eldoradobrasil.com.br
07.415.333/0001-20;2023-01-01;1;127488;SIMPAR S.A.;Paulo Prado;2020-08-06;;;Rua Doutor Renato Paes de Barros, n° 1.017;10 andar;Itaim Bbi;São Paulo;SP;Brasil;04530001;;11;23777043;;;;ri@simpar.com.br
07.437.016/0001-05;2023-01-01;1;130831;CINESYSTEM S.A.;Cristiane dos Santos Bussioli Jorge;2016-05-20;;;Avenida Getúlio Vargas, 266;Sala 504;Zona 01;Maringá;PR;Brasil;87013919;;44;32202152;;44;32202111;cristiane@cinesystem.com.br
07.526.557/0001-00;2023-01-01;1;127327;AMBEV S.A.;Lucas Machado Lira;2020-04-29;;;Rua Dr. Renato Paes de Barros, 1.017;4º andar;Itaim Bibi;São Paulo;SP;Brasil;04530001;;11;21221414;;;;ri@ambev.com.br
07.594.978/0001-78;2023-01-01;1;127211;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Thiago Lima Borges;2021-05-18;;;Avenida Paulista, nº 1.294;2º andar;Bela Vista;São Paulo;SP;Brasil;01310100;;11;38789701;;;;ri@smartfit.com
07.628.528/0001-59;2023-01-01;1;127203;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Ana Paula Zerbinati Ribeiro;2006-05-02;;;Av. Brigadeiro Faria Lima, 1.309;5º andar;Jardim Paulistano;São Paulo;SP;Brasil;01452002;;011;30355350;;011;59084344;ri@brasil-agro.com
07.636.657/0001-99;2023-01-01;2;129136;Aço Verde do Brasil S.A;Vinícius Soares Ribeiro;2022-01-24;;;Avenida do Contorno 3800;19º andar;Santa Efigênia;Belo Horizonte;MG;Brasil;30110022;;31;32282502;;;;ri@ferroeste.com.br
07.689.002/0001-89;2023-01-01;1;123249;EMBRAER S.A.;Antonio Carlos Garcia;2020-01-01;;;Avenida Dra. Ruth Cardoso, 8.501;30º andar (parte);Pinheiros;São Paulo;SP;Brasil;05425070;;11;30406874;;11;30406872;investor.relations@embraer.com.br
07.704.246/0001-93;2023-01-01;1;126094;Datora Participações e Serviços S.A.;Claude Andre Jensen Araripe Monteiro da Silva;2021-08-24;;;Avenida Brigadeiro Faria Lima, nº 3.144, 13º andar;Conj. 131;Jardim Paulistano;São Paulo;SP;Brasil;01451000;;11;31648201;;;;ri@datora.net
07.718.269/0001-57;2023-01-01;1;123304;SPRINGS GLOBAL PARTICIPACOES S.A.;ALESSANDRA ELOY GADELHA;2015-12-01;;;Avenida Paulista, 1754;2° sobreloja;Cerqueira Cesar;São Paulo;SP;Brasil;01310920;;11;21454476;;11;21454581;alessandra.gadelha@springs.com
07.823.262/0001-03;2023-01-01;1;123009;Foz do Rio Claro Energia S.A.;Marcelo Patrício Fernandes Costa;2021-11-22;;;Rua Gomes de Carvalho, 1.996, 15º andar, Conjunto 151;Sala J;Vila Olímpia;São Paulo;SP;Brasil;04547006;;11;45712400;;;;ri@alupar.com.br
07.857.093/0001-14;2023-01-01;2;130770;AURA MINERALS INC.;Natasha Utescher;2023-08-13;;;Av. das Nações Unidas, 14261;Torre B andar 26;Vila Gertrudes;São Paulo;SP;Brasil;04730090;;11;21647340;;11;21647300;ri@auraminerals.com
07.857.850/0001-50;2023-01-01;1;124379;GP INVESTMENTS, LTD.;Eduardo Lima Coutinho;2018-07-01;;;Av. Brigadeiro Faria Lima, 4300;Conjunto 21;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;35565505;;;;todosformulariodereferencia@gp-investments.com
07.859.510/0001-68;2023-01-01;2;128849;JHSF MALLS S.A.;Mara Boaventura Dias;2018-02-26;;;Avenida Magalhães de Castro, 4.800 - Torre 3;27º andar;Cidade Jardim;São Paulo;SP;Brasil;05502001;;011;37021900;;11;37021969;ri@jhsfmalls.com.br
07.859.971/0001-30;2023-01-01;2;127130;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;André Augusto Telles Moreira;2023-01-02;2023-05-14;;Av. das Américas, 2480;Bloco 6;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640101;;21;22126000;;21;22126040;investor.relations@taesa.com.br
07.859.971/0001-30;2023-01-01;2;127130;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Erik da Costa Breyer;2020-11-16;2023-01-01;;Praça XV de Novembro, 20;6 andar;Centro;Rio de Janeiro;RJ;Brasil;20010010;;21;22126000;;21;22126040;investor.relations@taesa.com.br
07.859.971/0001-30;2023-01-01;2;127130;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Fabio Antunes Fernandes;2020-05-15;2020-11-14;;Praça XV de Novembro, 20;6º andar;Centro;Rio de Janeiro;RJ;Brasil;20010010;;21;22126000;;21;22126040;investor.relations@taesa.com.br
07.859.971/0001-30;2023-01-01;2;127130;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Rinaldo Pecchio Júnior;2023-05-15;;;Av. das Américas, 2480;Bloco 6;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640101;;21;22126000;;22;21260401;investor.relations@taesa.com.br
07.882.930/0001-65;2023-01-01;1;127459;Mitre Realty Empreendimentos e Participações S.A.;Thais Nogueira Alonso;2022-04-01;;;Alameda Santos, 700;5º Andar;Jardim Paulista;São Paulo;SP;Brasil;01418002;;11;48100525;;;;ri@mitrerealty.com.br
07.976.147/0001-60;2023-01-01;1;128028;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Gustavo Henrique Paganoto Moscatelli;2023-02-16;;;Rua Doutor Renato Paes de Barros, 1017;Conjunto 91;Itaim Bibi;São Paulo;SP;Brasil;04530001;;11;31544000;;11;23777836;ri@movida.com.br
08.070.508/0001-78;2023-01-01;1;128172;RAIZEN ENERGIA S.A.;Phillipe Casale;2021-08-05;;;Avenida Brigadeiro Faria Lima, nº 4.100;14º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;45171545;;;;depart.ri@raizen.com
08.078.847/0001-09;2023-01-01;2;127656;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Matheus de Souza Fabrício;2021-04-01;;;Rua Estados Unidos;2000;Jardim América;São Paulo;SP;Brasil;01427002;;011;30670520;;011;30670029;ri@lopes.com.br
08.159.965/0001-33;2023-01-01;2;125134;IGUA SANEAMENTO S.A.;Felipe Rath Fingerl;2018-06-06;;;Rua Gomes de Carvalho, 1.507;11º andar;Vila Olímpia;São Paulo;SP;Brasil;04547001;;11;35008600;;11;35008610;riigua@igua.com.br
08.213.823/0001-07;2023-01-01;1;123091;AURA ALMAS MINERAÇÃO S.A.;Diego Alves Gomes;2022-12-22;;;Avenida das Nações Unidas, 14.261;Torre B 26-126;Vila Gertrudes;São Paulo;SP;Brasil;04730090;;11;21647340;;;;ri@auraminerals.com
08.312.229/0001-73;2023-01-01;1;125576;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Hugo Grassi Benevides Soares;2016-12-01;2021-06-01;;Av. República do Líbano;1921;Ibirapuera;São Paulo;SP;Brasil;04501002;;11;50568312;;11;50568311;ri@eztec.com.br
08.312.229/0001-73;2023-01-01;1;125576;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Pedro Tadeu Teixeira Lourenço;2021-06-02;;;Av. República do Líbano;1921;Ibirapuera;São Paulo;SP;Brasil;04501002;;11;50568312;;11;50568311;ri@eztec.com.br
08.322.396/0001-03;2023-01-01;2;128451;CERRADINHO BIOENERGIA S.A.;Rafael Lahude Ritter;2022-11-21;;;Rodovia GO 050, km 11 + 900mts;S/Nº;Zona Rural;Chapadão do Céu;GO;Brasil;75828000;;17;33112990;;;;ri@cerradinho.com.br
08.324.196/0001-81;2023-01-01;1;125153;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Renato Rocha;2021-01-19;;;Praia do Flamengo, 78;10º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210030;;21;32359828;;;;ri@neoenergia.com
08.397.078/0001-01;2023-01-01;2;128371;GSH CORP Participações S.A.;Suzana Cabral Gruenbaum;2021-02-01;;;Praia do Flamengo 154;13º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210906;;21;38122628;;;;ri@gshcorp.com.br
08.402.943/0001-52;2023-01-01;1;123947;GUARARAPES CONFECCOES S.A.;Isabela Cadenassi;2021-09-01;;;Rua Lemos Monteiro, 120;Andar 15/16/17/18;Butantã;São Paulo;SP;Brasil;05501050;;11;29717420;;;;ri@riachuelo.com.br
08.439.659/0001-50;2023-01-01;1;127143;CPFL ENERGIAS RENOVÁVEIS S.A.;Carlos Victor Pereira Cyrino;2019-10-14;;;Rua Jorge de Figueiredo Corrêa, nº 1.632;;Jd. Prof. Tarcília;Campinas;SP;Brasil;13087397;;019;37568458;;;;ri@cpfl.com.br
08.467.115/0001-00;2023-01-01;2;128619;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Daniel Spencer Pioner;2021-07-15;;;SCS, Quadra 09, Lote C, Torre A, Parque Cidade Corporate;12º andar;Asa Sul;Brasília;DF;Brasil;70308200;;61;34261000;;61;34261000;ri@equatorialenergia.com.br
08.560.444/0001-93;2023-01-01;3;130797;CIA CELG DE PARTICIPACOES - CELGPAR;Eduardo José dos Santos;2016-09-09;;;Rua 88-A, Quadra F-37, Lote 13, nº 116;;Setor Sul;Goiânia;GO;Brasil;74085020;;62;34145950;;;;eduardo.js@celgpar.com
08.574.411/0001-00;2023-01-01;2;129125;PRÁTICA PRODUTOS S.A.;André Luiz Rosa Rezende;2018-04-26;;;Rodovia BR 459 - km 101;s/nº, Galpão 04;Loteamento Ipiranga;Pouso Alegre;MG;Brasil;37556140;;35;34491200;;35;34491200;dri@praticabr.com
08.613.550/0001-98;2023-01-01;1;123698;Nexpe Participações S.A;Departamento de Relações com Investidores;2022-11-16;;;Rua Flórida, nº 1.595;3º andar, conjunto 3;Cidade Monções;São Paulo;SP;Brasil;04565001;;21;33433000;;21;34333065;ri@nexpe.co
08.764.621/0001-53;2023-01-01;1;124176;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Marcio Snioka;2015-05-25;;;Avenida Angélica, 2.466;24 andar - Conj. 241;Cerqueira César;São Paulo;SP;Brasil;01228200;;5511;31595100;;5511;31590122;dri@generalshopping.com.br
08.773.191/0001-36;2023-01-01;2;126970;BRASILIANA PARTICIPAÇÕES S/A;Departamento de Relações com Investidores;2015-12-31;;;Av. das Nações Unidas, 12.495 - 12o andar;Sala Fidelização;Brooklin Novo;São Paulo;SP;Brasil;04578000;;11;41974925;;;;ri.brasilianapar@aes.com
08.797.760/0001-83;2023-01-01;1;124161;Cury Construtora e Incorporadora S.A.;Nádia Daniela dos Santos;2021-06-14;;;Rua Funchal, 411;13 andar;Vila Olímpia;São Paulo;SP;Brasil;04551060;;11;30469696;;;;ronaldo.cury@cury.net
08.797.760/0001-83;2023-01-01;1;124161;Cury Construtora e Incorporadora S.A.;Nádia Daniela dos Santos;2021-06-14;;;Rua Funchal, 411;13 andar;Vila Olímpia;São Paulo;SP;Brasil;04551060;;11;31171487;;;;nadia.santos@cury.net
08.801.621/0001-86;2023-01-01;1;127223;SYN PROP & TECH S.A.;Hector Bruno Franco de Carvalho Leitão;2022-01-27;;;Avenida Brigadeiro Faria Lima, 3600;Conj. 141 e 142;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;54127600;;;;ri@syn.com.br
08.807.432/0001-10;2023-01-01;1;127052;YDUQS PARTICIPACOES S.A.;Juliana Blanco Arditti;2023-05-11;;;Avenida das Américas, 4.200;Bloco 5 - 3º andar;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640102;;21;33119700;;21;33119722;ri@yduqs.com.br
08.807.432/0001-10;2023-01-01;1;127052;YDUQS PARTICIPACOES S.A.;Mayte Albuquerque;2020-10-14;2023-05-10;;Avenida das Américas, 4.200 - Bloco 5 - 3º andar;Edifício Montreal;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640102;;021;33119700;;021;33119722;ri@yduqs.com.br
08.810.422/0001-34;2023-01-01;1;126664;Guararapes Painéis S.A.;Fabio de Freitas Leitão Torres;2020-12-15;2022-03-15;;Rodovia Avelino Mandelli;Km 01, s/nº;Aeroporto;Caçador;SC;Brasil;89500000;;46;32638331;;;;ri@guararapes.com.br
08.811.643/0001-27;2023-01-01;1;127258;TRISUL S.A.;Fernando Salomão;2011-10-31;;;Alameda dos Jaúnas, 70;;Indianópolis;São Paulo;SP;Brasil;04522020;;11;31470004;;11;31470255;ri@trisul-sa.com.br
08.902.291/0001-15;2023-01-01;1;127187;CSN MINERAÇÃO S.A.;Pedro Barros Mercadante Oliva;2021-01-21;;;Avenida Brigadeiro Faria Lima, 3.400;20° andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30497238;;11;30497212;invrel@csnmineracao.com.br
08.926.302/0001-05;2023-01-01;1;123102;DOMMO ENERGIA S.A.;Roberto Bernardes Monteiro;2023-01-04;;;Avenida Brigadeiro Faria Lima;nº 3400, 10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50291809;;11;50291920;escrituracaorendavariavel@itau-unibanco.com.br
08.926.302/0001-05;2023-01-01;1;123102;DOMMO ENERGIA S.A.;Roberto Bernardes Monteiro;2023-01-04;;;Praia de Botafogo, 370;13° pavimento;Botafogo;Rio de Janeiro;RJ;Brasil;22250040;;21;37212129;;21;37213892;ri@petroriosa.com.br
08.935.054/0001-50;2023-01-01;2;128534;MULTINER S/A;Emiliano F. Stipanicic Spyer;2023-05-11;;;Rua Leopoldo Couto de Magalhães, n° 758;15º andar;Itaim Bibi;São Paulo;SP;Brasil;04542000;;11;41303855;;;;ri@multiner.com.br
09.041.168/0001-10;2023-01-01;1;122886;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;André Luiz de Ávila Vitória;2020-07-06;;;Av. Professor Mário Werneck, nº 621, 10ª andar, BH/MG;Conjunto 02;Estoril;Belo Horizonte;MG;Brasil;30455610;;031;36158400;;;;ri@logcp.com.br
09.042.817/0001-05;2023-01-01;1;124996;BEMOBI MOBILE TECH S.A.;André Pinheiro Veloso;2021-10-01;;;Rua Correia Dias, 184;2o andar;Paraíso;São Paulo;SP;Brasil;04104000;;11;50846004;;;;ri@bemobi.com.br
09.042.817/0001-05;2023-01-01;1;124996;BEMOBI MOBILE TECH S.A.;Rodin Spielmann de Sá;2020-10-13;2021-09-30;;Rua Visconde de Ouro Preto, nº 5;10º andar;Botafogo;Rio de Janeiro;RJ;Brasil;22250180;;21;35299002;;021;;ri@bemobi.com.br
