CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Sociedade;Razao_Social;CNPJ;Tipo_Sociedade;Descricao_Atividades;Pais_Sede;UF_Sede;Municipio_Sede;Participacao_Emissor;Possui_Registro_CVM;Codigo_CVM;Razao_Aquisicao_Manutencao;Data_Valor_Mercado;Data_Valor_Contabil;Valor_Mercado;Valor_Contabil
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;626836;Companhia de Investimentos e Participações;21148597000196;Controlada;Constituída em 30 de setembro de 2014, tem o objetivo de atuar como holding do Grupo CCR. A CCR detém 100% do capital social da empresa de maneira direta e indireta.;Brasil;SP;Jundiaí;100.00000000;N;;A razão para aquisição e manutenção de nossa participação nas controladas e controladas em conjunto é o desenvolvimento de nossas atividades e crescimento da rentabilidade da Companhia.;;2019-12-31;0.00;950.00
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;626837;Companhia de Participações em Concessões;09367702000182;Controlada;Tem por objetivo avaliar as oportunidades de novos negócios, em processos de licitação, bem como realizar a administração direta de novos negócios. A CPC ainda conta com a Divisão Engelog e a Divisão EngelogTec, que tem por objetivo a prestação de serviços em engenharia e tecnologia da informação, respectivamente, ambas com autonomia de gestão e foco nos resultados em suas áreas de atuação. A CCR e a CIIS detêm 99% e 1% do capital da CPC, respectivamente.;Brasil;SP;São Paulo;99.00000000;S;912394;A razão para aquisição e manutenção de nossa participação nas controladas e controladas em conjunto é o desenvolvimento de nossas atividades e crescimento da rentabilidade da Companhia.;;2019-12-31;0.00;4888395.00
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;626838;Concessionária da Linha 15 do Metrô de São Paulo S.A.;33458409000105;Controlada;Em 04/04/19, a Companhia foi constituída com o objeto social: (i) a exploracão no Brasil e/ou no exterior, direta ou indiretamente, e/ ou através de consórcios, de negócios de concessões de obras e serviços publicos, especificamente a prestação de serviços de operação de estradas de rodagem, vias urbanas, pontes, túneis e imfraestruturas metroviárias e aeroportuárias (ii) a prestação de serviços de consultoria, assistência técnica e administração de empresas quando relacionados aos negócios indicados no item (i) acima (iii) o exercicio de atividades conexas ou relacionadas ao objeto social, direta ou indiretamente, inclusive importação e exportação e (iv) a participação em outras socicdades, na qualidade de quotista ou acionista. Em 11/03/19, a CCR, por meio de consórcio com a RuasInvest, no qual participa em 80%, foi a vencedora do leilão da Linha 15 do Metrô de São Paulo. A concessão terá prazo de 20 anos.;Brasil;SP;São Paulo;80.00000000;S;911586;A razão para aquisição e manutenção de nossa participação nas controladas e controladas em conjunto é o desenvolvimento de nossas atividades e crescimento da rentabilidade da Companhia.;;2019-12-31;0.00;3975.00
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;626839;Concessionária da Linha 4 do Metrô de São Paulo S.A.;07682638000107;Controlada;Linha 4-Amarela do Metrô de São Paulo, totalizando 12,8 km sobre trilhos e 11 estações, sendo 9 km (6 Estações) na fase I e os 3,8 restantes com a inclusão de mais 5 estações na fase II, que prevê ainda 3,5 km a serem operados por meio de ônibus entre a estação Vila Sônia e Taboão da Serra. A vigência do contrato de concessão vai até novembro de 2038, podendo ser prorrogado até 2041. A concessão foi firmada no regime de PPP pela qual houve o pagamento, pelo Poder Concedente, de contraprestações pecuniárias, assim como há a tarifação ao usuário pelo serviço de transporte. A concessionária é a responsável pelo fornecimento dos trens, sistemas (sinalização, comunicação e controle), pela operação e pela manutenção da infraestrutura concedida, construída pelo Poder Concedente. Em 20/04/17, a Companhia concluiu a compra de participação adicional na ViaQuatro, correspondente a 15% do capital social, pelo montante de R$ 173.162. A Companhia passou a deter 75% do capital social da investida.;Brasil;SP;São Paulo;75.00000000;S;902056;A razão para aquisição e manutenção de nossa participação nas controladas e controladas em conjunto é o desenvolvimento de nossas atividades e crescimento da rentabilidade da Companhia.;;2019-12-31;0.00;728028.00
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;626840;Concessionária da Ponte Rio-Niterói S.A.;00358042000107;Controlada;Foi a Concessionária da Ponte Rio-Niterói até o 1º Semestre de 2015. Atualmente, a empresa está em fase de liquidação.;Brasil;RJ;Rio de Janeiro;100.00000000;N;;A razão para aquisição e manutenção de nossa participação nas controladas e controladas em conjunto é o desenvolvimento de nossas atividades e crescimento da rentabilidade da Companhia.;;2019-12-31;0.00;1991.00
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;626841;Concessionária da Rodovia dos Lagos S.A.;01612234000152;Controlada;Ligação viária entre os municípios de Rio Bonito, Araruama e São Pedro da Aldeia, abrangendo as rodovias RJ-124 e RJ-106, totalizando 56 quilômetros. O prazo de 12 de janeiro de 2037, foi estendido por 10 anos em decorrência da assinatura do 10º TAM, celebrado em 10 de dezembro de 2016, em decorrência da inclusão, pelo Poder Concedente, de investimentos não previstos originalmente no contrato de concessão.;Brasil;RJ;Rio Bonito;100.00000000;S;907204;A razão para aquisição e manutenção de nossa participação nas controladas e controladas em conjunto é o desenvolvimento de nossas atividades e crescimento da rentabilidade da Companhia.;;2019-12-31;0.00;26166.00
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;626842;Concessionária da Rodovia Presidente Dutra S.A.;00861626000192;Controlada;Rodovia BR-116/RJ/SP (Via Dutra) entre as cidades de São Paulo e Rio de Janeiro, num total de 402,2 quilômetros. O prazo do contrato de concessão vai até 1º de março de 2021. ;Brasil;SP;Santa Isabel;100.00000000;S;019577;A razão para aquisição e manutenção de nossa participação nas controladas e controladas em conjunto é o desenvolvimento de nossas atividades e crescimento da rentabilidade da Companhia.;;2019-12-31;0.00;489224.00
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;626843;Concessionária das Linhas 5 e 17 do Metrô de São Paulo S.A.;29938085000135;Controlada;Em 05 de abril de 2018, a Concessionária das Linhas 5 e 17 do Metrô de São Paulo S.A. (ViaMobilidade) e o Estado de São Paulo, por intermédio da Secretaria dos Transportes Metropolitanos - STM, firmaram o Contrato de Concessão nº 03/2018, cujo objeto consiste na concessão onerosa da prestação de serviço público de transporte de passageiros das Linhas 5 - Lilás e 17 - Ouro da rede metroviária de São Paulo, no qual a CCR e RuasInvest Participações S.A., na qualidade de acionistas da concessionária, figuram como intervenientes-anuentes.A concessão tem prazo de 20 anos, contados a partir da data da emissão de Ordem de Início da Operação Comercial da Linha 5 - Lilás, o que ocorreu em 04 de agosto de 2018.;Brasil;SP;São Paulo;83.34000000;S;904987;A razão para aquisição e manutenção de nossa participação nas controladas e controladas em conjunto é o desenvolvimento de nossas atividades e crescimento da rentabilidade da Companhia.;;2019-12-31;0.00;79228.00
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;626844;Concessionária de Rodovias do Oeste de São Paulo - ViaOeste S.A.;02415408000150;Controlada;Rodovias Castello Branco (SP-280), Raposo Tavares (SP-270), Senador Jose Ermírio de Moraes (SP-075) e Dr. Celso Charuri (SP-091), ligando a capital paulista ao oeste do Estado. A concessionária é responsável pela administração de 168,62 quilômetros e pela manutenção e conservação de outros 4,4 quilômetros. O contrato de concessão vai até 31 de dezembro de 2022.;Brasil;SP;Barueri;100.00000000;S;021024;A razão para aquisição e manutenção de nossa participação nas controladas e controladas em conjunto é o desenvolvimento de nossas atividades e crescimento da rentabilidade da Companhia. Em 2017, a Companhia possuia 100,00% do capital social da referida sociedade, a qual apresentou, no referido exercício social, uma variação contábil de 9,279921%. Em 29 de outubro de 2018, a CCR aportou suas ações nestas controladas ao capital da Infra SP, conforme plano de reorganização societária em curso.;;2019-12-31;0.00;0.00
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;626845;Concessionária do Rodoanel Oeste S.A.;09387725000159;Controlada;Trecho oeste do Rodoanel Mário Covas, numa extensão total de 32 quilômetros, interligando os corredores de acesso à cidade de São Paulo (SP-348, SP-330, SP-280, SP-270 e BR-116) e os conectando ao trecho sul em direção ao Porto de Santos. O prazo do contrato de concessão vai até 1º de junho de 2038. A CCR detém, atualmente, 99,0391% do capital social da concessionária.;Brasil;SP;Barueri;99.16000000;S;907212;A razão para aquisição e manutenção de nossa participação nas controladas e controladas em conjunto é o desenvolvimento de nossas atividades e crescimento da rentabilidade da Companhia. Em 2017, a Companhia possuia 100,00% do capital social da referida sociedade, a qual apresentou, no referido exercício social, uma variação contábil de -10,412387%. Em 29 de outubro de 2018, a CCR aportou suas ações nestas controladas ao capital da Infra SP, conforme plano de reorganização societária em curso.;;2019-12-31;0.00;0.00
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;626846;Concessionária do Sistema Anhanguera Bandeirantes S.A.;02451848000162;Controlada;Sistema Anhanguera-Bandeirantes, composto pelas rodovias SP-330 e SP-348, entre São Paulo e Limeira, sendo responsável pela administração (operação, conservação e manutenção) de 316,8 quilômetros, e manutenção e conservação de outros 5,9 quilômetros. O prazo do contrato de concessão vai até 17 de abril de 2027.;Brasil;SP;Jundiaí;100.00000000;S;020192;A razão para aquisição e manutenção de nossa participação nas controladas e controladas em conjunto é o desenvolvimento de nossas atividades e crescimento da rentabilidade da Companhia. Em 2017, a Companhia possuia 100,00% do capital social da referida sociedade, a qual apresentou, no referido exercício social, uma variação contábil de -0,522587%. Em 29 de outubro de 2018, a CCR aportou suas ações nestas controladas ao capital da Infra SP, conforme plano de reorganização societária em curso.;;2019-12-31;0.00;0.00
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;626847;Concessionária ViaRio S.A.;15440708000130;Controlada;Em 26 de abril de 2012, a ViaRio assinou o contrato de concessão para a outorga, mediante concessão, dos serviços de implantação, operação, manutenção, monitoração, conservação e realização de melhorias da Ligação Transolímpica. A construção da ligação fez parte do pacote de investimentos para a Olimpíada de 2016, que foi realizada no Rio de Janeiro. A concessão tem prazo de 35 anos e a via concedida tem extensão de 13 quilômetros, ligando o bairro de Deodoro à Barra da Tijuca, na Cidade do Rio de Janeiro. A via tem início na Avenida Brasil, estendendo-se até a Estrada dos Bandeirantes, em Jacarepaguá. Em 24 de maio de 2017, a Companhia concluiu a compra de participação adicional na ViaRio, correspondente a 33,33% do capital social, pelo montante de R$ 20.767. Adicionalmente, pagou-se o montante de R$ 12.965 por mútuos, totalizando R$ 33.732. A Companhia passou a deter 66,66% do capital social da investida, entretanto continua com controle em conjunto, conforme acordo de acionistas.;Brasil;RJ;Rio de Janeiro;66.66000000;S;902437;A razão para aquisição e manutenção de nossa participação nas controladas e controladas em conjunto é o desenvolvimento de nossas atividades e crescimento da rentabilidade da Companhia.;;2019-12-31;0.00;82803.00
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;626848;Infra SP Participações e Concessões S.A.;29209677000116;Controlada;Constituída em 21 de novembro de 2017, tem o objetivo de atuar como holding de concessão de rodovias no estado de São Paulo.;Brasil;SP;São Paulo;99.99000000;N;;A razão para aquisição e manutenção de nossa participação nas controladas e controladas em conjunto é o desenvolvimento de nossas atividades e crescimento da rentabilidade da Companhia.;;2019-12-31;0.00;2450158.00
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;626849;Parques Serviços Ltda.;03910714000125;Controlada;Tem por objetivo a prestação de serviços às empresas controladas da CCR;Brasil;PR;Ortigueira;85.92000000;N;;A razão para aquisição e manutenção de nossa participação nas controladas e controladas em conjunto é o desenvolvimento de nossas atividades e crescimento da rentabilidade da Companhia.;;2019-12-31;0.00;17.00
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;626850;Rodonorte - Concessionária de Rodovias Integradas S/A;02221531000130;Controlada;Rodovia BR-376, de Apucarana a São Luís do Purunã Rodovia BR-277, entre São Luís do Purunã e Curitiba PR-151, de Jaguariaíva a Ponta Grossa e BR-373, entre Ponta Grossa e o Trevo do Caetano. A concessionária é responsável pela administração (operação, conservação e manutenção) de 487,5 quilômetros e pela manutenção e conservação de outros 80,28 quilômetros. O prazo do contrato de concessão vai até 27 de novembro de 2021.;Brasil;PR;Ponta Grossa;87.20000000;S;019151;A razão para aquisição e manutenção de nossa participação nas controladas e controladas em conjunto é o desenvolvimento de nossas atividades e crescimento da rentabilidade da Companhia.;2018-12-31;2019-12-31;0.00;-274288.00
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;626851;SAMM - Sociedade de Atividades em Multimídia Ltda.;10665151000112;Controlada;Tem como objeto social a exploração e prestação, por conta própria ou de terceiros, de serviços de telecomunicações, seja por meio de concessão, permissão ou autorização, bem como atividades correlatas e participação no capital social de outras sociedades. A empresa tem como negócio prestar serviços de transmissão de dados em alta capacidade por meio de fibras óticas instaladas ao longo de rodovias e linha 4 do metrô de São Paulo.;Brasil;SP;São Paulo;99.90000000;S;910851;A razão para aquisição e manutenção de nossa participação nas controladas e controladas em conjunto é o desenvolvimento de nossas atividades e crescimento da rentabilidade da Companhia.;;2019-12-31;0.00;62330.00
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;626852;Sociedade de Participações em Concessões Públicas S.A.;10665162000100;Controlada;Tem como objeto social a participação no capital de outras sociedades;Brasil;SP;Jundiaí;65.51710000;N;;A razão para aquisição e manutenção de nossa participação nas controladas e controladas em conjunto é o desenvolvimento de nossas atividades e crescimento da rentabilidade da Companhia.;;2019-12-31;0.00;265589.00
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;631592;Metropolitan Empreendimentos S.A.;02662897000144;Controlada;(i) promoção de espetáculos, (ii) operação de casas de espetáculos, (iii) comercialização de alimentos, bebidas e artigos de merchandising e (iv) administração de bilheteria.;Brasil;RJ;Rio de Janeiro;99.99000000;N;;Empresa destinada à promoção, organização e execução de eventos artísticos e culturais, shows e espetáculos em geral.;;2019-12-31;0.00;-16382734.28
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;631593;PLF Eventos S.A.;31371524000112;Controlada;Atua com o principal objetivo a comercialização, locação de equipamentos e acessórios para eventos.;Brasil;SP;São Paulo;60.00000000;N;;Ampliação de nossas atividades para os segmentos de comercialização e locação de equipamentos e acessórios para eventos.;;2019-12-31;0.00;828587.15
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;631594;T4F Alimentos, Bebidas e Ingressos Ltda.;04514644000159;Controlada;(i) promoção de espetáculos, (ii) operação de casas de espetáculos, (iii) comercialização de alimentos, bebidas e artigos de merchandising e (iv) administração de bilheteria.;Brasil;SP;São Paulo;99.99000000;N;;Ampliação de nossas atividades para comercialização de ingressos, produtos alimentícios e bebidas em geral.;;2019-12-31;0.00;14393178.82
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;631595;T4F Entretenimentos Peru S.A;;Controlada;Atua com o objetivo a organização de eventos e espetáculos artísticos.;Peru;;Buriti Alegre;99.99000000;N;;Empresa responsável pela intermediação de shows internacionais no Peru.;;2019-12-31;0.00;-1853689.54
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;631596;T4F Entretenimientos Argentina;;Controlada;Atua com o objetivo principal a venda e comercialização de ingressos na área de entretenimento.;Argentina;;Praia da Pipa;100.00000000;N;;Empresa responsável pela produção, comercialização e organização de espetáculos ao vivo com conteúdos e artistas nacionais e internacionais.;;2019-12-31;0.00;-4985532.72
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;631597;T4F Inversiones S.A. e B.A. Inversiones S.A.;;Controlada;Investimento em outras sociedades.;Argentina;;Praia da Pipa;100.00000000;N;;Holding do grupo responsáveis por realizar investimentos ou aportes de capital em companhias constituídas ou a serem constituídas no mercado internacional.;;2019-12-31;0.00;52953451.94
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;631598;T4F USA INC.;;Controlada;Atua em proximidade com grupos detentores de direitos comerciais de grandes artistas e conteúdos de entretenimento internacionais para espetáculos e turnês nas operações para a América do Sul.;Estados Unidos;;Campina Grande do Sul;100.00000000;N;;Empresa responsável pela intermediação de shows internacionais.;;2019-12-31;0.00;3310306.76
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;631599;Ticket Co. SpA.;;Controlada;Atua com o objetivo principal a venda e comercialização de ingressos na área de eventos esportivos e entretenimento.;Chile;;Bom Jesus de Goiás;100.00000000;N;;Empresa responsável pela venda e comercialização de ingressos na área de eventos esportivos e entretenimento no Chile;;2019-12-31;0.00;8855053.62
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;631600;Time For Fun Mídia Ltda.;02861670000128;Controlada;(i) promoção de espetáculos, (ii) operação de casas de espetáculos, (iii) comercialização de alimentos, bebidas e artigos de merchandising e (iv) administração de bilheteria.;Brasil;SP;São Paulo;99.99000000;N;;Empresa responsável pela importação e comércio de material promocional necessário para a realização de eventos esportivos, artísticos e culturais.;;2019-12-31;0.00;-1223198.27
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;631601;Vicar Promoções Desportivas S.A.;00532511000154;Controlada;Atuação no segmento esportivo através de atividades relacionadas à eventos esportivos, incluindo (i) administração de bilheterias, (ii) operações de venda de alimentos e bebidas, bem como de produtos promocionais, (iii) administração de estacionamento e (iv) negociação de patrocínios.;Brasil;SP;Indaiatuba;85.00000000;N;;Ampliação de nossas atividades para os segmentos de eventos esportivos e comunicação.;;2019-12-31;0.00;5389065.38
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633774;Brazservice Wet Leather S.A;06945520000153;Controlada;Curtimento e outras preparações para couro;Brasil;MT;Pedra Preta;100.00000000;N;;Curtimento e outras preparações para couro;;2019-12-31;0.00;-90543000.00
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633775;Conceria Priante;;Controlada;Curtume;Itália;;Brazabrantes;100.00000000;N;;Com a aquisição a empresa se tornou uma empresa industrial (acabamento do couro) a todos os efeitos (antes era uma simples empresa comercial / trading).;;2019-12-31;0.00;122450000.00
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633776;Enersea Comercializadora de Energia Ltda;18912993000133;Controlada;Comercialização de energia;Brasil;SP;São Paulo;99.99000000;N;;Expectativa de Rendimentos Futuros;;2018-12-31;0.00;-572000.00
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633777;JBS Asset Management Corporation;;Controlada;Lease agreement de aeronave;Estados Unidos;;Campina Grande do Sul;100.00000000;N;;Lease agreement de aeronave;;2019-12-31;0.00;86461000.00
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633778;JBS Confinamento Ltda;09084219000190;Controlada;Criação de Bovinos para corte;Brasil;SP;São Paulo;100.00000000;N;;Expectativa de Rendimentos Futuros;;2019-12-31;0.00;526691000.00
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633779;JBS Embalagens Metálicas Ltda.;04109847000160;Controlada;Confecção de embalagens metálicas;Brasil;SP;São Paulo;99.00000000;N;;Expectativa de Rendimentos Futuros;;2019-12-31;0.00;-112272000.00
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633780;JBS Global Luxembourg Sarl;;Controlada;Sociedade de Participação;Luxemburgo;;Bom Jardim de Goiás;100.00000000;N;;Expectativa de Rendimentos Futuros;;2019-12-31;0.00;24442655000.00
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633781;JBS Holding GMBH;;Controlada;Sociedade de Participação;Áustria;;Boqueirão do Piauí;100.00000000;N;;Sociedade liquidada em 2019 para fins de simplificação societária;;2019-12-31;0.00;0.00
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633782;JBS Investments II GMBH;;Controlada;Emissão de bonds;Áustria;;Boqueirão do Piauí;100.00000000;N;;Emissão de bonds;;2019-12-31;0.00;3780000.00
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633783;JBS Investments Luxembourg;;Controlada;Sociedade de Participação;Luxemburgo;;Bom Jardim de Goiás;100.00000000;N;;Expectativa de Rendimentos Futuros;;2019-12-31;0.00;35593000.00
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633784;JBS Leather International;;Controlada;Sociedade de Participação;Alemanha;;Caiobá;100.00000000;N;;Expectativa de rendimentos futuros;;2019-12-31;0.00;-165443000.00
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633785;JBS Mendoza;;Controlada;Participações em sociedades;Argentina;;Praia da Pipa;100.00000000;N;;Expectativa de Rendimentos Futuros;;2019-12-31;0.00;18000.00
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633786;JBS Milestone;;Controlada;Sociedade de participação;Holanda;;Gramado;100.00000000;N;;Sociedade liquidada em 2019 para fins de simplificação societária;;2019-12-31;0.00;0.00
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633787;Meat Snack Partners, LLC;;Controlada;Carnes;Estados Unidos;;Campina Grande do Sul;50.00000000;N;;Desenvolvimento do segmento de beef jerk;;2019-12-31;0.00;9363300.00
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633788;Midup Participações Ltda.;27558722000112;Controlada;Holdings de Instituições não-financeiras;Brasil;SP;São Paulo;100.00000000;N;;Expectativa de rendimentos futuros;;2019-12-31;0.00;17298000.00
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633789;Moy Park;;Controlada;Produção de produtos in natura e preparados à base de carnes;Luxemburgo;;Bom Jardim de Goiás;100.00000000;N;;A Moy Park foi alienada para a PPC em 2017;;2019-12-31;0.00;0.00
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633790;Rigamonti;;Controlada;Produção de Bresaola;Algéria;;;100.00000000;N;;Entrou no grupo com a aquisição do Grupo Bertin (Rigamonti era uma subsidiaria do Grupo Bertin).;;2018-12-31;0.00;174238000.00
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633791;Seara Alimentos;02914460011276;Controlada;Produção de alimentos in natura e processados à base de carnes.;Brasil;AP;;100.00000000;N;;Ampliar seu portfólio de alimentos com valor agregado e marca à base de proteína animal e capturar sinergias.;;2019-12-31;0.00;3987977000.00
02.916.265/0001-60;2020-01-01;15;104723;JBS S.A.;633792;Violet Holdings;;Controlada;Sociedade de Participação;Holanda;;Gramado;100.00000000;N;;Expectativa de Rendimentos Futuros;;2019-12-31;0.00;249000.00
02.919.555/0001-67;2020-01-01;7;103337;ARTERIS S.A.;629347;Arteris Participações S.A.;23801083000113;Controlada;Tem por objetivo a participação em outras sociedades simples ou empresárias como sócia, acionista ou quotista, podendo representar sociedades nacionais ou estrangeiras.;Brasil;SP;São Paulo;100.00000000;N;;A participação da Arteris S.A. na Arteris Participações S.A. decore de reorganização societária do grupo, o qual visa à melhor organização das suas atividades.;;2019-12-31;0.00;120726000.00
02.919.555/0001-67;2020-01-01;7;103337;ARTERIS S.A.;629348;Autopista Fernão Dias S.A.;09326342000170;Controlada;Exploração da concessão de serviço público precedida da execução de obra pública, compreendendo a execução dos serviços de recuperação, manutenção, monitoração, conservação, operação, ampliação, melhorias e exploração do lote rodoviário BR 381/MG/SP, compreendendo o trecho entre Belo Horizonte e São Paulo;Brasil;MG;Pouso Alegre;100.00000000;S;021989;A aquisição da controlada decorre da estratégia da Companhia de investimento no setor de concessões de infraestrutura no país.;;2019-12-31;0.00;1164795000.00
02.919.555/0001-67;2020-01-01;7;103337;ARTERIS S.A.;629349;Autopista Fluminense S.A.;09324949000111;Controlada;Exploração da concessão de serviço público precedida da execução de obra pública, compreendendo a execução dos serviços de recuperação, manutenção, monitoração, conservação, operação, ampliação, melhorias e exploração do lote rodoviário BR 101/RJ, compreendendo o trecho entre Div. RJ/ES - Ponte Pres. Costa e Silva;Brasil;RJ;São Gonçalo;100.00000000;S;022004;A aquisição da controlada decorre da estratégia da Companhia de investimento no setor de concessões de infraestrutura no país.;;2019-12-31;0.00;794994000.00
02.919.555/0001-67;2020-01-01;7;103337;ARTERIS S.A.;629350;Autopista Litoral Sul S.A.;09313969000197;Controlada;Exploração da concessão de serviço público precedida da execução de obra pública, compreendendo a execução dos serviços de recuperação, manutenção, monitoração, conservação, operação, ampliação, melhorias e exploração do lote rodoviário BR-116/BR-376/PR - BR-101/SC, compreendendo o trecho entre Curitiba - Florianópolis;Brasil;AP;;100.00000000;S;021997;A aquisição da controlada decorre da estratégia da Companhia de investimento no setor de concessões de infraestrutura no país.;;2019-12-31;0.00;1155200000.00
02.919.555/0001-67;2020-01-01;7;103337;ARTERIS S.A.;629351;Autopista Planalto Sul S.A.;09325109000173;Controlada;Exploração da concessão de serviço público precedida da execução de obra pública, compreendendo a execução dos serviços de recuperação, manutenção, monitoração, conservação, operação, ampliação, melhorias e exploração do lote rodoviário BR-116/PR/SC, compreendendo o trecho entre Curitiba - Divisa SC/RS;Brasil;PR;Rio Negro;100.00000000;S;021970;A aquisição da controlada decorre da estratégia da Companhia de investimento no setor de concessões de infraestrutura no país.;;2019-12-31;0.00;811691000.00
02.919.555/0001-67;2020-01-01;7;103337;ARTERIS S.A.;629352;Autopista Régis Bittencourt S.A.;09336431000106;Controlada;Exploração da concessão de serviço público precedida da execução de obra pública, compreendendo a execução dos serviços de recuperação, manutenção, monitoração, conservação, operação, ampliação, melhorias e exploração do lote rodoviário BR 116/SP/PR, compreendendo o trecho entre São Paulo - Curitiba;Brasil;SP;Registro;100.00000000;S;021962;A aquisição da controlada decorre da estratégia da Companhia de investimento no setor de concessões de infraestrutura no país.;;2019-12-31;0.00;1094158000.00
02.919.555/0001-67;2020-01-01;7;103337;ARTERIS S.A.;629353;Autovias S.A.;02679185000138;Controlada;Exploração da Malha Rodoviária de ligação entre os Municípios de Franca, Batatais, Ribeirão Preto, Araraquara, São Carlos e Santa Rita do Passa Quatro;Brasil;SP;Ribeirão Preto;100.00000000;S;021822;A aquisição da controlada decorre da estratégia da Companhia de investimento no setor de concessões de infraestrutura no país.;;2019-12-31;0.00;1094158000.00
02.919.555/0001-67;2020-01-01;7;103337;ARTERIS S.A.;629354;Centrovias Sistemas Rodoviários S.A.;02555926000179;Controlada;Exploração da Malha Rodoviária de ligação entre os Municípios de São Carlos, Itirapina, Brotas, Jaú e Bauru.;Brasil;SP;Itirapina;100.00000000;S;021857;A aquisição da controlada decorre da estratégia da Companhia de investimento no setor de concessões de infraestrutura no país.;;2019-12-31;0.00;194751000.00
02.919.555/0001-67;2020-01-01;7;103337;ARTERIS S.A.;629355;Concessionária de Rodovias do Interior Paulista S.A.;03207703000183;Controlada;Exploração da Malha Rodoviária de ligação entre os Municípios de Itapira, Mogi Mirim, Limeira, Piracicaba, Conchal, Araras, Rio Claro, Casa Branca, Porto Ferreira e São Carlos;Brasil;SP;Araras;100.00000000;S;021849;A aquisição da controlada decorre da estratégia da Companhia de investimento no setor de concessões de infraestrutura no país.;;2019-12-31;0.00;118278000.00
