CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Escriturador;CNPJ_Escriturador;Tipo_Endereco;Logradouro;Complemento;Bairro;Cidade;Sigla_UF;Pais;CEP;DDI_Telefone;DDD_Telefone;Telefone;DDI_Fax;DDD_Fax;Fax;Email;Data_Inicio_Atuacao;Data_Fim_Atuacao
02.916.265/0001-60;2020-01-01;1;93640;JBS S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Núcleo Cidade de Deus, s/nº;Prédio Amarelo, 2º a;Vila Yara, Osasco;São Paulo;SP;Brasil;06029900;;11;36849411;;11;36842811;carlosd.pereira@bradesco.com.br;2020-03-02;
02.919.555/0001-67;2020-01-01;2;93756;ARTERIS S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av. Eng. Armando de Arruda Pereira, 707;7º andar;Jabaquara;São Paulo;SP;Brasil;04309010;;5511;50291925;;5511;50291920;marcio.conde-souza@itau.com.br;2006-05-12;
02.932.074/0001-91;2020-01-01;1;93778;HYPERA S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Avenida Yara;: s/n;Cidade de Deus;São Paulo;SP;Brasil;06029900;;011;36849495;;011;36842811;4010.acecustodia@bradesco.com.br;2008-01-29;
02.950.811/0001-89;2020-01-01;3;96448;PDG REALTY S.A. EMPREEND E PARTICIPACOES - EM REC. JUDICIAL;ITAU CORRETORA DE VALORES S.A.;61.194.353/0001-64;Endereço da Sede;AVENIDA BRIGADEIRO FARIA LIMA, 3.400;10º ANDAR;ITAIM BIBI;São Paulo;SP;Brasil;04538132;;5511;50293853;;5511;50291917;silvio.uchoa@itau.com.br;2006-11-16;
02.992.449/0001-09;2020-01-01;2;95807;PROMPT PARTICIPACOES S.A.;Itaú Corretora de Valores SA;61.194.353/0001-64;Endereço da Sede;Av. Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;27974529;;011;27973750;adriana.souza@itau-unibanco.com.br;2015-01-16;
02.998.301/0001-81;2020-01-01;2;99273;RIO PARANAPANEMA ENERGIA S.A.;Itaú Corretora de Valores S/A;61.194.353/0001-64;Endereço para Correspondência;Av. Eng. Armando de Arruda Pereira, 707;9º andar;Jabaquara;São Paulo;SP;Brasil;04309010;;11;50291925;;11;50291917;Marcio.conde-souza@itau.com.br;1999-03-29;
02.998.611/0001-04;2020-01-01;2;94172;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço para Correspondência;Avenida Brigadeiro Faria Lima, nº 3.400;10° Andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;50297780;;011;50297780;investfone@itau.com.br;2005-04-01;
03.014.553/0001-91;2020-01-01;3;92652;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av. Brigadeiro Faria Lima, 3400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50292206;;11;50291515;alcidea.trancozo@itau-unibanco.com.br;2007-07-20;
03.207.703/0001-83;2020-01-01;2;93856;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av. Eng. Armando de Arruda Pereira, nº 707, 7º andar;;Jabaquara;São Paulo;SP;Brasil;04309010;;11;50291925;;11;50291920;marcio.conde-souza@itau.com.br;2009-12-03;
03.220.438/0001-73;2020-01-01;1;95500;EQUATORIAL ENERGIA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av Brigadeiro Faria Lima, 3.400;10º Andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50291919;;11;50291920;rosana.souza@itau-unibanco.com.br;2009-03-02;
03.303.999/0001-36;2020-01-01;2;94745;DTCOM - DIRECT TO COMPANY S.A.;Banco Bradesco S/A;60.746.948/0001-12;Endereço para Correspondência;CIDADE DE DEUS,;S/Nº;VILA YARA;Osasco;SP;Brasil;06029900;;11;36849441;;11;36849441;4010.hamilton@bradesco.com.br;2000-01-24;
03.342.704/0001-30;2020-01-01;1;100499;PETRORECÔNCAVO S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27405837;;11;27405837;escrituracaoacoes@itau-unibanco.com.br;2020-12-08;
03.378.521/0001-75;2020-01-01;3;99300;LIGHT S.A.;Banco Bradesco S.A;60.746.948/0001-12;Endereço para Correspondência;Rua Yara;Sem número;Cidade de Deus;Osasco;SP;Brasil;06028100;;11;36842044;;11;36842811;4010.acoes@bradesco.com.br;2006-01-13;
03.467.321/0001-99;2020-01-01;4;100126;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Itaú Corretora de Valores;61.194.353/0001-64;Endereço da Sede;Avenida Eusébio Matoso, 891;17° Andar;Pinheiros;São Paulo;SP;Brasil;05423901;;11;30039285;;;;ri@energisa.com.br;2017-12-15;
03.538.833/0001-07;2020-01-01;2;95809;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;Itaú Corretora de Valores SA;61.194.353/0001-64;Endereço da Sede;Av. Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;27974529;;011;27973750;adriana.souza@itau-unibanco.com.br;2015-01-16;
03.758.318/0001-24;2020-01-01;1;93337;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Itaú Unibanco S.A.;60.701.190/0001-04;Endereço da Sede;Praça Alfredo Egydio de Souza Aranha nº 100;Torre Olavo Setúbal;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;021;50294249;;021;50294249;escrituracaodeacoes@itau-unibanco.com.br;2000-07-12;
03.758.318/0001-24;2020-01-01;1;93337;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Banco Itaú S.A.;60.872.504/0001-23;Endereço da Sede;Praça Alfredo Egydio de Souza Aranha nº 100;Torre Itausa;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;5521;50294249;;5521;50294249;escrituracaodeacoes@itau-unibanco.com.br;2000-07-11;2000-07-11
03.795.050/0001-09;2020-01-01;2;91167;TERMOPERNAMBUCO S.A.;Banco do Brasil S.A;00.000.000/0001-91;Endereço da Sede;Rua Lelio Gama, 105 - 30º Andar;30º andar;centro;Rio de Janeiro;RJ;Brasil;20031080;;21;38083715;;21;38083466;aescriturais@bb.com.br;2017-01-26;2020-02-20
03.795.050/0001-09;2020-01-01;2;91167;TERMOPERNAMBUCO S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Virgínia 299, prédio B;Térro;Tatuapé;São Paulo;SP;Brasil;03084010;;0000;30039285;;0011;30039285;escrituracaoacoes@itau-unibanco.com.br;2020-02-21;
03.847.461/0001-92;2020-01-01;1;91027;BRADESPAR S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Núcleo Cidade de Deus, Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;011;36844522;;011;36845645;dac.acecustodia@bradesco.com.br;2000-06-06;
03.853.896/0001-40;2020-01-01;1;91762;MARFRIG GLOBAL FOODS S.A.;Itau Corretora de Valores S/A;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima 3500;;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;274051440;;11;27975140;gercina.bueno@itau-unibanco.com.br;2009-03-02;
03.953.509/0001-47;2020-01-01;3;94169;CPFL GERACAO DE ENERGIA S.A.;Banco do Brasil;00.000.000/0001-91;Endereço para Correspondência;Rua Lélio Gama, 105 - 38º andar;GECIN;Centro;Rio de Janeiro;RJ;Brasil;20031080;;021;38083551;;021;38086088;aescriturais@bb.com.br;2011-01-01;
03.983.431/0001-03;2020-01-01;1;91059;EDP - ENERGIAS DO BRASIL S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;R. Boa Vista, 176;1º subsolo;Centro;São Paulo;SP;Brasil;01014000;;11;30039285;;;;escrituracaorendavariavel@itau-unibanco.com.br;2005-03-29;
04.032.433/0001-80;2020-01-01;5;96582;ATMA PARTICIPAÇÕES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Faria Lima, 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50297780;;;;escrituracaoacoes@itau-unibanco.com.br;2012-07-01;
04.065.791/0001-99;2020-01-01;1;93504;SINQIA S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus - Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36842811;dac.escrituracao@bradesco.com.br;2016-03-01;
04.128.563/0001-10;2020-01-01;2;100100;AES TIETE ENERGIA SA;Itaú Corretora de Valores;61.194.353/0001-64;Endereço da Sede;Agência Especializada Acionistas - Rua Boa Vista, 176;1 subsolo;Centro;São Paulo;SP;Brasil;01014000;;11;30039285;;11;30039285;escrituracaoacoes@itau-unibanco.com.br;2015-11-19;
04.149.454/0001-80;2020-01-01;1;92966;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Itaú Corretora de Valores S/A;61.194.353/0001-64;Endereço da Sede;Engenheiro Roberto Zucollo ,555;1º andar;Vila Humaitá;São Paulo;SP;Brasil;05307190;;011;50297780;;011;50297780;investfone.investimento@itau-unibanco.com.br;2012-01-02;
04.172.213/0001-51;2020-01-01;1;90729;CIA PIRATININGA DE FORCA E LUZ;BANCO DO BRASIL S.A.;00.000.000/0001-91;Endereço para Correspondência;Rua Lélio Gama, 105 - 38º andar;Gecin;Centro;Rio de Janeiro;RJ;Brasil;20031080;;21;38083551;;21;38086088;aescriturais@bb.com.br;2011-01-01;
04.233.319/0001-18;2020-01-01;1;91029;NCF PARTICIPAÇÕES S/A;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Núcleo Cidade de Deus, Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36844588;;11;36845645;dac.acecustodia@bradesco.com.br;2001-05-24;
04.423.567/0001-21;2020-01-01;2;94907;ENEVA S.A;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;11;30039285;escrituracaoacoes@itau-unibanco.com.br;2007-11-05;
04.437.534/0001-30;2020-01-01;5;103482;UNIDAS S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus, sem nº;4º andar;Vila Yara;São Paulo;SP;Brasil;06029900;;11;36849441;;11;36843811;douglas.cruz@bradesco.com.br;2013-06-11;
04.634.250/0001-34;2020-01-01;1;91323;NOVA ACAO PARTICIPACOES S.A.;Itaú Corretora de Valores S.A.;60.701.190/0001-04;Endereço da Sede;Avenida Brigadeiro Faria Lima nº 3400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50291919;;11;50291917;investfone@itau-unibanco.com.br;2001-09-17;
04.752.991/0001-10;2020-01-01;2;99591;BIOMM S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço para Correspondência;Av. Brigadeiro Faria Lima;3.400 10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538133;;011;50297780;;011;50291920;investfone.investimento@itau-unibanco.com.br;2002-01-21;
04.821.041/0001-08;2020-01-01;1;93209;METALFRIO SOLUTIONS S.A.;ITAU CORRETORA DE VALORES S.A.;61.194.353/0001-64;Endereço da Sede;AV BRIGADEIRO FARIA LIMA, 3400 - 10º ANDAR;;ITAIM BIBI;São Paulo;SP;Brasil;04538132;;011;27974529;;011;27974515;investfone.investimento@itau-unibanco.com.br;2007-02-27;
04.895.728/0001-80;2020-01-01;2;96502;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço para Correspondência;CIDADE DE DEUS S/Nº;Prédio Amarelo Velho;VILA YARA;São Paulo;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.acoes@bradesco.com.br;1998-10-14;
04.902.979/0001-44;2020-01-01;3;97998;BCO AMAZONIA S.A.;Banco Bradesco S.A;60.746.948/0001-12;Endereço da Sede;Cidade de Deus, Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849941;;11;36842811;dac.escrituracao@bradesco.com.br;1994-12-05;
04.913.711/0001-08;2020-01-01;2;90808;BCO ESTADO DO PARA S.A.;Banco Bradesco S/A;60.746.948/0001-12;Endereço da Sede;CIDADE DE DEUS S/Nº - DEPARTAMENTO DE AÇÕES E CUSTÓDIA;PRÉDIO AMARELO;VILA YARA;Osasco;SP;Brasil;06029900;;011;36849441;;011;36842811;dac.escrituracao@bradesco.com.br;2014-01-02;
04.972.092/0001-22;2020-01-01;1;97724;GRUPO FARTURA DE HORTIFRUT S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima;3.500, 3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;;;;;;2020-10-16;
04.986.188/0001-40;2020-01-01;1;90460;AGROINDUSTRIAL VERA CRUZ S.A.;SUPRA CORRETORA DE VALORES MOBILIÁRIOS LTDA;08.030.140/0006-29;Endereço da Sede;Rua da Consolação , 247;11º andar;Consolação;São Paulo;SP;Brasil;01301903;;71;33411411;;71;33411411;hiroshi.tahira@supra.com.br;1996-11-29;
04.986.320/0001-13;2020-01-01;1;90826;SER EDUCACIONAL S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av. Brigadeiro Faria Lima;3400, 10 andar;Itaim;São Paulo;SP;Brasil;04538132;;11;30733401;;11;30733401;escrituracaoacoes@itau-unibanco.com.br;2013-08-20;
05.197.443/0001-38;2020-01-01;1;94406;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 3.500;3o andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;40043131;;11;40043131;itaucorretora@itau-unibanco.com.br;2018-02-19;
05.721.735/0001-28;2020-01-01;1;91461;WILSON SONS LTD.;Banco Itau S.A.;60.701.190/0001-04;Endereço da Sede;Rua Ururaí, 111;Prédio 2;Tatuapé;São Paulo;SP;Brasil;03084010;;011;27402847;;011;27973413;evelyn.diogo@itau-unibanco.com.br;2007-04-25;
05.730.375/0001-20;2020-01-01;4;95584;SMILES FIDELIDADE S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av. BRIGADEIRO FARIA LIMA, 3.500;3º andar;ITAIM BIBI;São Paulo;SP;Brasil;04538133;;11;50297780;;11;50291920;investfone.investimento@itau-unibanco.com.br;2020-02-14;
05.799.312/0001-20;2020-01-01;2;96512;TERRA SANTA AGRO S.A.;Itau Corretora de Valores S/A;61.194.353/0001-64;Endereço da Sede;AV. BRIGADEIRO FARIA LIMA;3500 3ª andar;ITAIM BIBI;São Paulo;SP;Brasil;04538132;;011;30039285;;011;27973140;escrituracaoacoes@itau-unibanco.com.br;2006-09-18;
05.878.397/0001-32;2020-01-01;2;93006;Aliansce Sonae Shopping Centers S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3400;10º andar;Itaim;São Paulo;SP;Brasil;04538132;;11;50291942;;11;50291920;adriana.souza@itau-unibanco.com.br;2010-01-20;
06.016.348/0001-53;2020-01-01;1;94877;Ventos do Sul Energia S.A.;Oliveira Trust DTVM S.A.;36.113.876/0001-91;Endereço da Sede;Av. das Américas, 3434;BL 7 2º Andar;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640102;;21;35140000;;;;ger2.agente@oliveiratrust.com.br;2019-10-07;
06.047.087/0001-39;2020-01-01;3;99195;Rede D'Or São Luiz S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av. Brigadeiro Faria Lima, nº 3500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;;;;;escrituracaoacoes@itau-unibanco.com.br;2019-12-18;
06.057.223/0001-71;2020-01-01;2;99201;SENDAS DISTRIBUIDORA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3400;10º andar;Vila Olímpia;São Paulo;SP;Brasil;04538132;;11;50297780;;11;50297780;investfone.investimento@itau-unibanco.com.br;;
06.164.253/0001-87;2020-01-01;2;95505;GOL LINHAS AEREAS INTELIGENTES S.A.;Itau Corretora de Valores SA;61.194.353/0001-64;Endereço da Sede;Av. BRIGADEIRO FARIA LIMA, 3.500;3º andar, parte;ITAIM BIBI;São Paulo;SP;Brasil;04538133;;011;50297780;;011;50291920;investfone.investimento@itau-unibanco.com.br;2004-03-29;
06.272.793/0001-84;2020-01-01;2;96503;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço para Correspondência;Av. Brigadeiro Faria Lima, 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538133;;11;50291919;;11;50291919;rosana.souza@itau-unibanco.com.br;2009-03-02;
06.626.253/0001-51;2020-01-01;2;94265;EMPREENDIMENTOS PAGUE MENOS S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;11;27973140;escrituracaoacoes@itau-unibanco.com.br;2011-08-29;
06.948.969/0001-75;2020-01-01;2;95845;LINX S.A.;Itaú Corretora de Valores S/A;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27974262;;11;50291920;nilson.cordeiro@itau-unibanco.com.br;2012-12-18;
06.977.745/0001-91;2020-01-01;1;91499;BR MALLS PARTICIPACOES S.A.;Banco Itaú S.A.;60.701.190/0001-04;Endereço da Sede;Av. Eng. Armando de Arruda Pereira, 707;9 ANDAR;VILA DO ENCONTRO;São Paulo;SP;Brasil;04344902;;011;50291812;;021;50291917;Alcidea.trancozo@itau-unibanco.com.br;2007-04-03;
06.977.751/0001-49;2020-01-01;2;93773;BR PROPERTIES S.A.;Itaú Corretora de Valores SA;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.400;10º andar;Itaim;São Paulo;SP;Brasil;04538132;;011;50297780;;011;50291917;investfone.investimentos@itau-unibanco.com.br;2009-02-01;
06.981.381/0001-13;2020-01-01;5;99826;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av. Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27974128;;11;27973750;adriana.souza@itau-unibanco.com.br;2016-01-28;
07.043.628/0001-13;2020-01-01;2;93218;CLARO TELECOM PARTICIPAÇÕES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Uruaí, nº 111 - Prédio B - Térreo;;Tatuapé;São Paulo;SP;Brasil;03084010;;11;30039285;;11;30039285;escrituracaorendavariavel@itau-unibanco.com.br;2014-12-09;
07.047.251/0001-70;2020-01-01;2;102111;CIA ENERGETICA DO CEARA - COELCE;Itaú Corretora de Valores S.A;61.194.353/0001-64;Endereço para Correspondência;A. BRIGADEIRO FARIA LIMA;3400;ITAIM BIBI;São Paulo;SP;Brasil;04538132;;11;50291925;;11;50291920;MARCIO.CONDE-SOUZA@ITAU-UNIBANCO.COM.BR;2007-10-02;
07.119.838/0001-48;2020-01-01;2;91996;BRAZIL REALTY CIA SECURIT. CRÉD. IMOBILIÁRIOS;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus, sem nº;;Vila Yara;;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.acoes@bradesco.com.br;;
07.206.816/0001-15;2020-01-01;1;95519;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;DEPARTAMENTO DE AÇÕES E CUSTÓDIA - AVENIDA YARA, S/N;PRÉDIO AMARELO VELHO;CIDADE DE DEUS;Osasco;SP;Brasil;06029900;;11;36849441;;11;36843811;dac.escrituracao@bradesco.com.br;2006-08-23;
07.237.373/0001-20;2020-01-01;3;95696;BCO NORDESTE DO BRASIL S.A.;BANCO DO NORDESTE DO BRASIL S/A;07.237.373/0001-20;Endereço da Sede;AV.SILAS MUNGUBA;5700;PASSARÉ;Fortaleza;CE;Brasil;60743902;;85;32995049;;85;32515362;ri_diretor@bnb.gov.br;1988-12-02;
07.415.333/0001-20;2020-01-01;4;97562;SIMPAR S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus, sem nº;-;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.acoes@bradesco.com.br;2020-04-24;
07.437.016/0001-05;2020-01-01;2;92573;CINESYSTEM S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;011;27402598;;011;27402598;rosane-aparecida.silva@itau-unibanco.com.br;2014-02-05;
07.526.557/0001-00;2020-01-01;3;97971;AMBEV S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus, s/n - Prédio Amarelo;Subsolo;Vila Yara;Osasco;SP;Brasil;06029900;;0800;7011616;;11;36845645;dac.acecustodia@bradesco.com.br;2013-03-01;
07.594.978/0001-78;2020-01-01;1;96434;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;BANCO DO BRASIL S.A.;00.000.000/0001-91;Endereço da Sede;Rua Lélio Gama;105, 38º andar;Centro;Rio de Janeiro;RJ;Brasil;20031080;;21;38083715;;;;aescriturais@bb.com.br;2018-05-11;2020-04-30
07.594.978/0001-78;2020-01-01;1;96434;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;40043131;;011;40043131;itaucorretora@itau-unibanco.com.br;2020-05-01;
07.628.528/0001-59;2020-01-01;1;95008;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus - Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36844522;;11;36845645;dac.escrituracao@bradesco.com.br;2006-04-25;2020-07-24
07.628.528/0001-59;2020-01-01;1;95008;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;;;atendimentoescrituracao@itau-unibanco.com.br;2020-07-27;
07.689.002/0001-89;2020-01-01;3;93811;EMBRAER S.A.;Itaú Corretora de Valores S.A;61.194.353/0001-64;Endereço da Sede;Av. Brigadeiro Faria Lima, 3500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;;;atendimentoescrituracao@itau-unibanco.com.br;2006-05-23;
07.718.269/0001-57;2020-01-01;1;90649;SPRINGS GLOBAL PARTICIPACOES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av. Brigadeiro Faria Lima, 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;11;30039285;adriana.souza@itau-unibanco.com.br;2009-05-13;
07.816.890/0001-53;2020-01-01;1;91006;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Itaú Corretora de Valores S/A;61.194.353/0001-64;Endereço da Sede;Avenida Boa Vista;176 - 1o Subsolo;Centro;São Paulo;SP;Brasil;01092900;;11;30039285;;11;27973750;escrituracaoacoes@itau-unibanco.com.br;2009-03-02;
07.820.907/0001-46;2020-01-01;1;92725;CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.;Itau Unibanco S/A;60.701.190/0001-04;Endereço da Sede;PÇA ALFREDO E. SOUZA ARANHA T. OLAVO SETUBAL;100;PQ. JABAQUARA;São Paulo;SP;Brasil;04344902;;11;50291612;;11;50291534;GERCINA.BUENO@ITAU-UNIBANCO.COM.BR;2007-04-25;
07.857.093/0001-14;2020-01-01;4;94220;AURA MINERALS INC.;Itaú Unibanco S.A.;60.701.190/0001-04;Endereço da Sede;Praça Alfredo Egydio de Souza Aranha n. 100;Torre Conceição;Jabaquara;São Paulo;SP;Brasil;04344902;;11;27402849;;11;27402849;dr.itau@itau-unibanco.com.br;2020-05-26;
07.857.850/0001-50;2020-01-01;2;103928;GP INVESTMENTS, LTD.;Banco Itaú S.A.;60.701.190/0001-04;Endereço para Correspondência;Av. Engenheiro Armando de Arruda Pereira, 707;Torre Eudoreo Vilela;Jabaquara;São Paulo;SP;Brasil;04344902;;;;;;;;2006-05-29;
07.859.510/0001-68;2020-01-01;2;97065;JHSF MALLS S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus;sem nº;Vila Yara;São Paulo;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.acoes@bradesco.com.br;2018-02-07;
07.859.971/0001-30;2020-01-01;3;98045;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Ururaí, 111;terreo;Tatuapé;São Paulo;SP;Brasil;03084010;;11;27974515;;11;27973750;marcio.conde-souza@itau-unibanco.com.br;2006-10-09;
07.882.930/0001-65;2020-01-01;4;93519;Mitre Realty Empreendimentos e Participações S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;;;;;;escrituracaocaoes@itau-unibanco.com.br;;
08.065.557/0001-12;2020-01-01;1;90609;TECNISA S.A.;Banco Itaú S.A.;60.701.190/0001-04;Endereço da Sede;Av. Eng. Armando de Arruda Pereira, 707;7º andar;Jabaquara;São Paulo;SP;Brasil;04344902;;11;50291919;;11;50291920;investfone@itau.com.br;2007-02-01;
08.078.847/0001-09;2020-01-01;2;96800;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Banco Bradesco S/A;60.746.948/0001-12;Endereço da Sede;Cidade de Deus;sem nº;Vila Yara;Osasco;SP;Brasil;06029900;;011;36849441;;011;36843811;4010.acoes@bradesco.com.br;2006-11-03;
08.159.965/0001-33;2020-01-01;1;94981;IGUA SANEAMENTO S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus, s/nº;s/nº;Vila Yara;Osasco;SP;Brasil;06029900;;011;36847654;;011;36845645;4010.acoes@bradesco.com.br;2011-02-09;
