CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Contato;Data_Inicio_Contato;Data_Fim_Contato;Tipo_Endereco;Logradouro;Complemento;Bairro;Cidade;Sigla_UF;Pais;CEP;DDI_Telefone;DDD_Telefone;Telefone;DDI_Fax;DDD_Fax;Fax;Email
02.916.265/0001-60;2020-01-01;1;93640;JBS S.A.;Christiane Assis;2019-05-20;;Endereço da Sede;Av. Marginal Direita do Tietê, 500;Bloco 3 - 3º andar;Vila Jaguara;São Paulo;SP;Brasil;05118100;;011;31444224;;011;31444279;ri@jbs.com.br
02.919.555/0001-67;2020-01-01;2;93756;ARTERIS S.A.;Tatiana Salgado;2015-09-14;;Endereço da Sede;Avenida Presidente Juscelino Kubtischeck 510;12 andar;Itaim Bibi;São Paulo;SP;Brasil;04543906;;011;30742404;;011;30742405;ri@arteris.com.br
02.932.074/0001-91;2020-01-01;1;93778;HYPERA S.A.;Douglas Henrique Furlan;2018-01-15;;Endereço da Sede;Av. Magalhães de Castro, 4.800;24º andar - Torre 3;Cidade Jardim;São Paulo;SP;Brasil;05502001;;11;36274206;;11;36274371;ri@hypera.com.br
02.950.811/0001-89;2020-01-01;3;96448;PDG REALTY S.A. EMPREEND E PARTICIPACOES - EM REC. JUDICIAL;Renato Barboza;2015-06-27;;Endereço da Sede;Avenida Doutor Cardoso de Melo, 1.955;6º andar;Vila Olimpia;São Paulo;SP;Brasil;04548005;;5511;21104410;;5511;21104410;RI@PDG.COM.BR
02.998.301/0001-81;2020-01-01;2;99273;RIO PARANAPANEMA ENERGIA S.A.;Antonio Patricio Franco Martins;2017-06-05;;Endereço da Sede;Rua Funchal, 418;29º andar;Vila Olimpia;São Paulo;SP;Brasil;04551060;;11;55013426;;11;55013573;patricio.martins@ctgbr.com.br
02.998.611/0001-04;2020-01-01;2;94172;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Michelle Lourenço Corda;2018-01-15;;Endereço da Sede;Av. das Nações Unidas 14171 - Torre Crystal;7º andar;Vila Gertrudes;São Paulo;SP;Brasil;04794000;;011;31387557;;011;31387161;mcorda@isacteep.com.br
03.014.553/0001-91;2020-01-01;3;92652;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Departamento de RI;2007-07-23;;Endereço da Sede;Rua Olimpíadas, 205;14º andar;Vila Olímpia;São Paulo;SP;Brasil;04551000;;11;21693999;;11;21693969;ri@triunfo.com
03.207.703/0001-83;2020-01-01;2;93856;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;Tatiana Salgado;2015-09-14;;Endereço da Sede;Av. Juscelino Kubitscheck, 1455;9º andar;Itaim Bibi;São Paulo;SP;Brasil;04543011;;11;30742472;;11;30742405;ri@arteris.com.br
03.220.438/0001-73;2020-01-01;1;95500;EQUATORIAL ENERGIA S.A.;Thomas Newlands;2008-08-04;;Endereço da Sede;SCS Q. 9, Torre A, Edifício Parque Cidade Corporate;12º andar;Asa Sul;Brasília;DF;Brasil;70297400;;61;34261010;;61;34261000;ri@equatorialenergia.com.br
03.303.999/0001-36;2020-01-01;2;94745;DTCOM - DIRECT TO COMPANY S.A.;CRISTIANE DE FATIMA FIALLA;2011-01-10;;Endereço da Sede;AVENIDA DOM PEDRO II;1720;COAB;Quatro Barras;PR;Brasil;83420000;;41;36716040;;41;36719000;cristiane@dtcom.com.br
03.342.704/0001-30;2020-01-01;1;100499;PETRORECÔNCAVO S.A.;Rafael Procaci da Cunha;2011-05-16;;Endereço da Sede;Av. Luis Viana Filho, 13.223, Hangar Business Park, Torre 6;salas 611 a 620;São Cristóvão;Salvador;BA;Brasil;41500300;;71;36350207;;;;ri@petroreconcavo.com.br
03.378.521/0001-75;2020-01-01;3;99300;LIGHT S.A.;Rodrigo Vilela;2019-08-11;;Endereço da Sede;Av. Marechal Floriano 168;bloco 1 - 2 andar;Centro;Rio de Janeiro;RJ;Brasil;20080002;;21;22117032;;00;0000000000;rodrigo.vilela@light.com.br
03.467.321/0001-99;2020-01-01;4;100126;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Deborah Coutinho Gil Nunes;2019-09-03;;Endereço da Sede;Avenida Pasteur 110, 6º andar;;Botafogo;Rio de Janeiro;RJ;Brasil;22290040;;21;21229521;;;;deborah.nunes@energisa.com.br
03.758.318/0001-24;2020-01-01;1;93337;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Nilton pimentel;2018-05-01;;Endereço da Sede;Avenida Almirante Barroso, nº 52;Sl 801, 3001 e 3002;Centro;Rio de Janeiro;RJ;Brasil;20031000;;021;22111300;;021;22111300;nilton.pimentel@invepar.com.br
03.767.538/0001-14;2020-01-01;3;93836;BRAZILIAN SECURITIES CIA SECURITIZACAO;Mauro Dutra Mediano Dias;2020-03-03;;Endereço da Sede;Av. Paulista, 1.374;17º andar;Bela Vista;São Paulo;SP;Brasil;01310100;;011;32645343;;;;ri_bs@grupopan.com
03.795.050/0001-09;2020-01-01;2;91167;TERMOPERNAMBUCO S.A.;Vanessa Vollet Azevedo;2015-06-08;;Endereço da Sede;Praia do Flamengo, 78;10º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210030;;21;32359828;;21;32359876;ri@neoenergia.com
03.818.379/0001-30;2020-01-01;2;91318;Saber Serviços Educacionais S.A.;Bruno Giardino Roschel de Araujo;2020-03-02;;Endereço da Sede;Av. Paulista, 901;2º Andar;Bela Vista;São Paulo;SP;Brasil;01310100;;11;31337309;;11;31337309;dri@kroton.com.br
03.818.379/0001-30;2020-01-01;2;91318;Saber Serviços Educacionais S.A.;Jamil Saud Marques;2020-01-11;2020-03-01;Endereço da Sede;Av Paulista 901;2º andar;Bela Vista;São Paulo;SP;Brasil;01310100;;11;31337309;;11;31337309;dri@kroton.com.br
03.847.461/0001-92;2020-01-01;1;91027;BRADESPAR S.A.;André Bernardino da Cruz Filho;2009-12-07;;Endereço da Sede;Núcleo Cidade de Deus, Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;011;36844522;;011;36845645;dac.acecustodia@bradesco.com.br
03.853.896/0001-40;2020-01-01;1;91762;MARFRIG GLOBAL FOODS S.A.;Marco Antonio Spada;2018-09-03;;Endereço da Sede;Avenida Queiroz Filho;1560;Vila Leopoldina;São Paulo;SP;Brasil;05319000;;11;37928600;;;;ri@marfrig.com.br
03.953.509/0001-47;2020-01-01;3;94169;CPFL GERACAO DE ENERGIA S.A.;Carlos Victor Pereira Sicard Cyrino;2019-06-01;;Endereço da Sede;Rua Jorge de Figueiredo Corrêa;1632, parte;Jd Prof. Tarcília;Campinas;SP;Brasil;13087397;;019;37566211;;;;ri@cpfl.com.br
03.983.431/0001-03;2020-01-01;1;91059;EDP - ENERGIAS DO BRASIL S.A.;Marilia Barbosa Nogueira;2016-12-14;;Endereço da Sede;Rua Gomes de Carvalho, 1.996;7º andar;Vila Olimpia;São Paulo;SP;Brasil;04547006;;11;21855030;;11;21855917;marilia.nogueira@edpbr.com.br
04.032.433/0001-80;2020-01-01;5;96582;ATMA PARTICIPAÇÕES S.A.;Luciano Bressan;2019-05-30;;Endereço da Sede;Rua Alegria, 88/96;2º andar;Brás;São Paulo;SP;Brasil;03043010;;11;31315136;;11;31311931;ri@atmasa.com.br
04.065.791/0001-99;2020-01-01;1;93504;SINQIA S.A.;Thiago Almeida Ribeiro da Rocha;2016-03-01;;Endereço da Sede;Rua Bela Cintra, 755;7º andar;Consolação;São Paulo;SP;Brasil;01415003;;11;21824902;;11;21824954;ri@sinqia.com.br
04.128.563/0001-10;2020-01-01;2;100100;AES TIETE ENERGIA SA;Departamento de Relações com Investidores;2006-10-31;;Endereço da Sede;Av. das Nações Unidas, 12.495;12o. Andar;Brooklin Paulista;São Paulo;SP;Brasil;04578000;;11;41974925;;;;ri.aestiete@aes.com
04.149.454/0001-80;2020-01-01;1;92966;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Marcello Guidotti;2012-05-21;;Endereço da Sede;Rua Gomes de Carvalho, nº 1.510;Conjuntos 31/32;Vila Olímpia;São Paulo;SP;Brasil;04547005;;11;37872667;;11;37872668;invest@ecorodovias.com.br
04.172.213/0001-51;2020-01-01;1;90729;CIA PIRATININGA DE FORCA E LUZ;Carlos Victor Pereira Sicard Cyrino;2019-06-01;;Endereço da Sede;Rua Jorge de Figueiredo Corrêa nº 1632;Parte;Jd. Prof. Tarcilia;Campinas;SP;Brasil;13087397;;19;37568458;;;;ri@cplf.com.br
04.233.319/0001-18;2020-01-01;1;91029;NCF PARTICIPAÇÕES S/A;André Bernardino da Cruz Filho;2001-01-18;;Endereço da Sede;Núcleo Cidade de Deus, Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36844522;;11;36845645;dac.acecustodia@bradesco.com.br
04.370.282/0001-70;2020-01-01;1;93528;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Claumir Corsi Rodrigues;2019-04-01;;Endereço da Sede;Rua Coronel Dulcídio, 800;3º andar;Batel;Curitiba;PR;Brasil;80420170;;041;0800412772;;41;33312849;acionistas@copel.com
04.423.567/0001-21;2020-01-01;2;94907;ENEVA S.A;Flavia Heller;2017-06-19;;Endereço da Sede;Praia de Botafogo nº 501, Bloco I, 4º e 6º andares;;Botafogo;Rio de Janeiro;RJ;Brasil;22250040;;21;37213030;;;;ri@eneva.com.br
04.437.534/0001-30;2020-01-01;5;103482;UNIDAS S.A.;Marco Túlio de Carvalho Oliveira - Diretor de Relações com Investidores;2018-04-06;;Endereço da Sede;Av. Raja Gabaglia, nº 1781;12º andar;Luxemburgo;Belo Horizonte;MG;Brasil;30380457;;31;33191583;;31;33191573;ri@unidas.com.br
04.634.250/0001-34;2020-01-01;1;91323;NOVA ACAO PARTICIPACOES S.A.;Departamento de Relações com Investidores;2003-01-01;;Endereço da Sede;Rua Beatriz Larragoiti Lucas, nº 121;Ala Sul - 7º Andar;Cidade Nova;Rio de Janeiro;RJ;Brasil;20211903;;21;25068181;;21;25068779;lpereira@sulamerica.com.br
04.752.991/0001-10;2020-01-01;2;99591;BIOMM S.A.;Mirna Santiago Vieira;2019-05-08;;Endereço da Sede;Avenida Regent nº 705;,Lote 15 ao 21;Alphaville;Nova Lima;MG;Brasil;34018000;;31;32991000;;31;32991021;mirna.vieira@biomm.com
04.821.041/0001-08;2020-01-01;1;93209;METALFRIO SOLUTIONS S.A.;DANIEL FRANCO;2016-08-01;;Endereço da Sede;AV. ABRAHÃO GONÇALVES BRAGA, 412;;VILA LIVIEIRO;São Paulo;SP;Brasil;04186220;;011;26279171;;011;26279196;ri@metalfrio.com.br
04.895.728/0001-80;2020-01-01;2;96502;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Thomas Scott Newlands;2012-11-01;;Endereço da Sede;SCS Q. 9, Torre A, Edifício Parque Cidade Corporate;12º andar;Asa Sul;Brasília;DF;Brasil;70297400;;61;34261010;;61;34261000;ri@equatorialenergia.com.br
04.902.979/0001-44;2020-01-01;3;97998;BCO AMAZONIA S.A.;COORDENADORIA DE RELACIONAMENTO COM INVESTIDORES;2018-03-09;;Endereço da Sede;AV. PRESIDENTE VARGAS, 800;3º Andar - CORIN;Campina;Belém;PA;Brasil;66017901;;91;40083257;;91;40083812;investidores@bancoamazonia.com.br
04.913.711/0001-08;2020-01-01;2;90808;BCO ESTADO DO PARA S.A.;Alessandra Pinkovai Pereira Monteiro;2019-01-18;;Endereço da Sede;Av. Presidente Vargas, n° 251;3° andar;Campina;Belém;PA;Brasil;66010000;;091;33483383;;091;33482879;apmonteiro@banparanet.com.br
04.972.092/0001-22;2020-01-01;1;97724;GRUPO FARTURA DE HORTIFRUT S.A.;JOSÉ BRUNO VIEIRA FILHO;2020-10-16;;Endereço da Sede;Avenida Comendador Aladino Selmi;2502 - Galpão 5;Parque Cidade Campin;Campinas;SP;Brasil;13069036;;19;37467015;;19;37467015;ri@redeoba.com.br
04.986.188/0001-40;2020-01-01;1;90460;AGROINDUSTRIAL VERA CRUZ S.A.;Valquiria Josalia Contiero;2011-02-14;;Endereço da Sede;Praça Wendel Wilkie, 151;Sala C;Pacaembu;São Paulo;SP;Brasil;01236050;;19;21122237;;19;21122200;valquiria@tatuzinho.com.br
04.992.714/0001-84;2020-01-01;2;98122;Nova Transportadora do Sudeste S.A. - NTS;Flávio Mendonça Leal;2018-12-17;;Endereço da Sede;Praia do Flamengo, nº 200;23º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210901;;021;32509200;;021;32509200;ir@ntsbrasil.com
05.197.443/0001-38;2020-01-01;1;94406;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Bruno Cals de Oliveira;2018-04-20;;Endereço da Sede;Rua Dona Leopoldina, 1150;3º andar;Centro;Fortaleza;CE;Brasil;60110000;;085;992749706;;;;Ri@hapvida.com.br
05.336.882/0001-84;2020-01-01;1;98622;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;Luiz Carlos Leite;2018-12-26;;Endereço da Sede;Rua do Passeio, 38 - Torre 2;Sala 1201;Centro;Rio de Janeiro;RJ;Brasil;20021290;;021;39619400;;021;39619400;luiz.leite@celeogroup.com
05.495.546/0001-84;2020-01-01;4;99329;Litela Participações S.A.;Governance;2019-02-19;;Endereço da Sede;Rua da Assembleia, nº 10, 37º andar;3701;Centro;Rio de Janeiro;RJ;Brasil;20011901;;21;21285540;;21;21285500;governance@eximiacapital.com
05.721.735/0001-28;2020-01-01;1;91461;WILSON SONS LTD.;Michael Connell;2012-06-01;;Endereço da Sede;Rua Jardim Botânico, 518;4o Andar;Jardim Botânico;Rio de Janeiro;RJ;Brasil;22461000;;21;21264107;;21;21264224;ri@wilsonsons.com.br
05.730.375/0001-20;2020-01-01;4;95584;SMILES FIDELIDADE S.A.;André Fehlauer;2020-02-14;2020-06-11;Endereço da Sede;Alameda Rio Negro, 585, Bloco B, Ed. Padauiri, Cjs 21 e 22;2º andar;Alphaville;São Paulo;SP;Brasil;06454000;;11;48411820;;11;48712018;ri@smiles.com.br
05.730.375/0001-20;2020-01-01;4;95584;SMILES FIDELIDADE S.A.;Hugo Reis de Assumpção;2020-06-12;;Endereço da Sede;Alameda Rio Negro, 585, Bloco B, Ed. Padauiri, Cjs 21 e 22;2º andar;Alphaville;São Paulo;SP;Brasil;06454000;;11;48411820;;11;48712018;ri@smiles.com.br
05.799.312/0001-20;2020-01-01;2;96512;TERRA SANTA AGRO S.A.;Alexandre Segadilha Adler;2020-08-21;;Endereço da Sede;Praça General Gentil Falcão;108;Cidade Monções;São Paulo;SP;Brasil;04571150;;011;31373100;;011;31373114;ri@tsagro.com
05.799.312/0001-20;2020-01-01;2;96512;TERRA SANTA AGRO S.A.;José Humberto Prata Teodoro Júnior;2018-04-30;2020-08-20;Endereço da Sede;Praça General Gentil Falcão;108;Cidade Monções;São Paulo;SP;Brasil;04571150;;011;31373100;;011;31373114;ri@tsagro.com
05.878.397/0001-32;2020-01-01;2;93006;Aliansce Sonae Shopping Centers S.A.;Daniella de Souza Guanabara Santos;2019-08-05;;Endereço da Sede;Rua Dias Ferreira 190;3o andar, Sala 301;Leblon;Rio de Janeiro;RJ;Brasil;22431050;;021;21767272;;021;21767229;ri@alianscesonae.com.br
06.047.087/0001-39;2020-01-01;3;99195;Rede D'Or São Luiz S.A.;Otávio de Garcia Lazcano;2019-04-02;;Endereço da Sede;Rua Voluntários da Pátria, 138;sobreloja;Botafogo;Rio de Janeiro;RJ;Brasil;22270010;;21;32394700;;21;32394700;otavio.lazcano@rededor.com.br
06.057.223/0001-71;2020-01-01;2;99201;SENDAS DISTRIBUIDORA S.A.;Daniela Sabbag Papa;2020-10-05;;Endereço da Sede;Av. Aricanduva, 5.555, Central Administrativa Assaí;Âncora "E";Vila Matilde;São Paulo;SP;Brasil;03527000;;11;34115042;;11;;ri.assai@assai.com.br
06.164.253/0001-87;2020-01-01;2;95505;GOL LINHAS AEREAS INTELIGENTES S.A.;Richard Freeman Lark Jr.;2016-07-29;;Endereço da Sede;Praça Comandante Lineu Gomes S/N;Portaria 3;Jardim Aeroporto;São Paulo;SP;Brasil;04626020;;011;21284700;;011;50987888;ri@voegol.com.br
06.272.793/0001-84;2020-01-01;2;96503;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Thomas Newlands;2008-08-04;;Endereço da Sede;SCS, Quadra 09, Lote C, Torre A, Parque Cidade Corporate;12º andar;Asa Sul;Brasília;DF;Brasil;70308200;;61;34261000;;61;34261000;ri@equatorialenergia.com.br
06.347.409/0001-65;2020-01-01;2;99507;SBF Comércio de Produtos Esportivos S.A.;Daniel Regensteiner;2020-06-18;;Endereço da Sede;Rua Hugo D'Antola;200;Lapa;São Paulo;SP;Brasil;05038090;;11;21103802;;;;ri@centauro.com.br
06.626.253/0001-51;2020-01-01;2;94265;EMPREENDIMENTOS PAGUE MENOS S.A.;E-mail: ri@pmenos.com.br / Tel: (85) 3255-5544;2011-08-12;;Endereço da Sede;Rua Senador Pompeu;nº 1520;Centro;Fortaleza;CE;Brasil;60025002;;85;32555544;;85;32311200;ri@pmenos.com.br
06.948.969/0001-75;2020-01-01;2;95845;LINX S.A.;Antonio Ramatis Fernandes Rodrigues;2020-01-21;;Endereço da Sede;Avenida Doutora Ruth Cardoso, nº 7221;20º andar;Pinheiros;São Paulo;SP;Brasil;05425902;;11;21031531;;11;21031531;ri@linx.com.br
06.977.751/0001-49;2020-01-01;2;93773;BR PROPERTIES S.A.;Andre Bergstein;2017-05-02;;Endereço da Sede;Avenida das Nações Unidas, 12.495;Torre A - 18° Andar;Brooklin Novo;São Paulo;SP;Brasil;04578000;;011;32011000;;011;32011001;ri@brpr.com.br
06.981.176/0001-58;2020-01-01;1;91926;CEMIG GERACAO E TRANSMISSAO S.A.;Antônio Carlos Vélez Braga;2011-03-01;;Endereço da Sede;Avenida Barbacena, 1200;5º Andar/B1;Santo Agostinho;Belo Horizonte;MG;Brasil;30190131;;031;35065024;;031;35065026;velez@cemig.com.br
06.981.180/0001-16;2020-01-01;1;91925;CEMIG DISTRIBUICAO S.A.;Antônio Carlos Vélez Braga;2011-03-01;;Endereço da Sede;Avenida Barbacena, 1200;5º Andar/B1;Santo Agostinho;Belo Horizonte;MG;Brasil;30190131;;031;35065024;;031;35065026;velez@cemig.com.br
06.981.381/0001-13;2020-01-01;5;99826;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;Hadassa Stephanie Cavenaghi Corazza;2019-07-01;;Endereço da Sede;Rodovia SP 147;KM 135;Fazenda Sto Antônio;Piracicaba;SP;Brasil;13433899;;019;34298199;;019;34298199;ri@ctc.com.br
07.040.108/0001-57;2020-01-01;1;92271;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Departamento de Relação com Investidores;2000-01-19;;Endereço da Sede;Av Lauro Vieira Chaves , 1030;;Vila União;Fortaleza;CE;Brasil;60420280;;85;31011718;;;;ri@cagece.com.br
07.043.628/0001-13;2020-01-01;2;93218;CLARO TELECOM PARTICIPAÇÕES S.A.;Roberto Catalão Cardoso;2015-06-01;;Endereço da Sede;Avenida Presidente Vargas, nº 1012;11º andar;Centro;Rio de Janeiro;RJ;Brasil;20071910;;11;43132019;;21;21216474;invest@claro.com.br
07.047.251/0001-70;2020-01-01;2;102111;CIA ENERGETICA DO CEARA - COELCE;Isabel Regina Alcantara;2016-08-02;;Endereço da Sede;Rua Padre Valdevino;150;Centro;Fortaleza;CE;Brasil;60135040;;85;34534029;;85;34534947;brasil.investorrelations@enel.com
07.119.838/0001-48;2020-01-01;2;91996;BRAZIL REALTY CIA SECURIT. CRÉD. IMOBILIÁRIOS;MIGUEL MAIA MICKELBERG;2017-06-01;;Endereço da Sede;Av. Brigadeiro Faria Lima, 3600;12º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;45023445;;011;45023225;ri@cyrela.com.br
07.206.816/0001-15;2020-01-01;1;95519;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;GUSTAVO LOPES THEODOZIO;2019-12-02;;Endereço da Sede;ROD. BR 116 S/N;KM 18;JABUTI;Eusébio;CE;Brasil;61760000;;85;40055667;;85;40055598;gustavo.theodozio@mdiasbranco.com.br
07.237.373/0001-20;2020-01-01;3;95696;BCO NORDESTE DO BRASIL S.A.;SERGIO BRITO CLARK;2019-11-14;;Endereço da Sede;Av. Dr. Silas Munguba;5.700. BL C1 SUP.;Passaré;Fortaleza;CE;Brasil;60743902;;85;32993000;;85;32993649;ri_diretor@bnb.gov.br
07.253.321/0001-47;2020-01-01;1;92057;CARBOMIL SA MINER. E INDUSTRIA;CANDIDO DA SILVEIRA QUINDERÉ;1993-07-27;;Endereço da Sede;AV. DOM LUIS, 807;17o. ANDAR, SALA 01;MEIRELES;Fortaleza;CE;Brasil;60160230;;85;31989941;;85;31989960;candido@carbomil.com.br
07.282.377/0001-20;2020-01-01;1;94091;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Deborah Coutinho Gil Nunes;2019-09-03;;Endereço da Sede;Avenida Pasteur, 110;6º Andar;Botafogo;Rio de Janeiro;RJ;Brasil;22290240;;21;21229521;;;;deborah.nunes@energisa.com.br
07.401.436/0001-31;2020-01-01;1;93994;ELDORADO BRASIL CELULOSE S.A.;Rodrio Libaber;2018-01-09;;Endereço da Sede;Av. Marginal Direita do Tiete;500;Vila Jaguara;São Paulo;SP;Brasil;05118100;;11;25050258;;11;25050258;ri@eladoradobrasil.com.br
07.415.333/0001-20;2020-01-01;4;97562;SIMPAR S.A.;Paulo Padro;2020-08-06;;Endereço da Sede;Rua Doutor Renato Paes de Barros, n° 1.017;10 andar;Itaim Bbi;São Paulo;SP;Brasil;04530001;;11;23777043;;;;ri@simpar.com.br
07.415.333/0001-20;2020-01-01;4;97562;SIMPAR S.A.;Ronald Domingues;2020-04-24;2020-08-05;Endereço da Sede;Rua Doutor Renato Paes de Barros, 1017;10º andar, cj. 101;Itaim Bibi;São Paulo;SP;Brasil;04530001;;11;23777043;;;;ri@simpar.com.br
07.437.016/0001-05;2020-01-01;2;92573;CINESYSTEM S.A.;Cristiane dos Santos Bussioli Jorge;2016-05-20;;Endereço da Sede;Avenida Getúlio Vargas, 266;Sala 504;Zona 01;Maringá;PR;Brasil;87013919;;44;32202152;;44;32202111;cristiane@cinesystem.com.br
07.526.557/0001-00;2020-01-01;3;97971;AMBEV S.A.;Lucas Machado Lira;2020-04-29;;Endereço da Sede;Rua Dr. Renato Paes de Barros, 1.017;4º andar;Itaim Bibi;São Paulo;SP;Brasil;04530001;;11;21221414;;;;ri@ambev.com.br
07.628.528/0001-59;2020-01-01;1;95008;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Ana Paula Zerbinati Ribeiro;2006-05-02;;Endereço da Sede;Av. Brigadeiro Faria Lima, 1.309;5º andar;Jardim Paulistano;São Paulo;SP;Brasil;01452002;;011;30355350;;011;59084344;ri@brasil-agro.com
07.659.538/0001-51;2020-01-01;1;108819;DINAMICA ENERGIA S.A.;José João Aballa Filho;2010-01-01;;Endereço para Correspondência;Av. Presidente Vargas, nº 463;13º andar parte;Centro;Rio de Janeiro;RJ;Brasil;20071003;;021;22216142;;021;22216142;bancoclassico@uol.com.br
07.689.002/0001-89;2020-01-01;3;93811;EMBRAER S.A.;Antonio Carlos Garcia;2020-01-01;;Endereço da Sede;Avenida Dra. Ruth Cardoso, 8.501;30º andar (parte);Pinheiros;São Paulo;SP;Brasil;05425070;;11;30406874;;11;30406872;investor.relations@embraer.com.br
07.718.269/0001-57;2020-01-01;1;90649;SPRINGS GLOBAL PARTICIPACOES S.A.;ALESSANDRA ELOY GADELHA;2015-12-01;;Endereço da Sede;Avenida Paulista, 1754;2° sobreloja;Cerqueira Cesar;São Paulo;SP;Brasil;01310920;;11;21454476;;11;21454581;alessandra.gadelha@springs.com
07.857.093/0001-14;2020-01-01;4;94220;AURA MINERALS INC.;Gabriel Catalani;2020-02-17;;Endereço da Sede;Rua Funchal, n.º 411;10º andar;Vila Olímpia;São Paulo;SP;Brasil;04551060;;11;21647340;;11;21647300;gabriel.catalani@auraminerals.com
07.857.850/0001-50;2020-01-01;2;103928;GP INVESTMENTS, LTD.;Eduardo Lima Coutinho;2018-07-01;;Endereço da Sede;Av. Brigadeiro Faria Lima, 3900;7º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;35565505;;11;35565566;todosformulariodereferencia@gp-investments.com
07.859.510/0001-68;2020-01-01;2;97065;JHSF MALLS S.A.;Mara Boaventura Dias;2018-02-26;;Endereço da Sede;Avenida Magalhães de Castro, 4.800 - Torre 3;27º andar;Cidade Jardim;São Paulo;SP;Brasil;05502001;;011;37021900;;11;37021969;ri@jhsfmalls.com.br
07.859.971/0001-30;2020-01-01;3;98045;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Fabio Antunes Fernandes;2020-05-15;;Endereço da Sede;Praça XV de Novembro, 20;6º andar;Centro;Rio de Janeiro;RJ;Brasil;20010010;;21;22126000;;21;22126040;investor.relations@taesa.com.br
07.882.930/0001-65;2020-01-01;4;93519;Mitre Realty Empreendimentos e Participações S.A.;Giancarlo D'Elia Denapoli;2019-11-28;;Endereço da Sede;Alameda Santos, 700;5º Andar;Jardim Paulista;São Paulo;SP;Brasil;01418002;;11;48100525;;;;ri@mitrerealty.com.br
07.950.674/0001-04;2020-01-01;1;95897;CCX CARVÃO DA COLÔMBIA S.A.;Edison Chaves de Oliveira;2020-07-31;;Endereço da Sede;Rua Lauro Müller, nº 116;Sl. 2403;Botafogo;Rio de Janeiro;RJ;Brasil;22290906;;21;21635500;;21;21635500;ri.ccx@ccx.com.br
08.065.557/0001-12;2020-01-01;1;90609;TECNISA S.A.;Departamento de Relações com Investidores;2007-02-01;;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.729;1º andar;Itaim Bibi;São Paulo;SP;Brasil;04538133;;011;37081162;;11;30828822;ri@tecnisa.com.br
08.078.847/0001-09;2020-01-01;2;96800;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Beatriz Machert de Lima;2017-01-01;;Endereço da Sede;Rua Estados Unidos;2000;Jardim América;São Paulo;SP;Brasil;01427002;;011;30670520;;011;30670029;ri@lopes.com.br
08.294.224/0001-65;2020-01-01;1;93654;JHSF PARTICIPACOES S.A.;Thiago Alonso de Oliveira;2018-02-01;;Endereço da Sede;Avenida Magalhães de Castro, 4.800 - Torre 3;27º andar;Cidade Jardim;São Paulo;SP;Brasil;05502001;;011;37021900;;011;37022370;ri@jhsf.com.br
08.312.229/0001-73;2020-01-01;1;93304;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Hugo Grassi Benevides Soares;2016-12-01;;Endereço da Sede;Av. República do Líbano;1921;Ibirapuera;São Paulo;SP;Brasil;04501002;;11;50568312;;11;50568311;ri@eztec.com.br
08.324.196/0001-81;2020-01-01;2;91207;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Vanessa Vollet Azevedo;2015-07-01;;Endereço da Sede;Praia do Flamengo, 78;10º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210030;;21;32359828;;21;32359876;ri@neoenergia.com
08.343.492/0001-20;2020-01-01;1;95164;MRV ENGENHARIA E PARTICIPACOES S.A.;Ricardo Paixão Pinto Rodrigues;2019-03-16;;Endereço da Sede;Avenida Professor Mario Werneck;621;Estoril;Belo Horizonte;MG;Brasil;30455610;;031;36158153;;031;36157155;ri@mrv.com.br
