CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Contato;Data_Inicio_Contato;Data_Fim_Contato;Tipo_Endereco;Logradouro;Complemento;Bairro;Cidade;Sigla_UF;Pais;CEP;DDI_Telefone;DDD_Telefone;Telefone;DDI_Fax;DDD_Fax;Fax;Email
02.846.056/0001-97;2021-01-01;4;113793;CCR S.A.;Flávia Godoy de Carvalho e Silva;2021-05-01;;;Av. Chedid Jaffet, 222;Bloco B, 5º Andar;Vila Olímpia;São Paulo;SP;Brasil;04551065;;11;30485955;;11;30485903;invest@grupoccr.com.br
02.846.056/0001-97;2021-01-01;4;113793;CCR S.A.;Marcus Vinícius Vieira Macedo;2009-08-03;2021-04-30;;Av Chedid Jafet 222;Bloco B - 5 Andar;Vila Olímpia;São Paulo;SP;Brasil;04551065;;11;30485941;;11;30485903;invest@grupoccr.com.br
02.860.694/0001-62;2021-01-01;5;108610;T4F ENTRETENIMENTO S.A.;André Pinheiro Veloso;2019-08-05;2021-09-07;Endereço da Sede;Avenida das Nações Unidas, 17.955;-;Santo Amaro;São Paulo;SP;Brasil;04795100;;11;35761200;;11;35761280;ri@t4f.com.br
02.860.694/0001-62;2021-01-01;5;108610;T4F ENTRETENIMENTO S.A.;Fernando Luiz Alterio;2021-09-08;;Endereço da Sede;Rua Cristiano Viana, nº 401;15º andar;Pinheiros;São Paulo;SP;Brasil;05411000;;11;35761370;;11;35761280;ri@t4f.com.br
02.916.265/0001-60;2021-01-01;1;105476;JBS S.A.;Christiane Assis;2019-05-20;;Endereço da Sede;Av. Marginal Direita do Tietê, 500;Bloco 3 - 3º andar;Vila Jaguara;São Paulo;SP;Brasil;05118100;;011;31444224;;011;31444279;ri@jbs.com.br
02.919.555/0001-67;2021-01-01;2;102638;ARTERIS S.A.;Tatiana Salgado;2015-09-14;;Endereço da Sede;Avenida Presidente Juscelino Kubtischeck 510;12 andar;Itaim Bibi;São Paulo;SP;Brasil;04543906;;011;30742404;;011;30742405;ri@arteris.com.br
02.932.074/0001-91;2021-01-01;1;103129;HYPERA S.A.;Douglas Henrique Furlan;2018-01-15;;Endereço da Sede;Av. Magalhães de Castro, 4.800;24º andar - Torre 3;Cidade Jardim;São Paulo;SP;Brasil;05502001;;11;36274206;;11;36274371;ri@hypera.com.br
02.950.811/0001-89;2021-01-01;5;112780;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Renato Barboza;2015-06-27;;;Avenida Doutor Cardoso de Melo, 1.855;6º andar;Vila Olimpia;São Paulo;SP;Brasil;04548005;;5511;21104410;;5511;21104410;RI@PDG.COM.BR
02.998.301/0001-81;2021-01-01;4;113089;RIO PARANAPANEMA ENERGIA S.A.;Kelly Cristine Barna;2021-10-06;;;Rua Funchal, 418;2º andar;Vila Olimpia;São Paulo;SP;Brasil;04551060;;11;950533669;;11;55013573;kelly.barna@ctgbr.com.br
02.998.611/0001-04;2021-01-01;2;104611;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Thiago Lopes Silva;2021-04-02;;Endereço da Sede;Av. das Nações Unidas 14171 - Torre Crystal;7º andar;Vila Gertrudes;São Paulo;SP;Brasil;04794000;;011;31387557;;011;31387161;ri@isacteep.com.br
03.014.553/0001-91;2021-01-01;2;112344;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Departamento de RI;2007-07-23;;;Rua Olimpíadas, 205;14º andar;Vila Olímpia;São Paulo;SP;Brasil;04551000;;11;21693999;;11;21693969;ri@triunfo.com
03.207.703/0001-83;2021-01-01;2;102795;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;Tatiana Salgado;2015-09-14;;Endereço da Sede;Av. Juscelino Kubitscheck, 1455;9º andar;Itaim Bibi;São Paulo;SP;Brasil;04543011;;11;30742472;;11;30742405;ri@arteris.com.br
03.220.438/0001-73;2021-01-01;1;105596;EQUATORIAL ENERGIA S.A.;Daniel Spencer Pioner;2021-02-01;;Endereço da Sede;SCS, Quadra 09, Lote C, Torre A, Parque Cidade Corporate;12º andar;Asa Sul;Brasília;DF;Brasil;70308200;;61;34261000;;61;34261000;ri@equatorialenergia.com.br
03.220.438/0001-73;2021-01-01;1;105596;EQUATORIAL ENERGIA S.A.;Thomas Newlands;2008-08-04;2020-08-14;Endereço da Sede;SCS Q. 9, Torre A, Edifício Parque Cidade Corporate;12º andar;Asa Sul;Brasília;DF;Brasil;70297400;;61;34261010;;61;34261000;ri@equatorialenergia.com.br
03.303.999/0001-36;2021-01-01;2;111922;DTCOM - DIRECT TO COMPANY S.A.;CRISTIANE DE FATIMA FIALLA;2011-01-10;;;AVENIDA DOM PEDRO II;1720;COAB;Quatro Barras;PR;Brasil;83420000;;41;36716040;;41;36719000;cristiane@dtcom.com.br
03.342.704/0001-30;2021-01-01;3;103678;PETRORECÔNCAVO S.A.;Rafael Procaci da Cunha;2021-02-23;;Endereço da Sede;Av. Luis Viana Filho, 13.223, Hangar Business Park, Torre 6;salas 611 a 620;São Cristóvão;Salvador;BA;Brasil;41500300;;71;36350207;;;;ri@petroreconcavo.com.br
03.378.521/0001-75;2021-01-01;5;113167;LIGHT S.A.;Rodrigo Vilela;2019-08-11;;;Av. Marechal Floriano 168;bloco 1 - 2 andar;Centro;Rio de Janeiro;RJ;Brasil;20080002;;21;22117032;;00;0000000000;rodrigo.vilela@light.com.br
03.467.321/0001-99;2021-01-01;3;111656;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Deborah Coutinho Gil Nunes;2019-09-03;;;Praia de Botafogo, n.º 228/13º andar;Ed. Argentina;Botafogo;Rio de Janeiro;RJ;Brasil;22250906;;21;21229521;;;;ri@energisa.com.br
03.494.776/0001-01;2021-01-01;2;110752;AMMO VAREJO S.A.;Antony José Souza Martins;2021-06-30;;Endereço da Sede;Avenida Paulista 1.754;2ª sobreloja;Cerqueira César;São Paulo;SP;Brasil;01310200;;11;21454425;;;;ri@ammovarejo.com.br
03.758.318/0001-24;2021-01-01;5;104703;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Hugo Miguel Varela Repolho;2021-05-13;;Endereço da Sede;Avenida Almirante Barroso, 52;SL 3001 e 3002;Centro;Rio de Janeiro;RJ;Brasil;20031000;;021;22111300;;021;22111300;invest@invepar.com.br
03.758.318/0001-24;2021-01-01;5;104703;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Marcelo Santos;2021-01-25;2021-05-12;Endereço da Sede;Avenida Almirante Barroso, nº 52;Sl 3001 e 3002;Centro;Rio de Janeiro;RJ;Brasil;20031000;;021;22111300;;021;22111313;marcelo.santos@invepar.com.br
03.767.538/0001-14;2021-01-01;2;105649;BRAZILIAN SECURITIES CIA SECURITIZACAO;Mauro Dutra Mediano Dias;2020-03-03;;Endereço da Sede;Av. Paulista, 1.374;17º andar;Bela Vista;São Paulo;SP;Brasil;01310100;;011;32645343;;;;ri_bs@grupopan.com
03.795.050/0001-09;2021-01-01;1;99662;TERMOPERNAMBUCO S.A.;Renato Rocha;2021-01-19;;Endereço da Sede;Praia do Flamengo, 78;10º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210030;;21;32359828;;21;32359876;ri@neoenergia.com
03.795.050/0001-09;2021-01-01;1;99662;TERMOPERNAMBUCO S.A.;Vanessa Vollet Azevedo;2015-06-08;2021-01-18;Endereço da Sede;Praia do Flamengo, 78;10º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210030;;21;32359828;;21;32359876;ri@neoenergia.com
03.802.115/0001-98;2021-01-01;3;107123;CLEAR SALE S.A.;Renan Shigueo Ikemoto;2021-04-26;;Endereço da Sede;Rua Achilles Orlando Curtolo, nº 349;Parque Industrial;Tomas Edson;São Paulo;SP;Brasil;01144010;;11;37288788;;;;ri@clear.sale
03.818.379/0001-30;2021-01-01;1;104902;Saber Serviços Educacionais S.A.;Bruno Giardino Roschel de Araujo;2020-03-02;2021-04-11;Endereço da Sede;Av. Paulista, 901;2º Andar;Bela Vista;São Paulo;SP;Brasil;01310100;;11;31337309;;11;31337309;dri@kroton.com.br
03.818.379/0001-30;2021-01-01;1;104902;Saber Serviços Educacionais S.A.;Frederico da Cunha Villa;2021-04-12;;Endereço da Sede;Av. Paulista, 901;2º Andar;Bela Vista;São Paulo;SP;Brasil;01310100;;11;31337309;;11;31337309;dri@kroton.com.br
03.847.461/0001-92;2021-01-01;1;100070;BRADESPAR S.A.;André Bernardino da Cruz Filho;2009-12-07;;Endereço da Sede;Núcleo Cidade de Deus, Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;011;36844522;;011;36845645;dac.acecustodia@bradesco.com.br
03.853.896/0001-40;2021-01-01;2;106309;MARFRIG GLOBAL FOODS S.A.;Marco Antonio Spada;2018-09-03;;Endereço da Sede;Avenida Queiroz Filho;1560;Vila Leopoldina;São Paulo;SP;Brasil;05319000;;11;37928600;;;;ri@marfrig.com.br
03.953.509/0001-47;2021-01-01;3;105888;CPFL GERACAO DE ENERGIA S.A.;Carlos Victor Pereira Sicard Cyrino;2019-06-01;;Endereço da Sede;Rua Jorge de Figueiredo Corrêa, 1632;parte;Jd Prof. Tarcília;Campinas;SP;Brasil;13087397;;19;37568458;;;;ri@cpfl.com.br
03.983.431/0001-03;2021-01-01;8;112912;EDP - ENERGIAS DO BRASIL S.A.;Marilia Barbosa Nogueira;2016-12-14;;;Rua Werner Von Siemens, 111;Prédio 22, bloco A.;Lapa de Baixo;São Paulo;SP;Brasil;05069900;;11;21855907;;11;21855920;ri@edp.com
04.032.433/0001-80;2021-01-01;1;106288;ATMA PARTICIPAÇÕES S.A.;Luciano Bressan;2019-05-30;;Endereço da Sede;Rua Alegria, 88/96;2º andar;Brás;São Paulo;SP;Brasil;03043010;;11;31315136;;11;31311931;ri@atmasa.com.br
04.065.791/0001-99;2021-01-01;1;106080;SENIOR SOLUTION S.A.;Thiago Almeida Ribeiro da Rocha;2016-03-01;;Endereço da Sede;Rua Bela Cintra, 755;7º andar;Consolação;São Paulo;SP;Brasil;01415003;;11;21824902;;11;21824954;ri@sinqia.com.br
04.069.709/0001-02;2021-01-01;2;105798;Bionexo S.A.;Luiz Felipe Machado Altenfelder Silva Telefone: (11) 3133-8100 E-mail:ri@bionexo.com.;2021-02-17;;Endereço da Sede;Avenida Juscelino Kubitschek, 1830;7° andar;Vila Nova Conceição;São Paulo;SP;Brasil;04543000;;11;31338100;;;;ri@bionexo.com
04.089.570/0001-50;2021-01-01;1;104665;ÁGUAS GUARIROBA S.A;André Pires de Oliveira Dias;2020-11-10;;Endereço da Sede;Av Brigadeiro Faria Lima, nº 1.663 - Ed. Plaza São Lourenço;1º andar, sl 1;Jardim Paulistano;São Paulo;SP;Brasil;01452001;;5511;38188150;;5511;38188166;ri@aegea.com.br
04.128.563/0001-10;2021-01-01;1;104868;AES TIETE ENERGIA SA;Departamento de Relações com Investidores;2006-10-31;;Endereço da Sede;Av. das Nações Unidas, 12.495;12o. Andar;Brooklin Paulista;São Paulo;SP;Brasil;04578000;;11;41974925;;;;ri.aesbrasil@aes.com
04.149.454/0001-80;2021-01-01;1;105714;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Marcello Guidotti;2012-05-21;;Endereço da Sede;Rua Gomes de Carvalho, nº 1.510;Conjuntos 31/32;Vila Olímpia;São Paulo;SP;Brasil;04547005;;11;37872667;;11;37872668;invest@ecorodovias.com.br
04.172.213/0001-51;2021-01-01;3;105834;CIA PIRATININGA DE FORCA E LUZ;Carlos Victor Pereira Sicard Cyrino;2019-06-01;;Endereço da Sede;Rua Jorge de Figueiredo Corrêa nº 1632;Parte;Jd. Prof. Tarcilia;Campinas;SP;Brasil;13087397;;19;37568458;;;;ri@cplf.com.br
04.233.319/0001-18;2021-01-01;2;103094;NCF PARTICIPAÇÕES S/A;André Bernardino da Cruz Filho;2001-01-18;;Endereço da Sede;Núcleo Cidade de Deus, Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36844522;;11;36845645;dac.acecustodia@bradesco.com.br
04.370.282/0001-70;2021-01-01;2;112987;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Claumir Corsi Rodrigues;2019-04-01;;;Rua Coronel Dulcídio, 800;3º andar;Batel;Curitiba;PR;Brasil;80420170;;041;0800412772;;41;33312849;acionistas@copel.com
04.423.567/0001-21;2021-01-01;1;104878;ENEVA S.A;Flavia Heller;2017-06-19;;Endereço da Sede;Praia de Botafogo nº 501, Bloco I, 4º e 6º andares;;Botafogo;Rio de Janeiro;RJ;Brasil;22250040;;21;37213030;;;;ri@eneva.com.br
04.437.534/0001-30;2021-01-01;2;112156;UNIDAS S.A.;Marco Túlio de Carvalho Oliveira - Diretor de Relações com Investidores;2018-04-06;;;Av. Raja Gabaglia, nº 1781;12º andar;Luxemburgo;Belo Horizonte;MG;Brasil;30380457;;31;33191583;;31;33191573;ri@unidas.com.br
04.752.991/0001-10;2021-01-01;1;105724;BIOMM S.A.;Bruno Daniel de Souza;2021-05-10;;Endereço da Sede;Avenida Regent;nº 705,Lote 15 ao 21;Alphaville;Nova Lima;MG;Brasil;34018000;;031;32991000;;031;32991021;bruno.souza@biomm.com
04.752.991/0001-10;2021-01-01;1;105724;BIOMM S.A.;Mirna Santiago Vieira;2019-05-08;2021-05-09;Endereço da Sede;Avenida Regent nº 705;,Lote 15 ao 21;Alphaville;Nova Lima;MG;Brasil;34018000;;31;32991000;;31;32991021;mirna.vieira@biomm.com
04.821.041/0001-08;2021-01-01;3;110753;METALFRIO SOLUTIONS S.A.;Frederico da Silveira Moraes;2021-10-01;2021-12-14;Endereço da Sede;AV. ABRAHÃO GONÇALVES BRAGA, 412;;VILA LIVIEIRO;São Paulo;SP;Brasil;04186220;;011;26279171;;011;26279196;ri@metalfrio.com.br
04.821.041/0001-08;2021-01-01;3;110753;METALFRIO SOLUTIONS S.A.;Ingrid de Oliveira;2021-12-15;;Endereço da Sede;AV. ABRAHÃO GONÇALVES BRAGA, 412;;VILA LIVIEIRO;São Paulo;SP;Brasil;04186220;;011;26279171;;011;26279196;ri@metalfrio.com.br
04.895.728/0001-80;2021-01-01;1;105602;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Daniel Spencer Pioner;2021-02-01;;Endereço da Sede;SCS, Quadra 09, Lote C, Torre A, Parque Cidade Corporate;12º andar;Asa Sul;Brasília;DF;Brasil;70308200;;61;34261000;;61;34261000;ri@equatorialenergia.com.br
04.895.728/0001-80;2021-01-01;1;105602;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Thomas Scott Newlands;2012-11-01;2020-08-14;Endereço da Sede;SCS Q. 9, Torre A, Edifício Parque Cidade Corporate;12º andar;Asa Sul;Brasília;DF;Brasil;70297400;;61;34261010;;61;34261000;ri@equatorialenergia.com.br
04.902.979/0001-44;2021-01-01;1;100696;BCO AMAZONIA S.A.;COORDENADORIA DE RELACIONAMENTO COM INVESTIDORES;2018-03-09;;Endereço da Sede;AV. PRESIDENTE VARGAS, 800;3º Andar - CORIN;Campina;Belém;PA;Brasil;66017901;;91;40083257;;91;40083812;investidores@bancoamazonia.com.br
04.913.711/0001-08;2021-01-01;2;104903;BCO ESTADO DO PARA S.A.;Alessandra Pinkovai Pereira Monteiro;2019-01-18;;Endereço da Sede;Av. Presidente Vargas, n° 251;3° andar;Campina;Belém;PA;Brasil;66010000;;091;33483383;;091;33482879;apmonteiro@banparanet.com.br
04.972.092/0001-22;2021-01-01;2;108116;GRUPO FARTURA DE HORTIFRUT S.A.;Alexandre Otomo de Almeida;2021-01-25;;Endereço da Sede;Avenida Comendador Aladino Selmi;2502 - Galpão 5;Pq. Cidade Campinas;Campinas;SP;Brasil;13069036;;19;37467015;;19;;ri@redeoba.com.br
04.992.714/0001-84;2021-01-01;2;108434;Nova Transportadora do Sudeste S.A. - NTS;Alex Sandro Monteiro Barbosa da Silva;2021-08-26;;Endereço da Sede;Praia do Flamengo, nº 200;23º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210901;;021;32509200;;021;32509200;ir@ntsbrasil.com
04.992.714/0001-84;2021-01-01;2;108434;Nova Transportadora do Sudeste S.A. - NTS;Wong Loon;2021-04-30;2021-08-25;Endereço da Sede;Praia do Flamengo, nº 200;23º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210901;;021;32509200;;021;32509200;ir@ntsbrasil.com
05.197.443/0001-38;2021-01-01;2;99810;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Mauricio Fernandes Teixeira;2021-01-04;;Endereço da Sede;Avenida Heráclito Graça;nº 406;Centro;Fortaleza;CE;Brasil;60140060;;085;992749706;;085;0000000000;ri@hapvida.com.br
05.303.439/0001-07;2021-01-01;2;109407;Unigel Participações S.A.;André Nunes Bastazini;2021-08-10;;Endereço da Sede;Avenida Engenheiro Luís Carlos Berrini, 105;11º andar;Cidade Monções;São Paulo;SP;Brasil;04571010;;11;25046001;;;;ri@unigel.com.br
05.336.882/0001-84;2021-01-01;1;102135;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;Luiz Carlos Leite;2018-12-26;;Endereço da Sede;Rua do Passeio, 38 - Torre 2;Sala 1201;Centro;Rio de Janeiro;RJ;Brasil;20021290;;021;39619400;;021;39619400;luiz.leite@celeogroup.com
05.347.060/0001-07;2021-01-01;3;112858;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;Gustavo Marini Rodrigues;2021-09-14;;;Av. Engenheiro Eusébio Stevaux, 1566;;Jurubatuba;São Paulo;SP;Brasil;04696000;;11;56944848;;;;ri@interplayers.com.br
05.495.546/0001-84;2021-01-01;2;104826;Litela Participações S.A. - Em Liquidação;Governance;2019-02-19;;Endereço da Sede;Rua da Assembleia, nº 10, 37º andar;3701;Centro;Rio de Janeiro;RJ;Brasil;20011901;;21;21285540;;21;21285500;governance@eximiacapital.com
05.721.735/0001-28;2021-01-01;2;102732;WILSON SONS LTD.;Michael Connell;2012-06-01;;Endereço da Sede;Rua Jardim Botânico, 518;4o Andar;Jardim Botânico;Rio de Janeiro;RJ;Brasil;22461000;;21;21264107;;21;21264224;ri@wilsonsons.com.br
05.730.375/0001-20;2021-01-01;3;106090;SMILES FIDELIDADE S.A.;Diogo Lopes;2021-05-27;;Endereço da Sede;Alameda Rio Negro, 585, Bloco B, Ed. Padauiri, Cjs 21 e 22;2º andar;Alphaville;Barueri;SP;Brasil;06454000;;11;48411820;;11;48712018;ri@smiles.com.br
05.799.312/0001-20;2021-01-01;3;109044;TERRA SANTA AGRO S.A.;Ivo Marcon Brum;2021-07-01;;Endereço da Sede;Praça General Gentil Falcão;108;Cidade Monções;São Paulo;SP;Brasil;04571150;;011;31373100;;011;31373114;ri@tsagro.com
05.878.397/0001-32;2021-01-01;2;113087;Aliansce Sonae Shopping Centers S.A.;Daniella de Souza Guanabara Santos;2019-08-05;;;Rua Dias Ferreira 190;3o andar, Sala 301;Leblon;Rio de Janeiro;RJ;Brasil;22431050;;021;21767272;;021;21767229;ri@alianscesonae.com.br
05.917.486/0001-40;2021-01-01;4;108455;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;André Luiz Sandoval Valente;2021-02-16;;Endereço da Sede;Rua Pequetita, 111;6º Andar;Vila Olímpia;São Paulo;SP;Brasil;04552060;;11;30353777;;;;ri@wdcnet.com.br
06.047.087/0001-39;2021-01-01;1;105504;Rede D'Or São Luiz S.A.;Otávio de Garcia Lazcano;2019-04-02;;Endereço da Sede;Rua Voluntários da Pátria, 138;sobreloja;Botafogo;Rio de Janeiro;RJ;Brasil;22270010;;21;32394700;;21;32394700;otavio.lazcano@rededor.com.br
06.057.223/0001-71;2021-01-01;3;112540;SENDAS DISTRIBUIDORA S.A.;Daniela Sabbag Papa;2020-10-05;2021-03-25;;Av. Aricanduva, 5.555, Central Administrativa Assaí;Âncora "E";Vila Matilde;São Paulo;SP;Brasil;03527000;;11;34115042;;11;;ri@assai.com.br
06.057.223/0001-71;2021-01-01;3;112540;SENDAS DISTRIBUIDORA S.A.;Gabrielle Castelo Branco Helú;2021-03-26;;;Av. Aricanduva, 5.555, Central Administrativa Assaí;Âncora "E";Vila Matilde;São Paulo;SP;Brasil;03527000;;11;34115042;;11;;ri@assai.com.br
06.164.253/0001-87;2021-01-01;3;106412;GOL LINHAS AEREAS INTELIGENTES S.A.;Richard Freeman Lark Jr.;2016-07-29;;Endereço da Sede;Praça Comandante Lineu Gomes S/N;Portaria 3;Jardim Aeroporto;São Paulo;SP;Brasil;04626020;;011;21284700;;011;50987888;ri@voegol.com.br
06.272.793/0001-84;2021-01-01;2;113031;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Daniel Spencer Pioner;2021-02-01;;;SCS, Quadra 09, Lote C, Torre A, Parque Cidade Corporate;12º andar;Asa Sul;Brasília;DF;Brasil;70308200;;61;34261000;;61;34261000;ri@equatorialenergia.com.br
06.272.793/0001-84;2021-01-01;2;113031;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Thomas Newlands;2008-08-04;2020-08-14;;SCS, Quadra 09, Lote C, Torre A, Parque Cidade Corporate;12º andar;Asa Sul;Brasília;DF;Brasil;70308200;;61;34261000;;61;34261000;ri@equatorialenergia.com.br
06.347.409/0001-65;2021-01-01;1;100064;SBF Comércio de Produtos Esportivos S.A.;Daniel Regensteiner;2020-06-18;;Endereço da Sede;Rua Hugo D'Antola;200;Lapa;São Paulo;SP;Brasil;05038090;;11;21103802;;;;ri@centauro.com.br
06.626.253/0001-51;2021-01-01;1;105391;EMPREENDIMENTOS PAGUE MENOS S.A.;E-mail: ri@pmenos.com.br / Tel: (85) 3255-5544;2011-08-12;;Endereço da Sede;Rua Senador Pompeu;nº 1520;Centro;Fortaleza;CE;Brasil;60025002;;85;32555544;;85;32311200;ri@pmenos.com.br
06.948.969/0001-75;2021-01-01;3;106317;LINX S.A.;Antonio Ramatis Fernandes Rodrigues;2020-01-21;2021-06-30;Endereço da Sede;Avenida Doutora Ruth Cardoso, nº 7221;20º andar;Pinheiros;São Paulo;SP;Brasil;05425902;;11;21031531;;11;21031531;ri@linx.com.br
06.948.969/0001-75;2021-01-01;3;106317;LINX S.A.;Rafael Martins Pereira;2021-07-01;;Endereço da Sede;Avenida Doutora Ruth Cardoso, nº 7221;20º andar;Pinheiros;São Paulo;SP;Brasil;05425902;;11;21031531;;11;21031531;ri@linx.com.br
06.977.751/0001-49;2021-01-01;3;110789;BR PROPERTIES S.A.;Andre Bergstein;2017-05-02;;;Avenida das Nações Unidas, 12.495;Torre A - 18° Andar;Brooklin Novo;São Paulo;SP;Brasil;04578000;;011;32011000;;011;32011001;ri@brpr.com.br
06.981.176/0001-58;2021-01-01;1;103784;CEMIG GERACAO E TRANSMISSAO S.A.;Antônio Carlos Vélez Braga;2011-03-01;;Endereço da Sede;Avenida Barbacena, 1200;5º Andar/B1;Santo Agostinho;Belo Horizonte;MG;Brasil;30190131;;031;35065024;;031;35065026;velez@cemig.com.br
06.981.176/0001-58;2021-01-01;1;103784;CEMIG GERACAO E TRANSMISSAO S.A.;Antônio Carlos Vélez Braga;2011-03-01;;Endereço da Sede;Avenida Barbacena, 1200;16º Andar/B1;Santo Agostinho;Belo Horizonte;MG;Brasil;30190131;;031;35065024;;031;35065026;velez@cemig.com.br
06.981.180/0001-16;2021-01-01;1;103783;CEMIG DISTRIBUICAO S.A.;Antônio Carlos Vélez Braga;2011-03-01;;Endereço da Sede;Avenida Barbacena, 1200;5º Andar/B1;Santo Agostinho;Belo Horizonte;MG;Brasil;30190131;;031;35065024;;031;35065026;velez@cemig.com.br
06.981.180/0001-16;2021-01-01;1;103783;CEMIG DISTRIBUICAO S.A.;Antônio Carlos Vélez Braga;2011-03-01;;Endereço da Sede;Avenida Barbacena, 1200;16º Andar/B1;Santo Agostinho;Belo Horizonte;MG;Brasil;30190131;;031;35065024;;031;35065026;velez@cemig.com.br
06.981.381/0001-13;2021-01-01;1;108402;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;Hadassa Stephanie Cavenaghi Corazza;2019-07-01;;Endereço da Sede;Rodovia SP 147;KM 135;Fazenda Sto Antônio;Piracicaba;SP;Brasil;13433899;;019;34298199;;019;34298199;ri@ctc.com.br
07.040.108/0001-57;2021-01-01;1;100652;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Departamento de Relação com Investidores;2000-01-19;;Endereço da Sede;Av Lauro Vieira Chaves , 1030;;Vila União;Fortaleza;CE;Brasil;60420280;;85;31011718;;;;ri@cagece.com.br
07.043.628/0001-13;2021-01-01;2;104852;CLARO TELECOM PARTICIPAÇÕES S.A.;Roberto Catalão Cardoso;2015-06-01;;Endereço da Sede;Avenida Presidente Vargas, nº 1012;11º andar;Centro;Rio de Janeiro;RJ;Brasil;20071910;;11;43132019;;21;21216474;invest@claro.com.br
07.047.251/0001-70;2021-01-01;1;104971;CIA ENERGETICA DO CEARA - COELCE;Fabio Romanin;2021-05-10;;Endereço da Sede;Av. Dr. Marcos Penteado de Ulhôa Rodrigues;939, Torre 2, Loja 1;Sitio Tamboré;Barueri;SP;Brasil;06460040;;11;21957177;;11;21957177;brasil.investorrelations@enel.com
07.047.251/0001-70;2021-01-01;1;104971;CIA ENERGETICA DO CEARA - COELCE;Isabel Regina Alcantara;2016-08-02;2021-05-07;Endereço da Sede;Rua Padre Valdevino;150;Centro;Fortaleza;CE;Brasil;60135040;;85;34534029;;85;34534947;brasil.investorrelations@enel.com
07.119.838/0001-48;2021-01-01;1;99499;BRAZIL REALTY CIA SECURIT. CRÉD. IMOBILIÁRIOS;MIGUEL MAIA MICKELBERG;2017-06-01;;Endereço da Sede;Av. Brigadeiro Faria Lima, 3600;12º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;45023445;;011;45023225;ri@cyrela.com.br
07.206.816/0001-15;2021-01-01;1;99472;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;GUSTAVO LOPES THEODOZIO;2019-12-02;;Endereço da Sede;ROD. BR 116 S/N;KM 18;JABUTI;Eusébio;CE;Brasil;61760000;;85;40055667;;85;40055598;gustavo.theodozio@mdiasbranco.com.br
07.237.373/0001-20;2021-01-01;3;110656;BCO NORDESTE DO BRASIL S.A.;SERGIO BRITO CLARK;2019-11-14;;;Av. Dr. Silas Munguba;5.700. BL C1 SUP.;Passaré;Fortaleza;CE;Brasil;60743902;;85;32993000;;85;32993649;ri_diretor@bnb.gov.br
07.253.321/0001-47;2021-01-01;1;103562;CARBOMIL SA MINER. E INDUSTRIA;CANDIDO DA SILVEIRA QUINDERÉ;1993-07-27;;Endereço da Sede;AV. DOM LUIS, 807;17o. ANDAR, SALA 01;MEIRELES;Fortaleza;CE;Brasil;60160230;;85;31989941;;85;31989960;candido@carbomil.com.br
07.282.377/0001-20;2021-01-01;3;111662;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Deborah Coutinho Gil Nunes;2019-09-03;;;Praia de Botafogo, n.º 228/13º andar;Ed. Argentina;Botafogo;Rio de Janeiro;RJ;Brasil;22250906;;21;21229521;;;;deborah.nunes@energisa.com.br
07.401.436/0001-31;2021-01-01;2;108231;ELDORADO BRASIL CELULOSE S.A.;Fernando Storchi;2021-08-13;;Endereço da Sede;Av Marginal Direita do Tiete;500;Vila Jaguara;São Paulo;SP;Brasil;05118100;;11;25050366;;11;25050366;fernando.storchi@eldoradobrasil.com.br
