CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Especie_Acao;Classe_Acao_Preferencial;Percentual_Tag_Along;Direito_Dividendo;Direito_Voto;Conversibilidade;Descricao_Voto_Restrito;Condicao_Conversibilidade_Efeito_Capital_Social;Direito_Reembolso_Capital;Restricao_Circulacao;Caracteristicas_Reembolso_Capital;Descricao_Restricao_Circulacao;Resgatavel;Hipotese_Resgate_Formula_Calculo;Condicao_Alteracao_Direitos;Outras_Caracteristicas_Relevantes
30.213.493/0001-09;2021-01-01;7;114663;TEGRA INCORPORADORA S.A.;Ordinária;;100.000000;Do resultado líquido apurado no exercício, após a dedução dos prejuízos acumulados e da provisão para o Imposto sobre a Renda, se houver, 5% serão aplicados na constituição da reserva legal, a qual não excederá o importe de 20% do capital social, observado o disposto no §1º do art. 193 da Lei 6.404/76. Do saldo ajustado na forma do art. 202 Lei 6.404/76, se existente, 25% serão atribuídos ao pagamento do dividendo obrigatório.A Assembleia Geral poderá atribuir à Reserva para Investimentos, que não excederá o capital social subscrito, importância não inferior a 5% e não superior a 75% do lucro líquido do exercício, ajustado na forma do art. 202 da Lei 6.404/76, com a finalidade de financiar a expansão das atividades da Companhia e/ou de suas sociedades controladas e coligadas, inclusive através da subscrição de aumentos de capital.O saldo do lucro líquido ajustado, se houver, terá a destinação que lhe for atribuída pela Assembleia Geral.;Pleno;N;;;S;N;Observado o disposto no artigo 45 da Lei 6.404/76, o valor do reembolso a ser pago aos acionistas dissidentes terá por base o valor patrimonial da Companhia.;;;;Nos termos da Lei 6.404/76, nem o Estatuto Social nem as deliberações tomadas em assembleia, poderão privar os acionistas dos direitos de (i) participar dos lucros sociais, (ii) participar do acervo da Companhia, em caso de liquidação (iii) fiscalizar a gestão da Companhia, nos termos da Lei 6.404/76 (iv) preferência para a subscrição de ações, debêntures conversíveis em ações e bônus de subscrição, ressalvadas as exceções previstas na Lei 6.404/76 e (v) retirar-se da Companhia. No que diz respeito à preferência para a subscrição de ações, debêntures conversíveis e bônus de subscrição, o Estatuto Social dispõe que a Companhia poderá reduzir ou excluir o prazo para o exercício do direito de preferência na emissão desses valores mobiliários cuja colocação seja feita mediante venda em bolsa de valores, subscrição pública ou permuta por ações em oferta pública obrigatória de aquisição de controle. Não haverá direito de preferência na outorga e no exercício de opção de compra de ações.;Não há outras características relevantes além das já aqui divulgadas.
30.219.233/0001-40;2021-01-01;1;104892;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-REBEL;Ordinária;;0.000000;;;;;;;;;;;;;Item facultativo nos termos da ICVM nº 480/09.
30.306.294/0001-45;2021-01-01;12;114576;BCO BTG PACTUAL S.A.;Ordinária;;100.000000;Nos termos do art. 35 do Estatuto Social do Banco BTG Pactual: "A Companhia distribuirá, a título de dividendo obrigatório, 1% do lucro líquido do exercício, entre todas as ações, em cada exercício social, ajustado nos termos do artigo 202 da Lei nº 6.404/76." As ações preferenciais do Banco BTG Pactual não têm direito a qualquer prioridade na distribuição dos lucros, dela participando pro rata entre si e com as ações ordinárias.;Pleno;N;;;N;N;;;;;Não aplicável;
30.306.294/0001-45;2021-01-01;12;114576;BCO BTG PACTUAL S.A.;Preferencial;Preferencial Classe A;100.000000;Nos termos do art. 35 do Estatuto Social do Banco BTG Pactual: "A Companhia distribuirá, a título de dividendo obrigatório, 1% do lucro líquido do exercício, entre todas as ações, em cada exercício social, ajustado nos termos do artigo 202 da Lei nº 6.404/76." As ações preferenciais do Banco BTG Pactual não têm direito a qualquer prioridade na distribuição dos lucros, dela participando pro rata entre si e com as ações ordinárias.;Sem Direito;N;;;S;N;As ações preferenciais, classe A conferem aos seus titulares o direito de prioridade no reembolso do capital, sem prêmio, nos termos do artigo 17, inciso II, da Lei nº 6.404/76.;;;;Nos termos do art. 136, §1º da Lei 6.404/76, a alteração dos direitos, preferências e vantagens assegurados pelas ações preferenciais da Companhia depende de prévia aprovação ou da ratificação, em prazo improrrogável de um ano, por titulares de mais da metade de cada classe de ações preferenciais prejudicadas, reunidos em assembléia especial convocada pelos administradores e instalada com as formalidades da referida Lei.;
30.306.294/0001-45;2021-01-01;12;114576;BCO BTG PACTUAL S.A.;Preferencial;Preferencial Classe B;100.000000;Nos termos do art. 35 do Estatuto Social do Banco BTG Pactual: "A Companhia distribuirá, a título de dividendo obrigatório, 1% do lucro líquido do exercício, entre todas as ações, em cada exercício social, ajustado nos termos do artigo 202 da Lei nº 6.404/76." As ações preferenciais do Banco BTG Pactual não têm direito a qualquer prioridade na distribuição dos lucros, dela participando pro rata entre si e com as ações ordinárias.;Sem Direito;S;;As ações preferenciais classe B: 1. serão conversíveis em ações ordinárias, mediante simples pedido por escrito de seu titular ou do Banco BTG Pactual, sem necessidade de deliberação e reunião de conselho ou acionista, desde que (i) tal conversão ocorra por ocasião da emissão de novas ações pelo Banco BTG Pactual, dentro ou não do limite do capital autorizado (salvo se o acionista a converter seja BTG Pactual Holdin S.A.), (ii) após a conversão, BTG Pactual Holding S.A. (ou sociedade que venha a lhe suceder a qualquer título, inclusive por força de incorporação, fusão, cisão ou outro tipo de reorganização societária) continue detendo, direta ou indiretamente, mais do que 50% das ações ordinárias de emissão do Banco BTG Pactual e (iii). seja sempre observado o disposto no artigo 42 do estatuto social do Banco BTG Pactual.;S;N;As ações preferenciais, classe B, conferem aos seus titulares o direito de prioridade no reembolso do capital, sem prêmio, nos termos do artigo 17, inciso II, da Lei nº 6.404/76.;;;;Nos termos do art. 136, §1º da Lei 6.404/76, a alteração dos direitos, preferências e vantagens assegurados pelas ações preferenciais da Companhia depende de prévia aprovação ou da ratificação, em prazo improrrogável de um ano, por titulares de mais da metade de cada classe de ações preferenciais prejudicadas, reunidos em assembléia especial convocada pelos administradores e instalada com as formalidades da referida Lei.;
30.418.658/0001-89;2021-01-01;1;105017;COMPANHIA SECURITIZADORA DE CRÉD. FINANCEIROS VERT-NEXOOS;Ordinária;;0.000000;;;;;;;;;;;;;Item facultativo nos termos da ICVM nº 480/09.
30.540.991/0001-66;2021-01-01;3;106479;HAGA S.A. INDUSTRIA E COMERCIO;Ordinária;;0.000000;NAO;Pleno;N;;;S;N;NA FORMA DA LEI;;;;NÃO HA PREVISAO;NÃO HÁ
30.540.991/0001-66;2021-01-01;3;106479;HAGA S.A. INDUSTRIA E COMERCIO;Preferencial;;0.000000;GOZAM COMO VANTAGEM O DIREITO À PERCEPÇAO DE DIVIDENDOS NO MINIMO 10% MAIORES QUE OS ATRIBUIDOS ÀS AÇÕES ORDINARIAS;Sem Direito;N;;;S;N;PRIORIDADE EM RELAÇÃO ÀS ORDINARIAS;;;;NÃO HÁ PREVISÃO;NÃO EXISTEM
30.545.324/0001-76;2021-12-31;1;105179;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-RECARG;Ordinária;;0.000000;;Pleno;N;;;N;N;;;;;;
30.723.886/0001-62;2021-01-01;11;113853;BANCO MODAL S.A.;Ordinária;;100.000000;Os acionistas têm direito a receber, como dividendo obrigatório, em cada exercício, um percentual equivalente a, no mínimo, 25% (vinte e cinco por cento) do lucro líquido do exercício. Tal dividendo não será obrigatório no exercício social em que a administração informar à Assembleia Geral que tal distribuição é incompatível com a situação financeira do Banco.;Pleno;S;;Os acionistas podem, a qualquer tempo, converter ações da espécie ordinária em preferencial, à razão de 1 (uma) ação preferencial para 1 (uma) ação ordinária, desde que integralizadas, observado o limite legal. Os pedidos de conversão deverão ser encaminhados por escrito à Diretoria, que os submeterá para deliberação do Conselho de Administração.;S;N;Qualquer acionista do Banco dissidente de certas deliberações tomadas em assembleia geral poderá retirar-se do Banco, mediante o reembolso do valor de suas ações, com base no valor patrimonial. De acordo com a Lei das Sociedades por Ações, o direito de retirada poderá ser exercido, dentre outras, nas seguintes circunstâncias: (i) cisão do Banco (ii) redução do dividendo mínimo obrigatório do Banco (iii) mudança do objeto social do Banco (iv) fusão ou incorporação do Banco em outra sociedade e (v) participação do Banco em um grupo de sociedades.;;;;Competência privativa da assembleia geral do Banco para deliberação que altera os dispositivos do estatuto social. De acordo com a Lei das S.A., nem o estatuto social nem a assembleia geral poderão privar o acionista dos direitos de: (i) participar dos lucros sociais (ii) participar do acervo do Banco, em caso de liquidação (iii) fiscalizar, na forma prevista nesta Lei, a gestão dos negócios sociais (iv) preferência para a subscrição de ações, partes beneficiárias conversíveis em ações, debêntures conversíveis em ações e bônus de subscrição, observado o disposto nos artigos 171 e 172 da Lei das S.A. e (v) retirar-se de sociedade nos casos previstos na referida lei.;A Alienação de Controle do Banco, tanto por meio de uma única operação, como por meio de operações sucessivas, deverá ser contratada sob a condição, suspensiva ou resolutiva, de que o Adquirente se obrigue a efetivar OPA dos demais acionistas do Banco, observando as condições e os prazos previstos na legislação vigente e no Regulamento do Nível 2, de forma a assegurar-lhes tratamento igualitário àquele dado ao Acionista Controlador Alienante.
30.723.886/0001-62;2021-01-01;11;113853;BANCO MODAL S.A.;Preferencial;;100.000000;Os acionistas têm direito a receber, como dividendo obrigatório, em cada exercício, um percentual equivalente a, no mínimo, 25% (vinte e cinco por cento) do lucro líquido do exercício. Tal dividendo não será obrigatório no exercício social em que a administração informar à assembleia geral que tal distribuição é incompatível com a situação financeira do Banco.;Restrito;N;Os titulares de ações preferenciais têm direito a voto nas deliberações sobre as seguintes matérias: (i) transformação, incorporação, fusão ou cisão do Banco (ii) aprovação de contratos entre o Banco e seu acionista controlador, diretamente ou por meio de terceiros, assim como de outras sociedades nas quais o acionista controlador tenha interesse, sempre que, por força de disposição legal ou do estatuto social, sejam deliberadas em Assembleia Geral (iii) avaliação de bens destinados à integralização de aumento de capital do Banco (iv) escolha de instituição ou empresa especializada para determinação do valor econômico do Banco para fins da OPA prevista no Artigo 40 do estatuto social e (v) alteração ou revogação de dispositivos estatutários que alterem ou modifiquem quaisquer das exigências previstas no item 4.1 do Regulamento do Nível 2, ressalvado que esse direito a voto prevalecerá enquanto estiver em vigor Contrato de Participação no Nível 2 de Governança Corporativa.;;S;N;Nos termos do artigo 5º, parágrafo 2º, do estatuto social do Banco, as ações preferenciais asseguram aos seus titulares direito a prioridade no reembolso do capital em caso de liquidação do Banco. Além disso, o valor de reembolso das ações, a ser pago pelo Banco aos acionistas dissidentes de deliberação da Assembleia Geral que tenham exercido direito de retirada, deverá corresponder ao valor econômico de tais ações, a ser apurado em avaliação aceita nos termos dos parágrafos 3º e 4º do artigo 45 da Lei das S.A., sempre que tal valor for inferior ao valor patrimonial contábil constante do último balanço aprovado pela Assembleia Geral. De acordo com a Lei das Sociedades por Ações, o direito de retirada poderá ser exercido, dentre outras, nas seguintes circunstâncias: (i) cisão do Banco (ii) redução do dividendo mínimo obrigatório do Banco (iii) mudança do objeto social do Banco (iv) fusão ou incorporação do Banco em outra sociedade e (v) participação do Banco em um grupo de sociedade;;;;Competência privativa da assembleia geral do Banco para deliberação que altera os dispositivos do estatuto social. De acordo com a Lei das Sociedades por Ações, nem o estatuto social nem a assembleia geral poderão privar o acionista dos direitos de: (i) participar dos lucros sociais (ii) participar do acervo do Banco, em caso de liquidação (iii) fiscalizar, na forma prevista nesta Lei, a gestão dos negócios sociais (iv) preferência para a subscrição de ações, partes beneficiárias conversíveis em ações, debêntures conversíveis em ações e bônus de subscrição, observado o disposto nos artigos 171 e 172 da Lei das Sociedades por Ações e (v) retirar-se de sociedade nos casos previstos na referida lei.;A Alienação de Controle do Banco, tanto por meio de uma única operação, como por meio de operações sucessivas, deverá ser contratada sob a condição, suspensiva ou resolutiva, de que o Adquirente se obrigue a efetivar OPA dos demais acionistas do Banco, observando as condições e os prazos previstos na legislação vigente e no Regulamento do Nível 2, de forma a assegurar-lhes tratamento igualitário àquele dado ao Acionista Controlador Alienante. Para mais informações, vide item 18.12 deste Formulário de Referência.
31.001.230/0001-07;2021-01-01;2;109028;CELEO REDES TRANSMISSÃO DE ENERGIA S.A.;Certificados de Depósito de Valores Mobiliários;;0.000000;Conforme Anexo 24 da Instrução da CVM nº 480, de 7 de dezembro de 2009, conforme alterada, o preenchimento deste item é facultativo para emissores registrados na categoria "B".;;;;;;;;;;;;
31.468.139/0001-98;2021-01-01;1;104692;CASA DE PEDRA SECURITIZADORA DE CREDITO S/A;;;0.000000;Item facultativo para emissores categoria B, nos termos da Instrução CVM 480.;;;;;;;;;;;;
31.553.627/0001-01;2021-01-01;9;114468;GRUPO TOKY S.A.;Ordinária;;100.000000;Direito ao dividendo obrigatório, em cada exercício social, equivalente a 25,0% do lucro líquido ajustado nos termos do artigo 202 da Lei das Sociedades por Ações.;Pleno;N;;;S;N;No caso de liquidação da Companhia, após pagar todas as suas obrigações, os acionistas receberão os pagamentos relativos ao reembolso do capital investido na proporção de suas respectivas participações no capital social. Qualquer acionista dissidente de certas deliberações tomadas em assembleia geral poderá retirar-se do quadro acionário, mediante o reembolso do valor de suas ações, com base no valor patrimonial, nos termos do artigo 45 da Lei das Sociedades por Ações, desde que ocorra qualquer uma das hipóteses expressamente previstas nos incisos I a VI e IX do artigo 136 na Lei das Sociedades por Ações. O direito de retirada deverá ser exercido no prazo de 30 dias, contados da publicação da ata da assembleia geral que tiver aprovado o ato que deu origem ao recesso, nos termos do artigo 137, IV da Lei das Sociedades por Ações.;;;;Pela Lei das Sociedades por Ações, nem o estatuto social da Companhia, nem as deliberações adotadas pelos acionistas em Assembleia Geral da Companhia podem privar seus acionistas dos seguintes direitos: (i) direito a participar da distribuição dos lucros (ii) direito a participar, na proporção da sua participação no capital social, da distribuição de quaisquer ativos remanescentes na hipótese de liquidação da Companhia (iii) direito de preferência na subscrição de ações, debêntures conversíveis em ações ou bônus de subscrição, exceto em determinadas circunstâncias previstas na Lei das Sociedades por Ações (iv) direito de fiscalizar, na forma prevista ne Lei das Sociedades por Ações, a gestão dos negócios sociais (v) o direito de votar nas assembleias gerais e (vi) direito a retirar-se da Companhia, nos casos previstos na Lei das Sociedades por Ações.;Não aplicável
31.701.408/0001-14;2021-01-01;9;113729;ATHENA SAÚDE BRASIL SA;Ordinária;;100.000000;Aos acionistas da Companhia é assegurado o direito ao recebimento de um dividendo obrigatório anual não inferior a 25% do lucro líquido do exercício, diminuído ou acrescido dos seguintes valores: (i) importância destinada à constituição de reserva legal e (ii) importância destinada à formação de reserva para contingências e reversão das mesmas reservas formadas em exercícios anteriores. O pagamento do dividendo obrigatório poderá ser limitado ao montante do lucro líquido realizado, nos termos da lei.;Pleno;N;;;S;N;Observado o disposto no artigo 45 da Lei das Sociedades por Ações, o valor do reembolso a ser pago aos acionistas dissidentes terá por base o valor patrimonial, constante do último balanço aprovado pela Assembleia Geral.;;;;Competência privativa da Assembleia Geral da Companhia para deliberação que altera os dispositivos do Estatuto Social, incluindo mudanças nos direitos conferidos às ações de sua emissão, nos termos do artigo 9º do Estatuto Social.;A Companhia solicitou a admissão de suas ações à negociação no segmento do Novo Mercado da B3.De acordo com o Regulamento do Novo Mercado, a saída voluntária do Novo Mercado somente será deferida pela B3 caso seja precedida de oferta pública de aquisição de ações ("OPA") realizada dentro do previsto na regulamentação editada pela CVM sobre OPAs para cancelamento de registro de companhia aberta. A realização da OPA pode ser dispensada por meio de aprovação em assembleia geral. A OPA deve possuir preço justo, baseado em laudo de avaliação, na forma estabelecida pela legislação societária. Além disso, os acionistas titulares de mais de 1/3 (um terço) das ações em circulação deverão aceitar a OPA ou concordar expressamente com a saída do segmento sem efetuar a venda das ações.
31.748.174/0001-60;2021-01-01;6;113667;VERO S.A.;Ordinária;;100.000000;Direito ao dividendo obrigatório, em cada exercício social, equivalente a 25,0% do lucro líquido ajustado nos termos do artigo 202 da Lei das Sociedades por Ações.;Pleno;N;;;S;N;No caso de liquidação da Companhia, após pagar todas as suas obrigações, os acionistas receberão os pagamentos relativos ao reembolso do capital investido na proporção de suas respectivas participações no capital social. Qualquer acionista dissidente de certas deliberações tomadas em assembleia geral poderá retirar-se do quadro acionário, mediante o reembolso do valor de suas ações, com base no valor patrimonial, nos termos do artigo 45 da Lei das Sociedades por Ações, desde que ocorra qualquer uma das hipóteses expressamente previstas nos incisos I a VI e IX do artigo 136 na Lei das Sociedades por Ações. O direito de retirada deverá ser exercido no prazo de 30 dias, contados da publicação da ata da assembleia geral que tiver aprovado o ato que deu origem ao recesso, nos termos do artigo 137, IV da Lei das Sociedades por Ações.;;;;Pela Lei das Sociedades por Ações, nem o estatuto social da Companhia, nem as deliberações adotadas pelos acionistas em Assembleia Geral da Companhia podem privar seus acionistas dos seguintes direitos: (i) direito a participar da distribuição dos lucros (ii) direito a participar, na proporção da sua participação no capital social, da distribuição de quaisquer ativos remanescentes na hipótese de liquidação da Companhia (iii) direito de preferência na subscrição de ações, debêntures conversíveis em ações ou bônus de subscrição, exceto em determinadas circunstâncias previstas na Lei das Sociedades por Ações (iv) direito de fiscalizar, na forma prevista ne Lei das Sociedades por Ações, a gestão dos negócios sociais (v) o direito de votar nas assembleias gerais e (vi) direito a retirar-se da Companhia, nos casos previstos na Lei das Sociedades por Ações.;Não aplicável
31.907.982/0001-23;2021-01-01;2;110321;FILADÉLFIA SECURITIZADORA S/A;Ordinária;;0.000000;;;;;;;;;;;;Este Item deixa de ser apresentado pelo fato de se referir a campos facultativos para o emissorregistrado na categoria "B", não havendo comentários específicos a serem apresentados.;Este Item deixa de ser apresentado pelo fato de se referir a campos facultativos para o emissorregistrado na categoria "B", não havendo comentários específicos a serem apresentados.
32.161.500/0001-00;2021-01-01;1;105169;CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;Ordinária;;0.000000;;;;;;;;;;;;;
32.372.085/0001-25;2021-01-01;1;105355;COBUCCIO SECURITIZADORA DE CRÉDITOS S.A.;Ordinária;;0.000000;Este Item deixa de ser apresentado pelo fato de se referir a campos facultativos para o emissor registrado na categoria "B", não havendo comentários específicos a serem apresentados.;;;;;;;;;;;Este Item deixa de ser apresentado pelo fato de se referir a campos facultativos para o emissor registrado na categoria "B", não havendo comentários específicos a serem apresentados.;Este Item deixa de ser apresentado pelo fato de se referir a campos facultativos para o emissor registrado na categoria "B", não havendo comentários específicos a serem apresentados.
32.681.371/0001-72;2021-01-01;5;113530;VIX LOGÍSTICA S.A.;Ordinária;;100.000000;O Estatuto Social determina que a Companhia distribua obrigatoriamente aos seus acionistas dividendos correspondentes a, no mínimo, 25% do lucro líquido ajustado apurado no exercício social anterior, observada a Política de Distribuição de Dividendos. A Política de Distribuição de Dividendos determina o pagamento de, no máximo, 30% do lucro líquido ajustado apurado no exercício social anterior, a título de dividendos.;Pleno;N;;;S;N;Qualquer um dos acionistas da Companhia dissidente de certas deliberações tomadas em assembleia geral poderá retirar-se da Companhia, mediante o reembolso do valor de suas ações, com base no valor patrimonial. De acordo com a Lei das Sociedades por Ações, o direito de retirada poderá ser exercido, dentre outras, nas seguintes circunstâncias: (i) cisão da Companhia (ii) redução do dividendo mínimo obrigatório da Companhia (iii) mudança do objeto social da Companhia (iv) fusão ou incorporação da Companhia em outra sociedade (v) participação da Companhia em um grupo de sociedades.;;;;De acordo com a Lei das Sociedades por Ações, nem o estatuto social nem a assembleia-geral poderão privar o acionista dos direitos de: (i) participar dos lucros sociais (ii) participar do acervo da companhia, em caso de liquidação (iii) fiscalizar, na forma prevista nesta Lei, a gestão dos negócios sociais (iv) preferência para a subscrição de ações, partes beneficiárias conversíveis em ações, debêntures conversíveis em ações e bônus de subscrição, observado o disposto nos artigos 171 e 172 e (v) retirar-se da sociedade nos casos previstos na referida lei.;Não há.
32.770.457/0001-71;2021-01-01;1;105002;CIA. SECURITIZADORA DE CREDITOS FINANCEIROS VERT-GYRA;;;0.000000;;;;;;;;;;;;;Item facultativo nos termos da Instrução CVM nº 480/09
32.785.497/0001-97;2021-01-01;16;121234;NATURA &CO HOLDING S.A.;Ordinária;;100.000000;Nosso Estatuto Social fixou o percentual mínimo que deve ser pago aos acionistas a título de dividendos obrigatórios equivalente a 30% (trinta por cento) do lucro líquido anual ajustado.;Pleno;N;;;S;N;Nos casos previstos em lei, o acionista dissidente de deliberações tomadas em assembleia geral poderá retirar-se da nossa Companhia, mediante o reembolso do valor patrimonial de suas ações, conforme previsto no artigo 45 da Lei das S.A. As possibilidades para exercício do direito de retirada pelo acionista estão contidas nos incisos I a VI e IX do artigo 136 da Lei das S.A. e não serão aplicáveis caso nossas ações possuam dispersão e liquidez, nos termos do artigo 137, II, a e b, da Lei das S.A.;;;;Não há previsão de condições para alteração dos direitos assegurados pelas ações emitidas por nós, observados os direitos já assegurados pela Lei das S.A., nosso Estatuto Social e no Regulamento de Listagem do Novo Mercado.No entanto, em relação ao direito de preferência, nosso Estatuto Social prevê possibilidade em que este pode deixar de ser observado na hipótese de outorga de opções de compra ou subscrição de ações, de acordo com os planos ou programas aprovados em Assembleia Geral, a seus administradores e empregados, assim como aos administradores e empregados de outras sociedades que sejam controladas, direta ou indiretamente, por nós.Ademais, a critério do Conselho de Administração, poderá ser excluído ou reduzido o prazo para o exercício do direito de preferência nas emissões de ações, bônus de subscrição e debêntures conversíveis, cuja colocação seja feita mediante venda em bolsa ou por subscrição pública ou em oferta pública de aquisição de controle.;Não há outras características relevantes a informar.
32.803.503/0001-91;2021-01-01;2;107546;ENTALPIA PARTICIPAÇÕES S.A.;Ordinária;;100.000000;É assegurado aos acionistas o direito ao recebimento de dividendo obrigatório anual não inferior a 25% do lucro líquido ajustado, observado o disposto na Lei nº 6.404, de 15 de dezembro de 1976, conforme alterada ("Lei das Sociedades por Ações") e no Estatuto Social da Companhia.;Pleno;N;;;S;N;No caso de liquidação da Companhia, os acionistas receberão os pagamentos relativos ao remanescente do capital social, na proporção da sua participação no capital social, após o pagamento de todas as obrigações da Companhia. Os acionistas que dissentirem de certas deliberações tomadas em Assembleia Geral poderão retirar-se da Companhia, nos termos previstos na Lei das Sociedades por Ações. Para fins de reembolso, o valor da ação terá por base o valor patrimonial, constante do último balanço aprovado pela Assembleia Geral.;;;;De acordo com a Lei das Sociedades por Ações, nem o estatuto social nem a assembleia geral poderão privar o acionista dos direitos de: (i) participar dos lucros sociais (ii) participar do acervo da companhia, em caso de liquidação (iii) fiscalizar, na forma prevista nesta Lei das Sociedades por Ações, a gestão dos negócios sociais (iv) preferência para a subscrição de ações, partes beneficiárias conversíveis em ações, debêntures conversíveis em ações e bônus de subscrição, observado o disposto nos artigos 171 e 172 da Lei das Sociedades por Ações e (v) retirar-se da sociedade nos casos previstos na Lei das Sociedades por Ações.;De acordo com a Lei das Sociedades por Ações, a regulamentação vigente e o Estatuto Social, a realização de oferta pública de aquisição de ações é exigida nas hipóteses de alienação de controle e cancelamento de registro de companhia aberta.
33.000.167/0001-01;2021-01-01;28;113911;PETROLEO BRASILEIRO S.A. PETROBRAS;Ordinária;;100.000000;Todas as classes de ações da Petrobras, ordinárias e preferenciais, têm direito a dividendos.;Pleno;N;;;S;N;Os acionistas detentores de ações ordinárias terão direito ao reembolso do valor de suas ações nas hipóteses previstas na legislação aplicável, de acordo com os termos e prazos nela previstos.;;;;Os direitos não assegurados por lei só podem ser alterados por Assembleia Geral dos Acionistas.;Vide item 18.12 deste Formulário.
33.000.167/0001-01;2021-01-01;28;113911;PETROLEO BRASILEIRO S.A. PETROBRAS;Preferencial;;100.000000;Todas as classes de ações da Petrobras, ordinárias e preferenciais, têm direito a dividendos. As ações preferenciais terão prioridade no recebimento dos dividendos, no mínimo, de 5% calculado sobre a parte do capital representada por essa espécie de ações, ou de 3% do valor do patrimônio líquido da ação, prevalecendo sempre o maior. As ações preferenciais participarão, não cumulativamente, em igualdade de condições com as ações ordinárias, na distribuição dos dividendos, quando superiores ao percentual mínimo que lhes é assegurado.;Sem Direito;N;;;S;N;As ações preferenciais terão prioridade no caso de reembolso do capital, no mínimo, de 5% calculado sobre a parte do capital representada por essa espécie de ações, ou de 3% do valor do patrimônio líquido da ação, prevalecendo sempre o maior, participando, em igualdade com as ações ordinárias, nos aumentos do capital social decorrentes de incorporação de reservas e lucros.;;;;Os direitos não assegurados por lei só podem ser alterados por Assembleia Geral dos Acionistas.;Vide item 18.12 deste Formulário
33.014.556/0001-96;2021-01-01;7;110527;LOJAS AMERICANAS S.A.;Ordinária;;100.000000;Após as deduções referidas no artigo 28 do Estatuto Social da Companhia e sobre o lucro líquido assim apurado, serão levados 5% à reserva legal, reserva essa que não excederá de 20% do capital social. Nos termos do artigo 30 do Estatuto Social da Companhia será distribuída aosacionistas, como dividendos, pelo menos a importância correspondente a 25% do lucro líquido do exercício, devidamente ajustado de acordo com a Lei, cabendo à Assembleia Geral aprovar a forma e a data dos respectivos pagamentos, mediante proposta do Conselho de Administração. Osdividendos não vencerão juros e os não recebidos prescreverão no prazo da Lei. Nos termos do artigo 31 do Estatuto Social da Companhia, o Conselho de Administração está autorizado a declarar dividendos à conta de lucros apurados em conformidade com os balanços intermediários mencionados no artigo 27, ou ainda na forma do § 2º do artigo 204 da Lei nº 6404, de 15/12/76.;Pleno;S;;;S;N;As características de reembolso de capital são as previstas na Lei n.6.404/76 e demais regras aplicáveis, observada ainda a prioridade de recebimento dos acionistas preferenciais.;;;;Não há condições para alteração dos direitos assegurados além das legalmente previstas.;Não aplicável
33.014.556/0001-96;2021-01-01;7;110527;LOJAS AMERICANAS S.A.;Preferencial;;100.000000;As ações preferenciais terão prioridade no recebimento de dividendos. Após as deduções referidas no artigo 28 do Estatuto Social da Companhia e sobre o lucro líquido assim apurado, serão levados 5% à reserva legal, reserva essa que não excederá de 20% do capital social. Nos termos do artigo 30 do Estatuto Social da Companhia será distribuída aos acionistas, como dividendos, pelo menos a importância correspondente a 25% do lucro líquido do exercício, devidamente ajustado de acordo com a Lei, cabendo à Assembleia Geral aprovar a forma e a data dos respectivos pagamentos, mediante proposta do Conselho de Administração. Os dividendos não vencerão juros e os não recebidos prescreverão no prazo da Lei. Nos termos do artigo 31 do Estatuto Social da Companhia o Conselho de Administração está autorizado a declarar dividendos à conta de lucros apurados em conformidade com os balanços intermediários mencionados no artigo 27, ou ainda na forma do § 2º do artigo 204 da Lei nº 6404, de 15/12/76.;Sem Direito;N;;;S;N;As ações preferenciais terão prioridade no reembolso de capital. As características de reembolso de capital são as previstas na Lei n.6.404/76 e demais regras aplicáveis.;;;;Não há condições para alteração dos direitos assegurados além das legalmente previstas.;Não aplicável.
