CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Sociedade;Razao_Social;CNPJ;Tipo_Sociedade;Descricao_Atividades;Pais_Sede;UF_Sede;Municipio_Sede;Participacao_Emissor;Possui_Registro_CVM;Codigo_CVM;Razao_Aquisicao_Manutencao;Data_Valor_Mercado;Data_Valor_Contabil;Valor_Mercado;Valor_Contabil
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671878;CCISA51 INCORPORADORA LTDA;30053908000124;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;RJ;Rio de Janeiro;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;19795080.79
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671879;CCISA52 INCORPORADORA LTDA.;29812372000102;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;273.20
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671880;CCISA53 Incorporadora Ltda;30222513000108;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;50.00000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;0.00
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671881;CCISA54 INCORPORADORA LTDA.;31312208000170;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;23357725.70
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671882;CCISA55 INCORPORADORA LTDA;30243714000191;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;18726541.83
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671883;CCISA56 INCORPORADORA LTDA.;32282981000101;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;572.00
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671884;CCISA57 INCORPORADORA LTDA;30222174000160;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;1930.12
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671885;CCISA58 INCORPORADORA LTDA.;31109703000186;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia.;;2020-12-31;0.00;55933.08
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671886;CCISA59 INCORPORADORA LTDA;30244782000175;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;15263652.54
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671887;CCISA60 INCORPORADORA LTDA;30319382000181;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;4607355.06
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671888;CCISA61 INCORPORADORA LTDA;30244480000105;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;390651.35
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671889;CCISA62 INCORPORADORA LTDA.;31831294000127;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;30553632.72
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671890;CCISA63 INCORPORADORA LTDA;30234572000104;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;4879262.33
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671891;CCISA64 INCORPORADORA LTDA;35576105000178;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia.;;2020-12-31;0.00;604351.51
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671892;CCISA65 INCORPORADORA LTDA;35144890000190;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;RJ;Rio de Janeiro;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;17894.50
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671893;CCISA66 INCORPORADORA LTDA.;35768752000181;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia.;;2020-12-31;0.00;17430767.79
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671894;CCISA67 INCORPORADORA LTDA;35220308000127;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;5283914.81
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671895;CCISA68 INCORPORADORA LTDA.;35933247000145;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios.;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia.;;2020-12-31;0.00;2349479.84
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671896;CCISA69 INCORPORADORA LTDA.;35145659000110;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;2490866.88
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671897;CCISA70 INCORPORADORA LTDA.;32272699000135;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;RJ;Rio de Janeiro;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;8960550.15
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671898;CCISA71 INCORPORADORA LTDA.;33656553000156;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;13938232.87
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671899;CCISA72 INCORPORADORA LTDA.;32289323000133;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;RJ;Rio de Janeiro;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;156679.89
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671900;CCISA73 INCORPORADORA LTDA.;32778737000126;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;2999037.37
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671901;CCISA74 INCORPORADORA LTDA;32289226000140;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;672555.62
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671902;CCISA75 INCORPORADORA LTDA.;35578063000104;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;344719.34
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671903;CCISA76 INCORPORADORA LTDA.;35574794000181;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;5485803.77
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671904;CCISA77 INCORPORADORA LTDA.;35933230000198;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;1902982.19
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671905;CCISA78 INCORPORADORA LTDA;35145447000133;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;2157328.54
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671906;CCISA79 INCORPORADORA LTDA.;35577722000198;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;3539840.82
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671907;CCISA80 INCORPORADORA LTDA;38260570000193;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;50.00000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;-90.39
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671908;CCISA81 INCORPORADORA LTDA;36437521000158;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia.;;2020-12-31;0.00;31630.40
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671909;CCISA82 INCORPORADORA LTDA;39847874000114;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;99.90000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;47.25
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671910;CCISA83 Incorporadora Ltda;37806784000150;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;99.90000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;302106.17
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671911;CCISA84 Incorporadora Ltda;37806405000121;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;99.90000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;95.29
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671912;CCISA86 INCORPORADORA LTDA;36437560000155;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia.;;2020-12-31;0.00;387090.69
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671913;CCISA87 Incorporadora Ltda;37805170000153;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;99.90000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;82353.30
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671914;CCISA88 Incorporadora Ltda;38164974000183;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;99.90000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;21214.59
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671915;CCISA89 Incorporadora Ltda;37804765000194;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;99.90000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;128300.50
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671916;CCISA90 Incorporadora Ltda;37806719000124;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;99.90000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;4102027.56
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671917;CCISA91 INCORPORADORA LTDA;36437570000190;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia.;;2020-12-31;0.00;33687.66
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671918;CCISA97 INCORPORADORA LTDA;39960633000187;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;100.00000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;1000.00
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671919;CCISA98 INCORPORADORA LTDA;39961282000129;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;100.00000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;1000.00
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671920;CCISA99 INCORPORADORA LTDA;39961978000155;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;100.00000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;1000.00
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671921;CCSISA85 INCORPORADORA LTDA;36437516000145;Controlada;Incorporação de empreendimentos imobiliários e Construção de edifícios;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia.;;2020-12-31;0.00;31783.44
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671922;CHILLAN INVESTIMENTOS IMOBILIÁRIOS LTDA.;12263223000120;Coligada;Incorporação de empreendimentos imobiliários;Brasil;SP;São Paulo;50.00000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;8279073.82
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671923;CURY PARTICIPAÇÕES SOCIETÁRIAS LTDA;33242634000100;Controlada;Holdings de instituições não-financeiras;Brasil;SP;São Paulo;99.90000000;N;;Desenvolvimento das atividades da Companhia;;2020-12-31;0.00;-6779.75
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671924;DALAVECA INCORPORADORA LTDA;11463557000185;Coligada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;50.00000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;2077565.28
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671925;EMMERIN INCORPORADORA LTDA;13337956000125;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS E CONSTRUÇÃO DE EDÍFICIOS;Brasil;SP;São Paulo;99.90000000;N;;DESENVOLVIMENTOS DE ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;27808309.92
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671926;FOREST VILLE INCORPORADORA LTDA;10263874000195;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;RJ;Rio de Janeiro;99.90000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;286997.64
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671927;GRAN VIA INCORPORADORA LTDA;09525199000146;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;99.90000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;24073.56
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671928;HORTO DO SOL INCORPORADORA LTDA;10263859000147;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS E CONSTRUÇÃO DE EDÍFICIOS;Brasil;SP;São Paulo;99.90000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;195437.12
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671929;IMPÉRIO DA FRANÇA INCORPORADORA LTDA;13612710000114;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;99.90000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;92042.78
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671930;IMPÉRIO DO OCIDENTE INCORPORADORA;13612853000126;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS E CONSTRUÇÃO DE EDÍFICIOS;Brasil;RJ;Rio de Janeiro;50.00000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;2101843.61
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671931;IMPÉRIO ROMANO INCORPORADORA LTDA;13612654000118;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIARIOS E COMPRA E VENDA DE IMÓVEIS PRÓPRIOS;Brasil;RJ;Rio de Janeiro;99.90000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;548652.07
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671932;IPANEMA INVESTIMENTOS IMOBILIÁRIOS LTDA;09002622000123;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;50.00000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;-641868.32
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671933;JAGUARIUNA EMPREENDIMENOS IMOBILIÁRIOS LTDA.;08535838000191;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS E COMPRA E VENDA DE IMOVEIS PRÓPRIOS;Brasil;RJ;Rio de Janeiro;99.99000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;8146356.00
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671934;JOAQUINA RAMALHO EMPREENDIMENTO IMOBILIÁRIO;19054393000144;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;80.00000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;10121053.58
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671935;LABALLE INCORPORADORA LTDA;13337964000171;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS E COMPRA E VENDA DE IMÓVEIS PRÓPRIOS;Brasil;SP;São Paulo;60.00000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;12177916.94
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671936;Living Botucatu Empreendimentos Imobiliários Ltda;11365709000107;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS, COMPRA E VENDA DE IMÓVES PRÓPRIOS E ALUGUEL DE IMÓVEIS PRÓPRIOS;Brasil;RJ;Rio de Janeiro;50.00000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;31235962.50
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671937;Living Talara Empreendimentos Imobiliários Ltda;17965137000183;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS, COMPRA E VENDA DE IMÓVEIS PRÓPRIOS E ALUGUEL DE IMÓVEIS PRÓPRIOS;Brasil;RJ;Rio de Janeiro;60.00000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;4970993.29
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671938;LUAR DO PAÍSO INCORPORADORA LTDA;13317997000150;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS E CONSTRUÇÃO DE EDÍFICIOS;Brasil;SP;São Paulo;99.90000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;5877179.21
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671939;MADAGASCAR INCORPORADORA SPE LTDA;09140099000100;Controlada;INCORPORAÇÃO DE EMPREENDIEMNTOS IMOBILIÁRIOS E CONSTRUÇÃO DE EDÍFICIOS;Brasil;SP;São Paulo;99.90000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;115188.20
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671940;MANILHA INCORPORADORA LTDA;11463555000196;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;99.90000000;N;;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIARIOS;;2020-12-31;0.00;59616.59
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671941;Mapuá Empreendimentos Imobiliários Ltda;18546442000101;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;RJ;Rio de Janeiro;50.00000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;0.00
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671942;MERITO EMPREENDIMENTOS IMOBILIÁRIOS SPE LTDA;08768973000187;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBLIÁRIOS E COMPRA E VENDA DE IMOVEIS PRÓPRIOS;Brasil;SP;São Paulo;99.99000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;13823.22
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671943;MNR6 EMPREENDIMENTOS IMOBILIÁRIOS S.A.;08711870000180;Controlada;INCRPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS E COPRA E VENDA DE IMÓVEIS PRÓPRIOS;Brasil;RJ;Rio de Janeiro;70.00000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;12654638.78
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671944;MONTEREY INCORPORADORA LTDA;09461775000139;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS E CONTRUÇÃO DE EDÍFICIOS;Brasil;SP;São Paulo;99.90000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;4971758.95
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671945;MORON INVESTIMENTO IMOBILIÁRIOS LTDA;12263242000157;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;Brasil;SP;São Paulo;50.00000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;46624.56
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671946;NOVA DELHI INCORPORADORA SPE LTDA;08677333000161;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS E CONSTRUÇÃO DE EDIFÍCIOS;Brasil;SP;São Paulo;99.99000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;-504724.76
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671947;PARADA DO SOL INCORPORADORA LTDA;13318010000111;Controlada;INCORPORAÇÃO DE EMPREENDIMENTOS IMONILIÁRIOS E COMPRA E VENDA DE IMÓVEIS PRÓPRIOS;Brasil;SP;São Paulo;60.00000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;226353.69
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671948;PIEDADE EMPREENDIMENTOS IMOBILIÁRIO LTDA;14072695000121;Controlada;INCORPORAÇÃO DE EMPREENDIMENTO IMOBILIÁRIOS;Brasil;RJ;Rio de Janeiro;50.00000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;15399552.46
08.797.760/0001-83;2021-01-01;4;114521;CURY CONSTRUTORA E INCORPORADORA S.A.;671949;PLAZA DEL ARTE INCORPORADORA LTDA;09053453000150;Controlada;INCOPORAÇÃO DE EMPREENDIMENTOS IMOBILIARIOS E CONSTRUÇÃO DE EDIFÍCIOS;Brasil;RJ;Rio de Janeiro;99.90000000;N;;DESENVOLVIMENTO DAS ATIVIDADES DA COMPANHIA;;2020-12-31;0.00;103510.37
