CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Plano_Recompra;Data_Deliberacao;Data_Inicio_Recompra;Data_Fim_Recompra;Valor_Reserva_Disponivel_Recompra;Outras_Caracteristicas_Importantes
06.626.253/0001-51;2021-01-01;10;115321;EMPREENDIMENTOS PAGUE MENOS S.A.;41870;2020-12-09;2020-12-09;2021-03-10;381422.00;Aquisição pela Companhia de ações ordinárias, nominativas, escriturais e sem valor nominal de sua emissão ("Ações"), respeitados os limites legais e com base em recursos disponíveis, para manutenção em tesouraria e posterior entrega aos seus funcionários e administradores no âmbito do plano de ações restritas vigente da Companhia. As aquisições foram realizadas, em bolsa, na B3 S.A. -Brasil, Bolsa, Balcão, a preços de mercado e intermediadas através das seguintes instituições Financeiras (i) XP Investimentos CCTVM S/A, CNPJ 02.332.886/0001-04 e (ii) BB Corretora de Seguros e Administradora de Bens S/A, CNPJ 27.833.136/0001-39. Foram utilizados somente recursos disponíveis na forma do artigo 7º, §1º, da Instrução CVM nº 567/2015.
06.948.969/0001-75;2021-01-01;3;106436;LINX S.A.;39324;2020-03-09;2020-03-09;2021-09-09;974676000.00;
06.948.969/0001-75;2021-01-01;3;106436;LINX S.A.;39325;2018-06-22;2018-06-22;2019-12-22;480188000.00;
06.977.745/0001-91;2021-01-01;16;115718;BR MALLS PARTICIPACOES S.A.;41975;2018-12-31;2018-03-14;2019-03-14;4542150000.00;a) Objetivo: A Companhia fará a aquisição de ações de própria emissão para permanência em tesouraria e posterior alienação ou cancelamento, respeitado o disposto no §1º do artigo 244 da Lei nº 6.404/76 e na Instrução CVM n° 10, de 14.02.1980, alterada pelas Instruções CVM n°s 268, de 13.11.1997 e 390 de 08.07.2003. A aquisição será realizada na Bolsa de Valores de São Paulo S.A. - BVSP, a preço de mercado, cabendo à Diretoria decidir o momento e a quantidade de ações a serem adquiridas, seja em uma única operação ou em uma série de operações, respeitando os limites previstos na regulamentação aplicável.b) Quantidade de ações a serem adquiridas: Poderão ser adquiridas até 41.597.300 ações ordinárias, correspondendo, nesta data, a 5% (cinco por cento) das ações em circulação no mercado.c) Prazo para aquisição: O prazo máximo para aquisição das referidas ações é de 365 dias contados desta data, encerrando-se em 14 de maio de 2019. Quantidade de ações em circulação: De acordo com o conceito estabelecido no artigo 5° da Instrução CVM n°10/80 e no artigo 32, parágrafo único, alínea "d" do Estatuto Social da Companhia, existem em circulação no mercado 457.057.334 ações ordinárias.
06.977.751/0001-49;2021-01-01;10;115860;BR PROPERTIES S.A.;42024;2021-08-20;2021-08-20;2023-02-19;651220003.36;O Programa de Recompra 2021 vigerá até 19 de fevereiro de 2023, e contempla a aquisição da quantidade máxima de 18.000.000 (dezoito milhões) de ações ordinárias de emissão da Companhia. A aquisição dar-se-á pelo preço de mercado das ações da Companhia, na data de cada compra. As operações do Programa de Recompra 2021 serão realizadas e intermediadas através das seguintes corretoras: ITAÚ CORRETORA DE VALORES S.A., com sede na Avenida Brigadeiro Faria Lima, 3500, 3º andar, São Paulo, SP, inscrita no CNPJ nº 61.194.353/0001-64 e CREDIT SUISSE (BRASIL) S.A. CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS, com sede na Cidade de São Paulo, Estado de São Paulo, na Rua Leopoldo Couto de Magalhães Jr., 700 - 10º andar (parte) e 12º a 14º andares (partes), inscrito no CNPJ/MF sob o nº 42.584.318/0001-07.
06.977.751/0001-49;2021-01-01;10;115860;BR PROPERTIES S.A.;42025;2020-08-05;2020-08-05;2022-02-05;581533562.60;O programa de Recompra de Ações de emissão da própria Companhia tem por objetivo a manutenção em tesouraria, cancelamento, e/ou entrega aos beneficiários do Plano de Opção de Compra de Ações na medida dos exercícios dos seus lotes anuais aprovado em Assembleia Geral de Acionistas da Companhia, em conformidade com o Estatuto Social da Companhia e a ICVM 567 e, ainda, maximizar o retorno dos acionistas, dado que na visão da Companhia o valor atual de suas ações não reflete o real valor dos seus ativos combinado com a perspectiva de rentabilidade e geração de resultados futuros.
06.977.751/0001-49;2021-01-01;10;115860;BR PROPERTIES S.A.;42026;2020-03-17;2020-03-17;2021-09-17;623533526.06;O objetivo do programa é a aquisição de ações de emissão da própria Companhia para cancelamento, sem redução do capital social, em conformidade com o Estatuto Social da Companhia e a ICVM 10, para manutenção em tesouraria, para fins do exercício dos planos de opção de compra de ações e ações restritas pelos beneficiários, conforme aprovados em assembleia geral extraordinária realizada em 30 de outubro de 2016. Posição da data de reapresentação desta versão do formulário de referência, considerado em 08 de abril de 2020. Programa em andamento.
06.977.751/0001-49;2021-01-01;10;115860;BR PROPERTIES S.A.;42027;2017-10-16;2017-10-19;2018-05-11;298476000.00;O objetivo do programa é a aquisição de ações de emissão da própria Companhia para cancelamento, sem redução do capital social, em conformidade com o Estatuto Social da Companhia e a ICVM 10, para manutenção em tesouraria, para fins do exercício dos planos de opção de compra de ações e ações restritas pelos beneficiários, conforme aprovados em assembleia geral extraordinária realizada em 30 de outubro de 2016.
06.977.751/0001-49;2021-01-01;10;115860;BR PROPERTIES S.A.;42028;2017-03-27;2017-03-27;2017-09-27;87251000.00;O objetivo do programa é a aquisição de ações de emissão da própria Companhia para cancelamento, sem redução do capital social, em conformidade com o Estatuto Social da Companhia e a ICVM 10 , para manutenção em tesouraria, para fins do exercício dos planos de opção de compra de ações e ações restritas pelos beneficiários, conforme aprovados em assembleia geral extraordinária realizada em 30 de outubro de 2016.
07.206.816/0001-15;2021-01-01;8;114440;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;41671;2020-01-20;2020-01-21;2021-07-21;2009917000.00;Objetivo: adquirir ações de emissão da Companhia para manutenção em tesouraria e posterior cancelamento ou alienação com vistas a: (a) atender ao Programa de Incentivo de Longo Prazo com Ações Restritas aprovado na Assembleia Geral Extraordinária da Companhia realizada em 13 de abril de 2017 e, (b) maximizar a geração de valor para os acionistas.Data base das reservas/lucros para recompra: 31/03/2021.
07.253.321/0001-47;2021-01-01;1;105092;CARBOMIL SA MINER. E INDUSTRIA;38813;2013-12-31;2014-01-01;2014-12-31;2000.00;
07.415.333/0001-20;2021-01-01;17;115529;SIMPAR S.A.;41916;2021-02-04;2021-02-04;2022-08-04;0.00;O Conselho de Administração da Companhia, em reunião realizada no dia 04/02/2021, autorizou programa de recompra de até 7.000.000 ações ordinárias emitidas pela companhia, que correspondem a 3,4% do total de ações da empresa no período, com o objetivo principal de maximização de valor ao acionista, sem redução do capital social, sendo as ações adquiridas utilizadas para manutenção em tesouraria, cancelamento, alienação e/ou para atender as obrigações assumidas pela Companhia perante os beneficiários dos planos de remuneração aseados em ações. As operações de compra das ações nos termos do Programa serão suportadas pelo montante global das reservas de lucro e de capital disponíveis (exceto aquelas indicadas nas alíneas no inciso I do §1º, do art. 7º da Instrução CVM nº 567/2015) constantes das últimas demonstrações financeiras da Companhia divulgadas anteriormente à efetiva transferência, para a Companhia, da propriedade das ações de sua emissão, podendo ser anuais ou informações financeiras intermediárias, observado o disposto na Instrução CVM nº 567/2015.
07.415.333/0001-20;2021-01-01;17;115529;SIMPAR S.A.;41917;2020-09-21;2020-09-21;2020-03-20;0.00;O Conselho de Administração da Companhia, em reunião realizada no dia 21/09/2020, autorizou programa de recompra de até 3.915.171 ações ordinárias emitidas pela companhia, que correspondem a 6,33% do total de ações da empresa no período, com o objetivo principal de maximização de valor ao acionista, sem redução do capital social, sendo as ações adquiridas utilizadas para manutenção em tesouraria, cancelamento, alienação e/ou para atender as obrigações assumidas pela Companhia perante os beneficiários dos planos de remuneração aseados em ações. As operações de compra das ações nos termos do Programa serão suportadas pelo montante global das reservas de lucro e de capital disponíveis (exceto aquelas indicadas nas alíneas no inciso I do §1º, do art. 7º da Instrução CVM nº 567/2015) constantes das últimas demonstrações financeiras da Companhia divulgadas anteriormente à efetiva transferência, para a Companhia, da propriedade das ações de sua emissão, podendo ser anuais ou informações financeiras intermediárias, observado o disposto na Instrução CVM nº 567/2015.
07.628.528/0001-59;2021-06-30;13;110463;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;40339;2016-09-20;2016-09-21;2018-03-21;89685000.00;
07.689.002/0001-89;2021-01-01;9;115513;EMBRAER S.A.;41909;2020-11-12;2020-11-13;2021-11-13;433492658.34;Em 12 de novembro de 2020, o Conselho de Administração aprovou a criação de um programa recompra de ações de emissão própria da Companhia, com objetivo de adquirir a quantidade máxima de 7.000.000 ações, para a permanência em tesouraria, cancelamento ou posterior alienação das ações no mercado, bem como para cumprir com as obrigações e compromissos assumidos pela Companhia no âmbito de planos de remuneração baseados em ações. A quantidade de ações em circulação no mercado, de acordo com a definição dada pelo artigo 8º, §3ºda Instrução CVM no 567/2015 era de 736.143.105 ações ordinárias, com base na posição acionária de 12 de novembro de 2020. A quantidade de ações em tesouraria nesta data era 4.291.938. A Companhia entende que as aquisições de ações de sua emissão não acarretarão impactos sobre a composição acionária ou sobre sua estrutura administrativa. O prazo máximo do Programa de Recompra é de 12 meses, a partir de 13 de novembro de 2020. A instituição financeira intermediária é a Itaú Corretora de Valores S.A. - Av. Brigadeiro Faria Lima, 3400, 10º andar, CEP 04538-132 São Paulo -SP. As aquisições realizadas no âmbito do Programa de Recompra são suportadas pela reserva de capital da Companhia, conforme apurada nas demonstrações financeiras da Companhia relativas ao 3º trimestre de 2020 e divulgadas em 10 de novembro de 2020, cujo valor corresponde a R$ 433.492.658,34. Em 12 de novembro de 2020, os membros do Conselho de Administração entenderam que a situação financeira atual da Companhia era compatível com a execução do Programa de Recompra nas condições aprovadas e consideravam que a recompra de ações não prejudicará o cumprimento das obrigações assumidas com credores. Essa conclusão resulta da avaliação do potencial montante financeiro a ser empregado no Programa de Recompra quando comparado com (i) o nível de obrigações assumidas com credores, tendo a Companhia capacidade de pagamento dos compromissos financeiros assumidos e (ii) o montante disponível em caixa, equivalentes de caixa e aplicações financeiras da Companhia.Não houve planos de recompra de ações da Companhia em 2019 e em 2018.
07.816.890/0001-53;2021-01-01;8;114661;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;41755;2020-11-30;2020-12-01;2022-06-01;2636946000.00;- Data-base referente às reservas e lucros disponíveis para a operação de recompra: 30/09/2020. - Objetivo da Companhia com as operações: O Programa de Recompra de Ações tem por objetivo aplicar recursos disponíveis da Companhia de forma a maximizar a geração de valor para os acionistas. As negociações autorizadas no âmbito do Programa de Recompra de Ações poderão ser realizadas a critério da Diretoria da Companhia, nas ocasiões que esta julgar apropriado, observados os prazos e limites fixados no Programa de Recompra de Ações e demais limitações previstas nas normas aplicáveis, e incluem, sem limitação, (i) a aquisição de ações para (a) atender aos programas de incentivo baseados em ações da Companhia (b) manutenção em tesouraria e/ou (c) posterior cancelamento ou alienação e (ii) a alienação de ações eventualmente adquiridas no âmbito do Programa de Recompra de Ações, bem como daquelas atualmente mantidas em tesouraria remanescentes de programas de recompra anteriores. Instituições financeiras para atuar como intermediárias das operações autorizadas: (a) Bradesco S/A CTVM, com endereço na Av. Paulista nº 1450, 7º andar, São Paulo, SP (b) Credit Suisse Brasil S.A. CTVM, com endereço na R. Leopoldo Couto Magalhaes Jr. nº 700, 10º, 12º, 13º e 14º andares, São Paulo, SP (c) Itaú CV S.A., com endereço na Av. Brigadeiro Faria Lima nº 3400, 10º andar, São Paulo, SP e (d) BTG Pactual CTVM S.A., com endereço na Av. Brigadeiro Faria Lima nº 3477, 14º andar - parte, São Paulo, SP.
07.816.890/0001-53;2021-01-01;8;114661;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;41756;2019-05-30;2019-05-31;2020-11-30;2781553.00;- Data-base referente às reservas e lucros disponíveis para a operação de recompra: 31/03/2019. - Objetivo da Companhia com as operações: O Programa de Recompra de Ações tem por objetivo aplicar recursos disponíveis da Companhia de forma a maximizar a geração de valor para os acionistas. As negociações autorizadas no âmbito do Programa de Recompra de Ações poderão ser realizadas a critério da Diretoria da Companhia, nas ocasiões que esta julgar apropriado, observados os prazos e limites fixados no Programa de Recompra de Ações e demais limitações previstas nas normas aplicáveis, e incluem, sem limitação, (i) a aquisição de ações para (a) atender aos programas de incentivo baseados em ações da Companhia (b) manutenção em tesouraria e/ou (c) posterior cancelamento ou alienação e (ii) a alienação de ações eventualmente adquiridas no âmbito do Programa de Recompra de Ações, bem como daquelas atualmente mantidas em tesouraria remanescentes de programas de recompra anteriores. Instituições financeiras para atuar como intermediárias das operações autorizadas: (a) Bradesco S/A CTVM, com endereço na Av. Paulista nº 1450, 7º andar, São Paulo, SP (b) Credit Suisse Brasil S.A. CTVM, com endereço na R. Leopoldo Couto Magalhaes Jr. nº 700, 10º, 12º, 13º e 14º andares, São Paulo, SP (c) Itaú CV S.A., com endereço na Av. Brigadeiro Faria Lima nº 3400, 10º andar, São Paulo, SP e (d) BTG Pactual CTVM S.A., com endereço na Av. Brigadeiro Faria Lima nº 3477, 14º andar - parte, São Paulo, SP.
07.816.890/0001-53;2021-01-01;8;114661;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;41757;2018-08-08;2018-08-09;2018-08-23;944130000.00;- Data-base referente às reservas e lucros disponíveis para a operação de recompra: 30/06/2018. - Objetivo da Companhia com as operações: O Programa de Recompra de Ações tem por objetivo aplicar recursos disponíveis da Companhia de forma a maximizar a geração de valor para os acionistas. As negociações autorizadas no âmbito do Programa de Recompra de Ações poderão ser realizadas a critério da Diretoria da Companhia, nas ocasiões que esta julgar apropriado, observados os prazos e limites fixados no Programa de Recompra de Ações e demais limitações previstas nas normas aplicáveis, e incluem, sem limitação, (i) a aquisição de ações para (a) atender aos programas de incentivo baseados em ações da Companhia (b) manutenção em tesouraria e/ou (c) posteriorcancelamento ou alienação e (ii) a alienação de ações eventualmente adquiridas no âmbito do Programa de Recompra de Ações, bem como daquelas atualmente mantidas em tesouraria remanescentes de programas de recompra anteriores. Instituições financeiras para atuar como intermediárias das operações autorizadas: (a) Bradesco S/A CTVM, com endereço na Av. Paulista nº 1450, 7º andar, São Paulo, SP (b) Credit Suisse Brasil S.A. CTVM, com endereço na R. Leopoldo Couto Magalhaes Jr. nº 700, 10º, 12º, 13º e 14º andares, São Paulo, SP (c) Itaú CV S.A., com endereço na Av.Brigadeiro Faria Lima nº 3400, 10º andar, São Paulo, SP e (d) BTG Pactual CTVM S.A., com endereço na Av. Brigadeiro Faria Lima nº 3477, 14º andar - parte, São Paulo, SP.
07.816.890/0001-53;2021-01-01;8;114661;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;41758;2018-05-08;2018-05-09;2018-05-23;993977000.00;- Data-base referente às reservas e lucros disponíveis para a operação de recompra: 31/03/2018.- Objetivo da Companhia com as operações: O Programa de Recompra de Ações tem por objetivo aplicar recursos disponíveis da Companhia de forma a maximizar a geração de valor para os acionistas. As negociações autorizadas no âmbito do Programa de Recompra de Ações poderão ser realizadas a critério da Diretoria da Companhia, nas ocasiões que esta julgar apropriado, observados os prazos e limites fixados no Programa de Recompra de Ações e demais limitações previstas nas normas aplicáveis, e incluem, sem limitação, (i) a aquisição de ações para (a) atender aos programas de incentivo baseados em ações da Companhia (b) manutenção em tesouraria e/ou (c) posteriorcancelamento ou alienação e (ii) a alienação de ações eventualmente adquiridas no âmbito do Programa de Recompra de Ações, bem como daquelas atualmente mantidas em tesouraria remanescentes de programas de recompra anteriores. Instituições financeiras para atuar como intermediárias das operações autorizadas: (a) Bradesco S/A CTVM, com endereço na Av. Paulista nº 1450, 7º andar, São Paulo, SP (b) Credit Suisse Brasil S.A. CTVM, com endereço na R. Leopoldo Couto Magalhaes Jr. nº 700, 10º, 12º, 13º e 14º andares, São Paulo, SP (c) Itaú CV S.A., com endereço na Av.Brigadeiro Faria Lima nº 3400, 10º andar, São Paulo, SP e (d) BTG Pactual CTVM S.A., com endereço na Av. Brigadeiro Faria Lima nº 3477, 14º andar - parte, São Paulo, SP.
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42003;2021-08-13;2021-08-13;2022-08-13;0.00;Todas as aquisições serão efetuadas na Bolsa de Valores de Luxemburgo (com respeito às ações Classe A) e na B3 S.A. - Brasil, Bolsa, Balcão (com respeito aos BDRs) a preço corrente de mercado.
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42004;2020-06-12;2020-06-12;2021-06-12;0.00;
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42005;2018-10-31;2018-10-31;2020-04-30;1279869.00;
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42006;2017-03-09;2017-03-09;2018-09-09;1908272.00;Todas as aquisições serão efetuadas na Bolsa de Valores de Luxemburgo (com respeito às ações Classe A) e na B3 S.A. - Brasil, Bolsa, Balcão (com respeito aos BDRs) a preço corrente de mercado.
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42007;2015-10-15;2015-10-15;2017-04-14;2379974.00;Todas as aquisições serão efetuadas na Bolsa de Valores de Luxemburgo (com respeito às ações Classe A) e na B3 S.A. - Brasil, Bolsa, Balcão (com respeito aos BDRs) a preço corrente de mercado.
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42008;2015-08-10;2015-08-11;2016-08-10;2214264.00;Todas as aquisições serão efetuadas na Bolsa de Valores de Luxemburgo (com respeito às ações Classe A) e na B3 S.A. - Brasil, Bolsa, Balcão (com respeito aos BDRs) a preço corrente de mercado.
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42009;2015-02-09;2015-02-10;2016-02-10;1811748.00;Todas as aquisições serão efetuadas na Bolsa de Valores de Luxemburgo (com respeito às ações Classe A) e na B3 S.A. - Brasil, Bolsa, Balcão (com respeito aos BDRs) a preço corrente de mercado.
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42010;2014-10-25;2014-10-27;2015-10-27;1654498.00;Todas as aquisições serão efetuadas na Bolsa de Valores de Luxemburgo (com respeito às ações Classe A) e na B3 S.A. - Brasil, Bolsa, Balcão (com respeito aos BDRs) a preço corrente de mercado.
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42011;2014-01-14;2014-01-14;2015-01-14;1593994.00;Todas as aquisições serão efetuadas na Bolsa de Valores de Luxemburgo (com respeito às ações Classe A) e na B3 S.A. - Brasil, Bolsa, Balcão (com respeito aos BDRs) a preço corrente de mercado.
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42012;2013-08-05;2013-08-15;2014-08-15;1553870.00;Todas as aquisições serão efetuadas na Bolsa de Valores de Luxemburgo (com respeito às ações Classe A) e na B3 S.A. - Brasil, Bolsa, Balcão (com respeito aos BDRs) a preço corrente de mercado.
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42013;2012-08-15;2012-08-16;2013-08-16;1375511.00;Todas as aquisições serão efetuadas na Bolsa de Valores de Luxemburgo (com respeito às ações Classe A) e na B3 S.A. - Brasil, Bolsa, Balcão (com respeito aos BDRs) a preço corrente de mercado.
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;42014;2010-08-11;2010-08-12;2011-08-12;1386633.00;Todas as aquisições serão efetuadas na Bolsa de Valores de Luxemburgo (com respeito às ações Classe A) e na B3 S.A. - Brasil, Bolsa, Balcão (com respeito aos BDRs) a preço corrente de mercado.
08.078.847/0001-09;2021-01-01;6;114671;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;41787;2021-08-20;2021-08-23;2021-11-25;20037507.75;
08.159.965/0001-33;2021-01-01;10;112590;IGUA SANEAMENTO S.A.;41113;2020-12-31;;;0.00;Não aplicável, visto que não aprovamos planos de recompra de nossas ações nos últimos 3 três exercícios sociais.
08.294.224/0001-65;2021-01-01;8;115654;JHSF PARTICIPACOES S.A.;41953;2020-08-27;2020-08-27;2020-11-13;357040000.00;Conforme Ata da Reunião do Conselho de Administração da Companhia, realizada em 27 de agosto de 2020, foi aprovado o programa de recompra de ações de emissão da própria Companhia, até o limite de 28.000.000 de ações ordinárias, que representam, na data da referida ata, 4,0844272051% do total de ações da Companhia em circulação no mercado, para efeito de cancelamento ou permanência em tesouraria, e posterior alienação, com a finalidade de maximizar a geração de valor para os acionistas.
08.312.229/0001-73;2021-01-01;6;115668;EZ TEC EMPREEND. E PARTICIPACOES S.A.;41961;2020-03-19;2020-03-20;2020-07-22;1267153000.00;Montante de recursos disponíveis contabilizados conforme a instrução CVM 567, em 31/03/2020.
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;41862;2020-03-16;2020-03-16;2021-09-15;0.00;1) O Plano de Recompra de Ações tem por objetivo incrementar a geração de valor para seus acionistas, através da aquisição das ações em Bolsa de Valores, a preço de mercado, para permanência em tesouraria, cancelamento ou posterior alienação das ações no mercado ou sua destinação ao eventual exercício de opções de compra de ações no âmbito do Plano de Opção da Companhia. 2) A Companhia poderá, a seu exclusivo critério e nos termos do Plano de Recompra de Ações, em atendimento ao disposto no art. 8.º da ICVM 567/15, adquirir até 15.000.000 (quinze milhões) de ações ordinárias, nominativas, escriturais e sem valor nominal, de emissão da Companhia, correspondentes a até 3,11% do total de ações de emissão da Companhia e a até 5,10% das Ações em Circulação. As operações de aquisição serão realizadas na B3 S.A. - Brasil, Bolsa, Balcão ("B3"), a preço de mercado, cabendo à Diretoria da Companhia decidir o momento e a quantidade de ações a serem adquiridas, seja em uma única operação ou em uma série de operações, respeitando os limites previstos na regulamentação aplicável.
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;41863;2018-11-09;2018-12-20;2019-12-19;0.00;1) O Plano de Recompra de Ações tem por objetivo incrementar a geração de valor para seus acionistas, através da aquisição das ações em Bolsa de Valores, a preço de mercado, para permanência em tesouraria, cancelamento ou posterior alienação das ações no mercado ou sua destinação ao eventual exercício de opções de compra de ações no âmbito do Plano de Opção da Companhia. 2) A Companhia poderá, a seu exclusivo critério e nos termos do Plano de Recompra de Ações, em atendimento ao disposto no art. 8.º da ICVM 567/15, adquirir até 15.000.000 (quinze milhões) de ações ordinárias, nominativas, escriturais e sem valor nominal, de emissão da Companhia, correspondentes a até 3,38% do total de ações de emissão da Companhia e a até 5,03% das Ações em Circulação. As operações de aquisição serão realizadas na B3 S.A. - Brasil, Bolsa, Balcão ("B3"), a preço de mercado, cabendo à Diretoria da Companhia decidir o momento e a quantidade de ações a serem adquiridas, seja em uma única operação ou em uma série de operações, respeitando os limites previstos na regulamentação aplicável.
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;41864;2017-12-11;2017-12-20;2018-12-19;0.00;1) O Plano de Recompra de Ações tem por objetivo incrementar a geração de valor para seus acionistas, através da aquisição das ações em Bolsa de Valores, a preço de mercado, para permanência em tesouraria, cancelamento ou posterior alienação das ações no mercado ou sua destinação ao eventual exercício de opções de compra de ações no âmbito do Plano de Opção da Companhia. 2) A Companhia poderá, a seu exclusivo critério e nos termos do Plano de Recompra de Ações, em atendimento ao disposto no art. 8.º da ICVM 567/15, adquirir até 15.000.000 (quinze milhões) de ações ordinárias, nominativas, escriturais e sem valor nominal, de emissão da Companhia, correspondentes a até 3,38% do total de ações de emissão da Companhia e a até 5,21% das Ações em Circulação. As operações de aquisição serão realizadas na B3 S.A. - Brasil, Bolsa, Balcão ("B3"), a preço de mercado, cabendo à Diretoria da Companhia decidir o momento e a quantidade de ações a serem adquiridas, seja em uma única operação ou em uma série de operações, respeitando os limites previstos na regulamentação aplicável.
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;41865;2016-06-17;2016-06-20;2017-12-19;242502000.00;1) O Plano de Recompra de Ações tem por objetivo incrementar a geração de valor para seus acionistas, através da aquisição das ações em Bolsa de Valores, a preço de mercado, para permanência em tesouraria, cancelamento ou posterior alienação das ações no mercado ou sua destinação ao eventual exercício de opções de compra deações no âmbito do Plano de Opção da Companhia. 2) A Companhia poderá, a seu exclusivo critério e nos termos do Plano de Recompra de Ações, em atendimento ao disposto no art. 8.º da ICVM 567/15, adquirir até 20.000.000 milhões de ações ordinárias, nominativas, escriturais e sem valor nominal, de emissão da Companhia, correspondentes a até 4,5% do total de ações de emissão da Companhia e a até 7,3% das Ações em Circulação. As operações de aquisição serão realizadas na BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros ("BM&FBOVESPA"), a preço de mercado, cabendo à Diretoria da Companhia decidir o momento e a quantidade de ações a serem adquiridas, seja em uma única operação ou em uma série de operações, respeitando os limites previstos na regulamentação aplicável
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;41866;2015-03-16;2015-06-03;2016-06-02;826347000.00;1) as operações ocorrerão em bolsa, a preços de mercado, sob a intermediação do SANTANDER CCVM S/A, com sede na Avenida Presidente Juscelino Kubitschek, 2.041, 2.235 parte - 24º andar - São Paulo/SP CREDIT SUISSE BRASIL S.A. CTVM, com sede na Avenida Brigadeiro Faria Lima, 3.064 13° andar - São Paulo/SP BRADESCO S.A. CTVM, com sede na Avenida Paulista, 1.450 7º andar - São Paulo/SP BTG PACTUAL CTVM S.A., com sede na Avenida Brigadeiro Faria Lima, 3.729 10° andar - parte - São Paulo/SP ITAÚ CV S/A, com sede na Avenida Brigadeiro Faria Lima, 3.400 10° andar - São Paulo/SP FLOW CCTVM, com sede na Rua Joaquim Floriano, 100 conjunto 121 - São Paulo/SP H.H. PICCHIONI S.A. CCVM, com sede na Avenida Bernardo Monteiro, 1.539 - Belo Horizonte/MG VOTORANTIM CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS, com endereço na Av. das Nações Unidas, 14.171, Torre A - 14 andar - Vila Gertrudes - São Paulo/SP, CEP: 04794-000 e sem redução do capital social, mediante a utilização de recursos de reserva de lucros ou de capital disponíveis ("Reservas Disponíveis"), e terão o objetivo de maximizar a geração de valor para os acionistas 2) soma do preço total das Ações adquiridas com o resultado da multiplicação entre a quantidade de Ações pelo respectivo preço não ultrapassará as Reservas Disponíveis.
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;41867;2014-06-02;2014-06-03;2015-06-02;774348000.00;1) as operações ocorrerão em bolsa, a preços de mercado, sob a intermediação do SANTANDER CCVM S/A, com sede na Avenida Presidente Juscelino Kubitschek, 2.041, 2.235 parte - 24º andar - São Paulo/SP CREDIT SUISSE BRASIL S.A. CTVM, com sede na Avenida Brigadeiro Faria Lima, 3.064 13° andar - São Paulo/SP BRADESCO S.A. CTVM, com sede na Avenida Paulista, 1.450 7º andar - São Paulo/SP BTG PACTUAL CTVM S.A., com sede na Avenida Brigadeiro Faria Lima, 3.729 10° andar - parte - São Paulo/SP ITAÚ CV S/A, com sede na Avenida Brigadeiro Faria Lima, 3.400 10° andar - São Paulo/SP FLOW CCTVM, com sede na Rua Joaquim Floriano, 100 conjunto 121 - São Paulo/SP H.H. PICCHIONI S.A. CCVM, com sede na Avenida Bernardo Monteiro, 1.539 - Belo Horizonte/MG VOTORANTIM CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS, com endereço na Av. das Nações Unidas, 14.171, Torre A - 14 andar - Vila Gertrudes - São Paulo/SP, CEP: 04794-000 e sem redução do capital social, mediante a utilização de recursos de reserva de lucros ou de capital disponíveis ("Reservas Disponíveis"), e terão o objetivo de maximizar a geração de valor para os acionistas 2) a soma do preço total das Ações adquiridas com o resultado da multiplicação entre a quantidade de Ações pelo respectivo preço não ultrapassará as Reservas Disponíveis
